Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
A8K8P3,centriole [GO:0005814]; centrosome [GO:0005813]; cytosol [GO:0005829],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:14504268, ECO:0000269|PubMed:16956364}. Note=Localized close to the centriole.",SFI1 KIAA0542,
A8MT70,motile cilium [GO:0031514],,ZBBX,
A8MW92,nucleus [GO:0005634],,PHF20L1 CGI-72,
A8MYZ6,cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00089}. Note=When phosphorylated, translocated from nucleus to cytoplasm. High nuclear localization after stimulation with growth factors (By similarity). {ECO:0000250}.",FOXO6,
B2RXH2,histone methyltransferase complex [GO:0035097]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00537}.,KDM4E KDM4DL,
B4DXR9,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,ZNF732,
B5ME19,eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q99613}.,EIF3CL,
O00139,centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; membrane [GO:0016020]; microtubule [GO:0005874]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleus [GO:0005634]; sperm principal piece [GO:0097228]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle pole. Cytoplasm, cytoskeleton, spindle. Note=Localized to the spindle microtubules and spindle poles from prophase to metaphase. Efficient targeting to spindle microtubules and spindle poles requires the kinase activity of PLK1. Recruited to mitotic spindles by interaction with PSRC1.",KIF2A KIF2 KNS2,
O00422,ASAP complex [GO:0061574]; cytosol [GO:0005829]; histone deacetylase complex [GO:0000118]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16314458}. Cytoplasm {ECO:0000269|PubMed:16314458}. Nucleus speckle {ECO:0000269|PubMed:20966198}. Note=Shuttles between the nucleus and the cytoplasm (PubMed:16314458). Colocalizes with ACIN1 and SRSF2 in nuclear speckles (PubMed:20966198). {ECO:0000269|PubMed:16314458, ECO:0000269|PubMed:20966198}.",SAP18 GIG38,
O00471,cytoplasm [GO:0005737]; cytosol [GO:0005829]; exocyst [GO:0000145]; midbody [GO:0030496],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9119050}. Midbody {ECO:0000269|PubMed:18756269}. Note=Localization at the midbody requires the presence of RALA, EXOC2 and EXOC3. {ECO:0000269|PubMed:18756269}.",EXOC5 SEC10 SEC10L1,
O00534,nucleoplasm [GO:0005654]; nucleus [GO:0005634],,VWA5A BCSC1 LOH11CR2A,
O00570,nuclear chromatin [GO:0000790]; nuclear transcription factor complex [GO:0044798]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,SOX1,
O14497,brahma complex [GO:0035060]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514],"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355, ECO:0000269|PubMed:11318604, ECO:0000269|PubMed:26614907}.",ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,
O14607,MLL3/4 complex [GO:0044666]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,UTY KDM6C,
O14618,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9726962}.,CCS,
O14777,"centrosome [GO:0005813]; chromosome, centromeric region [GO:0000775]; condensed chromosome kinetochore [GO:0000777]; condensed nuclear chromosome kinetochore [GO:0000778]; condensed nuclear chromosome outer kinetochore [GO:0000942]; cytosol [GO:0005829]; kinetochore [GO:0000776]; membrane [GO:0016020]; Ndc80 complex [GO:0031262]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","SUBCELLULAR LOCATION: Nucleus. Chromosome, centromere, kinetochore. Note=Localizes to kinetochores from late prophase to anaphase. Localizes specifically to the outer plate of the kinetochore.",NDC80 HEC HEC1 KNTC2,
O14830,cytosol [GO:0005829]; nucleus [GO:0005634]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Cell projection, cilium, photoreceptor outer segment. Photoreceptor inner segment. Note=Localized to photoreceptors, PPEF-2(L) is at least 2 fold more abundant in rod inner segments than in the outer segments.",PPEF2,
O14841,cytosol [GO:0005829],,OPLAH,
O14979,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11705999, ECO:0000269|PubMed:12406575}. Cytoplasm {ECO:0000269|PubMed:11705999, ECO:0000269|PubMed:12406575}. Note=Shuttles between the nucleus and the cytoplasm in a TNPO1-dependent manner. {ECO:0000269|PubMed:11705999, ECO:0000269|PubMed:12406575}.",HNRNPDL HNRPDL JKTBP,
O15021,cytoplasm [GO:0005737],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,MAST4 KIAA0303,
O15047,histone methyltransferase complex [GO:0035097]; nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188],"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:17355966}. Chromosome {ECO:0000269|PubMed:17355966}. Note=Localizes to a largely non-overlapping set of euchromatic nuclear speckles with SETD1B, suggesting that SETD1A and SETD1B each bind to a unique set of target genes.",SETD1A KIAA0339 KMT2F SET1 SET1A,
O15156,nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q64321}.,ZBTB7B ZBTB15 ZFP67 ZNF857B,
O15178,cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22611028, ECO:0000269|PubMed:24253444}.",TBXT T,
O15212,cytoplasm [GO:0005737]; prefoldin complex [GO:0016272],,PFDN6 HKE2 PFD6,
O15217,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm.,GSTA4,
O15226,nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}.",NKRF ITBA4 NRF,
O15355,cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.,PPM1G PPM1C,
O43156,ASTRA complex [GO:0070209]; cytoplasm [GO:0005737]; TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23263282}.,TTI1 KIAA0406 SMG10,
O43290,Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11350945, ECO:0000269|PubMed:9449708}. Note=Found in the nucleus of mitogen-activated peripheral blood mononuclear cells (PBMCs), tumor cells, or normal cell lines, but not in normal tissues except testis and fetal liver or in unstimulated PBMCs, suggesting preferential expression in proliferating cells.",SART1,
O43303,centriole [GO:0005814]; centrosome [GO:0005813]; cilium [GO:0005929]; cytosol [GO:0005829]; protein-containing complex [GO:0032991],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:12361598, ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:16760425, ECO:0000269|PubMed:17681131, ECO:0000269|PubMed:17719545, ECO:0000269|PubMed:20596027, ECO:0000269|PubMed:21620453}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q7TSH4}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q7TSH4}. Note=Recruited early and then associates with the growing distal tips. Recruited to the mother centriole by KIF24. Removed from centrioles by TTBK2, leading to initiation of ciliogenesis and localizes only to the daughter centriole in ciliated cells. In cytotoxic T lymphocytes remains associated with the mother centriole during docking of the centrosome at the immunological synapse upon target contact. {ECO:0000250|UniProtKB:Q7TSH4, ECO:0000269|PubMed:21620453}.",CCP110 CEP110 CP110 KIAA0419,
O43390,axon terminus [GO:0043679]; catalytic step 2 spliceosome [GO:0071013]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; growth cone [GO:0030426]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681],"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q7TMK9}. Microsome {ECO:0000250|UniProtKB:Q7TMK9}. Nucleus, nucleoplasm {ECO:0000269|PubMed:17289661}. Cytoplasm {ECO:0000269|PubMed:17289661}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. The tyrosine phosphorylated form bound to RNA is found in microsomes (By similarity). {ECO:0000250|UniProtKB:Q7TMK9, ECO:0000269|PubMed:17289661}.",HNRNPR HNRPR,
O43395,Cajal body [GO:0015030]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17932117, ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28781166, ECO:0000269|PubMed:9328476, ECO:0000269|PubMed:9404889}. Nucleus speckle.",PRPF3 HPRP3 PRP3,
O43396,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome complex [GO:0000502],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19349277}. Nucleus {ECO:0000269|PubMed:19349277}. Note=At least 85% of the cellular TXNL1 is proteasome-associated.,TXNL1 TRP32 TXL TXNL,
O43399,cytoplasm [GO:0005737]; perinuclear region of cytoplasm [GO:0048471],,TPD52L2,
O43439,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,CBFA2T2 EHT MTGR1,
O43463,"chromatin silencing complex [GO:0005677]; chromosome, centromeric region [GO:0000775]; condensed nuclear chromosome [GO:0000794]; heterochromatin [GO:0000792]; nuclear lamina [GO:0005652]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; rDNA heterochromatin [GO:0033553]","SUBCELLULAR LOCATION: Nucleus. Nucleus lamina. Nucleus, nucleoplasm. Chromosome, centromere. Note=Associates with centromeric constitutive heterochromatin.",SUV39H1 KMT1A SUV39H,
O43482,"Cajal body [GO:0015030]; chromatin [GO:0000785]; chromocenter [GO:0010369]; chromosome, centromeric region [GO:0000775]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17199038}. Chromosome {ECO:0000269|PubMed:17199038}. Chromosome, centromere {ECO:0000269|PubMed:17199038}. Note=Associated with centromeres in interphase cells, from late anaphase to the G1 phase. Not detected on centromeres during earlier phases of mitosis. Associated with chromatin.",OIP5 MIS18B,
O43513,mediator complex [GO:0016592]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; transcription factor complex [GO:0005667]; ubiquitin ligase complex [GO:0000151],SUBCELLULAR LOCATION: Nucleus.,MED7 ARC34 CRSP9,
O43768,cytoplasm [GO:0005737]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,ENSA,
O43818,box C/D snoRNP complex [GO:0031428]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}.",RRP9 RNU3IP2 U355K,
O60216,"chromatin [GO:0000785]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; cohesin complex [GO:0008278]; condensed nuclear chromosome [GO:0000794]; cytosol [GO:0005829]; meiotic cohesin complex [GO:0030893]; membrane [GO:0016020]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; spindle pole [GO:0000922]","SUBCELLULAR LOCATION: Double-strand-break repair protein rad21 homolog: Nucleus {ECO:0000269|PubMed:11073952, ECO:0000269|PubMed:11509732, ECO:0000269|PubMed:12417729}. Nucleus matrix {ECO:0000269|PubMed:10623634, ECO:0000269|PubMed:11590136}. Chromosome {ECO:0000269|PubMed:11073952, ECO:0000269|PubMed:11590136}. Chromosome, centromere {ECO:0000269|PubMed:11073952}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:11073952, ECO:0000269|PubMed:11590136}. Note=Associates with chromatin (PubMed:11590136, PubMed:11073952). Before prophase, scattered along chromosome arms (PubMed:11073952). During prophase and prometaphase, most cohesins dissociate from the arms of condensing chromosome, possibly through PLK1-mediated phosphorylation (PubMed:11931760). A small amount of cohesin remains in centromeric regions and is removed from chromosomes only at the onset of anaphase. At anaphase, cleavage by separase/ESPL1 leads to the dissociation of cohesin from chromosomes and chromosome separation (PubMed:11073952, PubMed:11509732). {ECO:0000269|PubMed:11073952, ECO:0000269|PubMed:11509732, ECO:0000269|PubMed:11590136, ECO:0000269|PubMed:11931760}.; SUBCELLULAR LOCATION: 64-kDa C-terminal product: Cytoplasm, cytosol {ECO:0000269|PubMed:11875078, ECO:0000269|PubMed:12417729}. Nucleus {ECO:0000269|PubMed:11875078, ECO:0000269|PubMed:12417729}.",RAD21 HR21 KIAA0078 NXP1 SCC1,
O60287,fibrillar center [GO:0001650]; nucleolus [GO:0005730],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:16963496}.",URB1 C21orf108 KIAA0539 NOP254 NPA1,
O60306,catalytic step 2 spliceosome [GO:0071013]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2-type catalytic step 2 spliceosome [GO:0071007],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11991638, ECO:0000269|PubMed:25599396, ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770}. Nucleus, nucleoplasm {ECO:0000269|PubMed:16949364}. Note=Localizes to speckle-like regions of the nucleoplasm. {ECO:0000269|PubMed:16949364}.",AQR KIAA0560,
O60341,"DNA repair complex [GO:1990391]; nuclear chromatin [GO:0000790]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11102443, ECO:0000269|PubMed:16079795, ECO:0000269|PubMed:20389281}.",KDM1A AOF2 KDM1 KIAA0601 LSD1,
O60678,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm.,PRMT3 HRMT1L3,
O60832,box H/ACA scaRNP complex [GO:0072589]; box H/ACA snoRNP complex [GO:0031429]; box H/ACA telomerase RNP complex [GO:0090661]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; telomerase holoenzyme complex [GO:0005697],"SUBCELLULAR LOCATION: Isoform 1: Nucleus, nucleolus {ECO:0000269|PubMed:10556300, ECO:0000269|PubMed:10591218, ECO:0000269|PubMed:12429849}. Nucleus, Cajal body {ECO:0000250|UniProtKB:P40615}. Note=Also localized to Cajal bodies (coiled bodies). {ECO:0000250|UniProtKB:P40615}.; SUBCELLULAR LOCATION: Isoform 3: Cytoplasm {ECO:0000269|PubMed:21820037}.",DKC1 NOLA4,
O60841,cytoplasm [GO:0005737]; cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q05D44}.,EIF5B IF2 KIAA0741,
O60869,cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular [GO:0005622]; nucleolus [GO:0005730]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Also nuclear upon binding to NR5A1 and treatment of cells with TPA or forskolin.,EDF1,
O60925,prefoldin complex [GO:0016272],,PFDN1 PFD1,
O75113,nucleolus [GO:0005730]; PML body [GO:0016605],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}. Nucleus, PML body {ECO:0000250}. Note=Primarily localizes to the nucleolus. Also localizes to the PML nuclear bodies, when desumoylated (By similarity). {ECO:0000250}.",N4BP1 KIAA0615,
O75147,3M complex [GO:1990393]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intercalated disc [GO:0014704]; M band [GO:0031430]; perinuclear region of cytoplasm [GO:0048471]; sarcomere [GO:0030017]; striated muscle thin filament [GO:0005865]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:24793695}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:24793695}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:24793695}. Golgi apparatus {ECO:0000269|PubMed:21572988}. Note=Colocalizes with CUL7 at the Golgi apparatus in neurons (PubMed:21572988).",OBSL1 KIAA0657,
O75161,bicellular tight junction [GO:0005923]; cell-cell junction [GO:0005911]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary base [GO:0097546]; ciliary transition zone [GO:0035869]; cytosol [GO:0005829]; non-motile cilium [GO:0097730]; nucleus [GO:0005634]; photoreceptor distal connecting cilium [GO:0120206]; ribbon synapse [GO:0097470],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:17558407, ECO:0000269|PubMed:26644512}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:17558407}. Cell junction, tight junction {ECO:0000250|UniProtKB:P59240}. Nucleus {ECO:0000269|PubMed:22654112}. Note=In cultured renal cells, it localizes diffusely in the cytoplasm but, as cells approach confluence, it accumulates to basolateral tight junctions (By similarity). Localizes to the ciliary transition zone (By similarity). In the retinal photoreceptor cell layer, localizes at the connecting cilium (By similarity). {ECO:0000250|UniProtKB:P59240}.",NPHP4 KIAA0673,
O75347,cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; nucleolus [GO:0005730],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",TBCA,
O75376,cytosol [GO:0005829]; histone deacetylase complex [GO:0000118]; membrane [GO:0016020]; mitotic spindle [GO:0072686]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053],SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00624}.,NCOR1 KIAA1047,
O75382,cytoplasm [GO:0005737]; dendrite [GO:0030425]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Early endosome {ECO:0000269|PubMed:15772161}. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:Q9R1R2}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q9R1R2}.",TRIM3 BERP RNF22 RNF97,
O75410,cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14767476}. Nucleus {ECO:0000269|PubMed:14767476}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:21531210}. Midbody {ECO:0000269|PubMed:21531210}. Note=Nucleus during interphase. Weakly concentrated at centrosomes during mitosis and colocalizes with AURKC at the midbody during cytokinesis. {ECO:0000269|PubMed:21531210}.; SUBCELLULAR LOCATION: Isoform 5: Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.; SUBCELLULAR LOCATION: Isoform 10: Cytoplasm {ECO:0000269|PubMed:20078863}.",TACC1 KIAA1103,
O75417,chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O18475}. Chromosome {ECO:0000269|PubMed:25642963}. Note=Enriched in chromatin in response to ultaviolet (UV) light (PubMed:25642963). Binds to chromatin during early G1 (PubMed:24989122). {ECO:0000269|PubMed:24989122, ECO:0000269|PubMed:25642963}.",POLQ POLH,
O75525,nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10332027, ECO:0000269|PubMed:15901763}. Note=Localized in a compartment adjacent to the nucleolus, but distinct from the peri-nucleolar one.",KHDRBS3 SALP SLM2,
O75533,catalytic step 2 spliceosome [GO:0071013]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U11/U12 snRNP [GO:0034693]; U12-type spliceosomal complex [GO:0005689]; U2 snRNP [GO:0005686]; U2-type precatalytic spliceosome [GO:0071005]; U2-type prespliceosome [GO:0071004],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:27720643, ECO:0000269|PubMed:28541300}. Nucleus speckle. Note=During mitosis, transiently dispersed from the nuclear speckles to the cytoplasm.",SF3B1 SAP155,
O75663,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17944932}.,TIPRL,
O75764,nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00649, ECO:0000255|PROSITE-ProRule:PRU00651}.",TCEA3 TFIISH,
O75822,cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03009}.,EIF3J EIF3S1 PRO0391,
