Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
O60271,acrosomal vesicle [GO:0001669]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; microtubule organizing center [GO:0005815]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q58A65}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q58A65}. Lysosome membrane {ECO:0000269|PubMed:29146937}. Note=Perinuclear distribution in response to stress signals such as UV radiation. {ECO:0000250|UniProtKB:Q58A65}.; SUBCELLULAR LOCATION: Isoform 5: Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:15693750}. Note=Associated with the plasma membrane of the acrosomal compartment and also localizes in the acrosome matrix. {ECO:0000269|PubMed:15693750}.",SPAG9 HSS KIAA0516 MAPK8IP4 SYD1 HLC6,
O75153,cytoplasm [GO:0005737],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03013}. Cytoplasmic granule {ECO:0000269|PubMed:25349259}. Note=A fraction colocalizes with tyrosinated tubulin and can be detected close to mitochondria. {ECO:0000269|PubMed:25349259}.,CLUH KIAA0664,
O75882,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Isoform 1: Cell membrane {ECO:0000269|PubMed:7539799}; Single-pass type I membrane protein {ECO:0000269|PubMed:7539799}.; SUBCELLULAR LOCATION: Isoform 2: Secreted {ECO:0000269|PubMed:7539799, ECO:0000269|PubMed:9736737}.; SUBCELLULAR LOCATION: Isoform 3: Secreted {ECO:0000269|PubMed:7539799}.",ATRN KIAA0548 MGCA,SIGNAL 1 28 {ECO:0000255}.
O95861,cytosol [GO:0005829],,BPNT1,
O95967,basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular vesicle [GO:1903561],SUBCELLULAR LOCATION: Secreted.,EFEMP2 FBLN4 UNQ200/PRO226,SIGNAL 1 25 {ECO:0000255}.
P00749,cell surface [GO:0009986]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821],SUBCELLULAR LOCATION: Secreted.,PLAU,"SIGNAL 1 20 {ECO:0000269|PubMed:2023947, ECO:0000269|PubMed:6754569}."
P01137,axon [GO:0030424]; blood microparticle [GO:0072562]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; platelet alpha granule lumen [GO:0031093],"SUBCELLULAR LOCATION: Latency-associated peptide: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:17827158}.; SUBCELLULAR LOCATION: Transforming growth factor beta-1: Secreted {ECO:0000269|PubMed:17827158, ECO:0000269|PubMed:29483653}.",TGFB1 TGFB,SIGNAL 1 29 {ECO:0000269|PubMed:3162913}.
P02774,blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202],SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:2423133}.,GC,"SIGNAL 1 16 {ECO:0000269|PubMed:218624, ECO:0000269|PubMed:2423133}."
P04062,endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extrinsic component of membrane [GO:0019898]; Golgi apparatus [GO:0005794]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; trans-Golgi network [GO:0005802],"SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:17187079, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:18022370}; Peripheral membrane protein {ECO:0000269|PubMed:10781797, ECO:0000269|PubMed:18022370, ECO:0000269|PubMed:1848227}; Lumenal side {ECO:0000269|PubMed:18022370}. Note=Interaction with saposin-C promotes membrane association (PubMed:10781797). Targeting to lysosomes occurs through an alternative MPR-independent mechanism via SCARB2 (PubMed:18022370). {ECO:0000269|PubMed:10781797, ECO:0000269|PubMed:18022370}.",GBA GC GLUC,SIGNAL 1 39 {ECO:0000269|Ref.12}.
P04114,chylomicron [GO:0042627]; chylomicron remnant [GO:0034360]; clathrin-coated endocytic vesicle membrane [GO:0030669]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; endocytic vesicle lumen [GO:0071682]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; endosome lumen [GO:0031904]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; high-density lipoprotein particle [GO:0034364]; intermediate-density lipoprotein particle [GO:0034363]; intracellular membrane-bounded organelle [GO:0043231]; low-density lipoprotein particle [GO:0034362]; lysosomal lumen [GO:0043202]; mature chylomicron [GO:0034359]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum [GO:0005790]; very-low-density lipoprotein particle [GO:0034361]; vesicle lumen [GO:0031983],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22580899}. Secreted {ECO:0000269|PubMed:22580899, ECO:0000269|PubMed:26224785}.",APOB,SIGNAL 1 27
P05026,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; caveola [GO:0005901]; extracellular exosome [GO:0070062]; extracellular vesicle [GO:1903561]; intercalated disc [GO:0014704]; membrane [GO:0016020]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; sodium:potassium-exchanging ATPase complex [GO:0005890],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000255}; Single-pass type II membrane protein {ECO:0000255}. Cell membrane, sarcolemma {ECO:0000250|UniProtKB:P14094}. Note=Colocalizes with OBSCN at the intercalated disk and sarcolemma in cardiomyocytes. Localizes in long striations at the level of Z and M lines. {ECO:0000250|UniProtKB:P14094}.",ATP1B1 ATP1B,
P06703,collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ruffle [GO:0001726],SUBCELLULAR LOCATION: Nucleus envelope. Cytoplasm. Cell membrane; Peripheral membrane protein; Cytoplasmic side.,S100A6 CACY,
P07093,collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; extrinsic component of external side of plasma membrane [GO:0031232]; neuromuscular junction [GO:0031594]; platelet alpha granule [GO:0031091],"SUBCELLULAR LOCATION: Secreted, extracellular space.",SERPINE2 PI7 PN1,"SIGNAL 1 19 {ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:3997857}."
P07858,collagen-containing extracellular matrix [GO:0062023]; endolysosome lumen [GO:0036021]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; intracellular [GO:0005622]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; melanosome [GO:0042470]; nucleolus [GO:0005730]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:16733801}. Melanosome {ECO:0000269|PubMed:17081065}. Secreted, extracellular space {ECO:0000250|UniProtKB:A1E295}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:17081065}.",CTSB CPSB,SIGNAL 1 17 {ECO:0000255}.
P07954,chromosome [GO:0005694]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]; tricarboxylic acid cycle enzyme complex [GO:0045239],"SUBCELLULAR LOCATION: Isoform Mitochondrial: Mitochondrion {ECO:0000269|PubMed:27037871}.; SUBCELLULAR LOCATION: Isoform Cytoplasmic: Cytoplasm, cytosol {ECO:0000269|PubMed:20231875, ECO:0000269|PubMed:22509282, ECO:0000269|PubMed:26237645, ECO:0000269|PubMed:27037871}. Nucleus {ECO:0000269|PubMed:20231875, ECO:0000269|PubMed:26237645}. Chromosome {ECO:0000269|PubMed:26237645}. Note=Translocates to the nucleus in response to DNA damage: localizes to DNA double-strand breaks (DSBs) following phosphorylation by PRKDC. {ECO:0000269|PubMed:26237645}.",FH,
P08174,anchored component of membrane [GO:0031225]; cell surface [GO:0009986]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule membrane [GO:0101003]; Golgi membrane [GO:0000139]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; transport vesicle [GO:0030133],"SUBCELLULAR LOCATION: Isoform 1: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: Isoform 2: Cell membrane; Lipid-anchor, GPI-anchor.; SUBCELLULAR LOCATION: Isoform 3: Secreted {ECO:0000269|PubMed:16503113}.; SUBCELLULAR LOCATION: Isoform 4: Secreted {ECO:0000269|PubMed:16503113}.; SUBCELLULAR LOCATION: Isoform 5: Secreted {ECO:0000269|PubMed:16503113}.; SUBCELLULAR LOCATION: Isoform 6: Cell membrane {ECO:0000305|PubMed:16503113}; Lipid-anchor, GPI-anchor {ECO:0000305|PubMed:16503113}.; SUBCELLULAR LOCATION: Isoform 7: Cell membrane {ECO:0000305|PubMed:16503113}; Lipid-anchor, GPI-anchor {ECO:0000305|PubMed:16503113}.",CD55 CR DAF,"SIGNAL 1 34 {ECO:0000269|PubMed:1712233, ECO:0000269|PubMed:2428813}."
P10412,nuclear chromatin [GO:0000790]; nuclear euchromatin [GO:0005719]; nuclear heterochromatin [GO:0005720]; nuclear nucleosome [GO:0000788]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Mainly localizes in heterochromatin. Dysplays a punctuate staining pattern in the nucleus.,HIST1H1E H1F4,
P11387,DNA topoisomerase complex (ATP-hydrolyzing) [GO:0009330]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; perikaryon [GO:0043204]; protein-DNA complex [GO:0032993]; replication fork protection complex [GO:0031298],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12149243}. Nucleus, nucleoplasm {ECO:0000269|PubMed:12149243}. Note=Diffuse nuclear localization with some enrichment in nucleoli. On CPT treatment, cleared from nucleoli into nucleoplasm. Sumoylated forms found in both nucleoplasm and nucleoli.",TOP1,
P13497,extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; vesicle [GO:0031982],"SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:12637569}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:12637569}. Note=Co-localizes with POSTN in the Golgi. {ECO:0000250}.",BMP1 PCOLC,SIGNAL 1 22 {ECO:0000255}.
P13611,collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; membrane [GO:0016020],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix.",VCAN CSPG2,SIGNAL 1 20 {ECO:0000269|PubMed:1429726}.
P13639,aggresome [GO:0016235]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; membrane raft [GO:0045121]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; polysomal ribosome [GO:0042788]; ribonucleoprotein complex [GO:1990904]; secretory granule lumen [GO:0034774]; synapse [GO:0045202],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25064856}. Nucleus {ECO:0000269|PubMed:24648518}. Note=Phosphorylation by CSK promotes cleavage and SUMOylation-dependent nuclear translocation of the C-terminal cleavage product. {ECO:0000269|PubMed:24648518}.,EEF2 EF2,
P14735,basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:20364150, ECO:0000269|PubMed:9830016}. Cell membrane {ECO:0000250|UniProtKB:P35559}. Secreted {ECO:0000269|PubMed:9830016}. Note=Present at the cell surface of neuron cells. The membrane-associated isoform is approximately 5 kDa larger than the known cytosolic isoform.",IDE,
P14866,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ribonucleoprotein granule [GO:0035770],"SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:2687284, ECO:0000305|PubMed:26051023}. Cytoplasm {ECO:0000269|PubMed:17289661}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. These granules are not identical with P bodies or stress granules. {ECO:0000269|PubMed:17289661}.",HNRNPL HNRPL P/OKcl.14,
P16152,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular vesicle [GO:1903561],SUBCELLULAR LOCATION: Cytoplasm.,CBR1 CBR CRN SDR21C1,
P17812,cytoophidium [GO:0097268]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020],,CTPS1 CTPS,
P17980,"cytosol [GO:0005829]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, base subcomplex [GO:0008540]; secretory granule lumen [GO:0034774]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Nucleus {ECO:0000305}. Note=Colocalizes with TRIM5 in the cytoplasmic bodies. {ECO:0000250|UniProtKB:O88685}.,PSMC3 TBP1,
P18065,apical plasma membrane [GO:0016324]; cytoplasmic vesicle [GO:0031410]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,IGFBP2 BP2 IBP2,SIGNAL 1 35
P19367,cytosol [GO:0005829]; membrane raft [GO:0045121]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],"SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:1985912, ECO:0000269|PubMed:27374331}; Peripheral membrane protein {ECO:0000305}. Cytoplasm, cytosol {ECO:0000269|PubMed:27374331}. Note=The mitochondrial-binding peptide (MBP) region promotes association with the mitochondrial outer membrane (Probable). Dissociates from the mitochondrial outer membrane following inhibition by N-acetyl-D-glucosamine, leading to relocation to the cytosol (PubMed:27374331). {ECO:0000269|PubMed:27374331, ECO:0000305|PubMed:1985912}.",HK1,
P19447,nucleoplasm [GO:0005654]; nucleotide-excision repair factor 3 complex [GO:0000112]; nucleus [GO:0005634]; transcriptional preinitiation complex [GO:0097550]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675],SUBCELLULAR LOCATION: Nucleus.,ERCC3 XPB XPBC,
P20962,nucleus [GO:0005634],,PTMS,
P22314,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:1376922}. Mitochondrion {ECO:0000269|PubMed:1376922}. Nucleus {ECO:0000269|PubMed:1376922, ECO:0000269|PubMed:22456334}.; SUBCELLULAR LOCATION: Isoform 1: Nucleus {ECO:0000269|PubMed:7528747, ECO:0000269|PubMed:9099746}.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm {ECO:0000269|PubMed:7528747}.",UBA1 A1S9T UBE1,
P23396,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitotic spindle [GO:0072686]; NF-kappaB complex [GO:0071159]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; polysome [GO:0005844]; postsynaptic density [GO:0014069]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; ruffle membrane [GO:0032587],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16314389, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:17560175, ECO:0000269|PubMed:18045535, ECO:0000269|PubMed:20217897, ECO:0000269|PubMed:21871177}. Nucleus {ECO:0000269|PubMed:17560175, ECO:0000269|PubMed:18045535, ECO:0000269|PubMed:19460357, ECO:0000269|PubMed:20217897, ECO:0000269|PubMed:21871177}. Nucleus, nucleolus {ECO:0000269|PubMed:16314389, ECO:0000269|PubMed:19460357}. Mitochondrion inner membrane {ECO:0000269|PubMed:23911537}; Peripheral membrane protein {ECO:0000269|PubMed:23911537}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:23131551}. Note=In normal cells, located mainly in the cytoplasm with small amounts in the nucleus but translocates to the nucleus in cells undergoing apoptosis (By similarity). Nuclear translocation is induced by DNA damaging agents such as hydrogen peroxide (PubMed:17560175). Accumulates in the mitochondrion in response to increased ROS levels (PubMed:23911537). Localizes to the spindle during mitosis (PubMed:23131551). Localized in cytoplasmic mRNP granules containing untranslated mRNAs (PubMed:17289661). {ECO:0000250|UniProtKB:P62908, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:17560175, ECO:0000269|PubMed:23131551, ECO:0000269|PubMed:23911537}.",RPS3 OK/SW-cl.26,
P25787,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]; secretory granule lumen [GO:0034774]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12181345}. Nucleus {ECO:0000269|PubMed:12181345}. Note=Colocalizes with TRIM5 in cytoplasmic bodies. {ECO:0000250|UniProtKB:P49722}.,PSMA2 HC3 PSC3,
P26006,basolateral plasma membrane [GO:0016323]; cell periphery [GO:0071944]; cell surface [GO:0009986]; excitatory synapse [GO:0060076]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; filopodium membrane [GO:0031527]; focal adhesion [GO:0005925]; growth cone filopodium [GO:1990812]; integrin alpha3-beta1 complex [GO:0034667]; integrin complex [GO:0008305]; invadopodium membrane [GO:0071438]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; synaptic membrane [GO:0097060],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15611341}; Single-pass type I membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:15611341}; Lipid-anchor {ECO:0000269|PubMed:15611341}. Cell projection, invadopodium membrane {ECO:0000269|PubMed:10455171}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, filopodium membrane {ECO:0000269|PubMed:10455171}; Single-pass type I membrane protein {ECO:0000255}. Note=Enriched preferentially at invadopodia, cell membrane protrusions that correspond to sites of cell invasion, in a collagen-dependent manner. {ECO:0000269|PubMed:10455171}.",ITGA3 MSK18,"SIGNAL 1 32 {ECO:0000269|PubMed:10455171, ECO:0000269|PubMed:3033641, ECO:0000269|PubMed:8187758}."
P26447,collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],,S100A4 CAPL MTS1,
