Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
A8MWY0,integral component of membrane [GO:0016021],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.,KIAA1324L EIG121L,SIGNAL 1 47 {ECO:0000255}.
B5ME19,eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q99613}.,EIF3CL,
E9PAV3,nascent polypeptide-associated complex [GO:0005854]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P70670}. Nucleus {ECO:0000250|UniProtKB:P70670}.,NACA,
O00148,cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription export complex [GO:0000346],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21859714}. Cytoplasm {ECO:0000269|PubMed:21859714}. Note=Can translocate to the cytoplasm in the presence of MX1.,DDX39A DDX39,
O00154,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Isoform 4: Cytoplasm, cytosol {ECO:0000305|PubMed:12435388}.; SUBCELLULAR LOCATION: Isoform 6: Cytoplasm, cytosol {ECO:0000305|PubMed:12435388}.; SUBCELLULAR LOCATION: Isoform 1: Mitochondrion {ECO:0000269|PubMed:12435388}.; SUBCELLULAR LOCATION: Isoform 5: Mitochondrion {ECO:0000269|PubMed:12435388}.",ACOT7 BACH,
O00161,azurophil granule [GO:0042582]; cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; mast cell granule [GO:0042629]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; SNARE complex [GO:0031201]; specific granule [GO:0042581]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821],"SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein. Cell membrane; Lipid-anchor. Cell junction, synapse, synaptosome. Note=Mainly localized to the plasma membrane.",SNAP23,
O00203,AP-3 adaptor complex [GO:0030123]; axon cytoplasm [GO:1904115]; clathrin adaptor complex [GO:0030131]; clathrin-coated vesicle membrane [GO:0030665]; Golgi apparatus [GO:0005794]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Golgi apparatus {ECO:0000250}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex. {ECO:0000250}.",AP3B1 ADTB3A,
O00231,"cytosol [GO:0005829]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, cytosol {ECO:0000250}.",PSMD11,
O00232,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nuclear proteasome complex [GO:0031595]; nucleoplasm [GO:0005654]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]",,PSMD12,
O00299,blood microparticle [GO:0072562]; brush border [GO:0005903]; chloride channel complex [GO:0034707]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; vesicle [GO:0031982],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:9139710}. Nucleus membrane {ECO:0000269|PubMed:9139710}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:10793131, ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:9139710, ECO:0000305|PubMed:11978800, ECO:0000305|PubMed:14613939}. Cell membrane {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:11940526, ECO:0000269|PubMed:14613939, ECO:0000305|PubMed:11978800}; Single-pass membrane protein {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:14613939}. Note=Mostly in the nucleus including in the nuclear membrane (PubMed:9139710, PubMed:12681486). Small amount in the cytoplasm and the plasma membrane (PubMed:9139710). Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain (PubMed:11940526, PubMed:11551966, PubMed:14613939). {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:11940526, ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:14613939, ECO:0000269|PubMed:9139710}.",CLIC1 G6 NCC27,
O00303,"cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; membrane [GO:0016020]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03005}.,EIF3F EIF3S5,
O00339,basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,MATN2 UNQ193/PRO219,SIGNAL 1 23 {ECO:0000255}.
O00391,endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173]; intercellular bridge [GO:0045171]; intracellular membrane-bounded organelle [GO:0043231]; platelet alpha granule lumen [GO:0031093]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724],"SUBCELLULAR LOCATION: Isoform 1: Golgi apparatus membrane {ECO:0000269|PubMed:17331072, ECO:0000269|PubMed:23704371}; Single-pass membrane protein {ECO:0000305|PubMed:17331072}. Secreted {ECO:0000269|PubMed:29757379}. Note=A small proportion is secreted, probably via a proteolytic cleavage that removes the membrane anchor. {ECO:0000305|PubMed:29757379}.; SUBCELLULAR LOCATION: Isoform 2: Secreted {ECO:0000269|PubMed:10708601}. Note=Found in the extracellular medium of quiescent cells but is not found in proliferating cells. {ECO:0000269|PubMed:10708601}.",QSOX1 QSCN6 UNQ2520/PRO6013,SIGNAL 1 29 {ECO:0000255}.
O00410,cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear pore [GO:0005643]; nucleolus [GO:0005730]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Nucleus, nucleolus. Note=Nucleus; nuclear rim. Found particularly in the nuclear rim and nucleolus.",IPO5 KPNB3 RANBP5,
O00429,brush border [GO:0005903]; cell junction [GO:0030054]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; microtubule [GO:0005874]; mitochondrial membrane [GO:0031966]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; perinuclear region of cytoplasm [GO:0048471]; peroxisome [GO:0005777]; presynaptic endocytic zone membrane [GO:0098835]; protein-containing complex [GO:0032991]; synaptic vesicle membrane [GO:0030672],"SUBCELLULAR LOCATION: Cytoplasm, cytosol. Golgi apparatus. Endomembrane system; Peripheral membrane protein. Mitochondrion outer membrane {ECO:0000269|PubMed:26122121, ECO:0000269|PubMed:27145208, ECO:0000269|PubMed:28969390}; Peripheral membrane protein. Peroxisome. Membrane, clathrin-coated pit {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250}. Note=Mainly cytosolic. Translocated to the mitochondrial membrane through O-GlcNAcylation and interaction with FIS1. Recruited to the mitochondrial outer membrane by interaction with MIEF1. Colocalized with MARCH5 at mitochondrial membrane. Localizes to mitochondria at sites of division. Localizes to mitochondria following necrosis induction. Associated with peroxisomal membranes, partly recruited there by PEX11B. May also be associated with endoplasmic reticulum tubules and cytoplasmic vesicles and found to be perinuclear. In some cell types, localizes to the Golgi complex. Binds to phospholipid membranes.",DNM1L DLP1 DRP1,
O00462,azurophil granule membrane [GO:0035577]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Lysosome {ECO:0000305}.,MANBA MANB1,SIGNAL 1 17 {ECO:0000255}.
O00468,basement membrane [GO:0005604]; cell junction [GO:0030054]; collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Isoform 1: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:20551380}. Note=Synaptic basal lamina at the neuromuscular junction. {ECO:0000250|UniProtKB:P31696}.; SUBCELLULAR LOCATION: Isoform 2: Cell junction, synapse {ECO:0000250|UniProtKB:A2ASQ1}. Cell membrane {ECO:0000250|UniProtKB:A2ASQ1}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:A2ASQ1}.",AGRN AGRIN,SIGNAL 1 29 {ECO:0000255}.
O00487,"cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]",,PSMD14 POH1,
O00560,adherens junction [GO:0005912]; azurophil granule lumen [GO:0035578]; blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; focal adhesion [GO:0005925]; interleukin-5 receptor complex [GO:0005895]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; membrane [GO:0016020]; membrane raft [GO:0045121]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cell junction, focal adhesion {ECO:0000269|PubMed:11179419}. Cell junction, adherens junction {ECO:0000269|PubMed:11179419}. Cell membrane {ECO:0000269|PubMed:11179419, ECO:0000269|PubMed:25893292, ECO:0000269|PubMed:27386966}; Peripheral membrane protein {ECO:0000269|PubMed:11179419, ECO:0000269|PubMed:27386966}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:17081065}; Peripheral membrane protein {ECO:0000269|PubMed:17081065}. Nucleus {ECO:0000269|PubMed:11179419}. Melanosome {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Cytoplasm, cytosol {ECO:0000269|PubMed:11179419}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11179419}. Secreted, extracellular exosome {ECO:0000269|PubMed:22660413}. Membrane raft {ECO:0000269|PubMed:25893292}. Note=Mainly membrane-associated. Localized to adherens junctions, focal adhesions and endoplasmic reticulum. Colocalized with actin stress fibers. Also found in the nucleus. Identified by mass spectrometry in melanosome fractions from stage I to stage IV. Associated to the plasma membrane in the presence of FZD7 and phosphatidylinositol 4,5-bisphosphate (PIP2) (PubMed:27386966). {ECO:0000269|PubMed:11179419, ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:27386966}.",SDCBP MDA9 SYCL,
O00562,cell body [GO:0044297]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580]; lipid droplet [GO:0005811]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; midbody [GO:0030496],"SUBCELLULAR LOCATION: Cytoplasm. Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:12225667}; Peripheral membrane protein. Endoplasmic reticulum membrane {ECO:0000269|PubMed:12225667}; Peripheral membrane protein. Lipid droplet {ECO:0000269|PubMed:12225667}. Cleavage furrow {ECO:0000269|PubMed:15125835}. Midbody {ECO:0000269|PubMed:15125835}. Note=Peripheral membrane protein associated with Golgi stacks in interphase cells. A minor proportion is associated with the endoplasmic reticulum. Associated with lipid droplets (PubMed:12225667). Dissociates from the Golgi early on in mitosis and localizes to the cleavage furrow and midbody during cytokinesis (PubMed:15125835). {ECO:0000269|PubMed:12225667, ECO:0000269|PubMed:15125835}.",PITPNM1 DRES9 NIR2 PITPNM,
O00571,cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; mitochondrial outer membrane [GO:0005741]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; P granule [GO:0043186]; secretory granule lumen [GO:0034774],"SUBCELLULAR LOCATION: Nucleus speckle. Cytoplasm. Mitochondrion outer membrane. Note=Located predominantly in nuclear speckles and, at low levels, throughout the cytoplasm. Located to the outer side of nuclear pore complexes (NPC). Shuttles between the nucleus and the cytoplasm in a XPO1 and may be also in a NFX1-dependent manner. Associated with polyadenylated mRNAs in the cytoplasm and the nucleus. Predominantly located in nucleus during G(0) phase and in the cytoplasm during G1/S phase.",DDX3X DBX DDX3,
O00584,azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764],SUBCELLULAR LOCATION: Secreted. Lysosome lumen. Endoplasmic reticulum lumen. Note=Subcellular fractionation of transfected ovarian cancer cells reveals full-length RNASET2 in the endoplasmic reticulum fraction and the 2 smaller RNASET2 proteolytic products in the lysosome fraction.,RNASET2 RNASE6PL,SIGNAL 1 24 {ECO:0000255}.
O00629,cytosol [GO:0005829]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.,KPNA4 QIP1,
O14498,extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; platelet alpha granule lumen [GO:0031093],SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,ISLR UNQ189/PRO215,SIGNAL 1 18 {ECO:0000255}.
O14530,centrosome [GO:0005813]; cytosol [GO:0005829]; midbody [GO:0030496]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9CQ79}. Nucleus {ECO:0000250|UniProtKB:Q9CQ79}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q9CQ79}. Midbody {ECO:0000250|UniProtKB:Q9CQ79}. Note=Co-localizes with beta-tubulin in the centrosome. {ECO:0000250|UniProtKB:Q9CQ79}.",TXNDC9 APACD,
O14579,COPI vesicle coat [GO:0030126]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]; transport vesicle [GO:0030133],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it. {ECO:0000250}.",COPE,
O14602,,,EIF1AY,
O14617,AP-3 adaptor complex [GO:0030123]; axon cytoplasm [GO:1904115]; endosome membrane [GO:0010008]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; postsynapse [GO:0098794]; presynaptic endosome [GO:0098830]; terminal bouton [GO:0043195],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.,AP3D1 PRO0039,
O14646,cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P40201}. Cytoplasm {ECO:0000250|UniProtKB:P40201}. Note=Is released into the cytoplasm when cells enter mitosis and is reincorporated into chromatin during telophase-cytokinesis. {ECO:0000250|UniProtKB:P40201}.,CHD1,
O14672,cell surface [GO:0009986]; cytoplasm [GO:0005737]; dendritic spine [GO:0043197]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi-associated vesicle [GO:0005798]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]; pore complex [GO:0046930]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; specific granule membrane [GO:0035579]; synaptic membrane [GO:0097060]; synaptic vesicle [GO:0008021]; tertiary granule membrane [GO:0070821]; tetraspanin-enriched microdomain [GO:0097197]; trans-Golgi network [GO:0005802],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20624979, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:24990881, ECO:0000269|PubMed:26686862, ECO:0000269|PubMed:29430990, ECO:0000269|PubMed:30463011}; Single-pass type I membrane protein {ECO:0000305}. Golgi apparatus membrane {ECO:0000269|PubMed:12475894}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:12475894}. Cell projection, axon {ECO:0000250|UniProtKB:O35598}. Cell projection, dendrite {ECO:0000250|UniProtKB:O35598}. Cell junction, adherens junction {ECO:0000269|PubMed:30463011}. Cytoplasm {ECO:0000269|PubMed:30463011}. Note=Is localized in the plasma membrane but is also expressed in the Golgi apparatus and in clathrin-coated vesicles derived likely from the Golgi (PubMed:12475894). During long term depression, it is recruited to the cell membrane by DLG1 (PubMed:23676497). The immature form is mainly located near cytoplasmic fibrillar structures, while the mature form is predominantly located at zonula adherens and the cell membrane (PubMed:30463011). The localization and clustering of mature ADAM10 to zonula adherens is regulated by AFDN, TSPAN33, PLEKHA7 and PDZD11 (PubMed:30463011). {ECO:0000269|PubMed:12475894, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:30463011}.",ADAM10 KUZ MADM,SIGNAL 1 19 {ECO:0000255}.
O14744,cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; histone methyltransferase complex [GO:0035097]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21081503, ECO:0000269|PubMed:21917714, ECO:0000269|PubMed:22269951}. Nucleus {ECO:0000269|PubMed:18404153, ECO:0000269|PubMed:21081503, ECO:0000269|PubMed:21917714, ECO:0000269|PubMed:22269951}. Golgi apparatus {ECO:0000269|PubMed:20421892}.",PRMT5 HRMT1L5 IBP72 JBP1 SKB1,
O14745,actin cytoskeleton [GO:0015629]; apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; membrane [GO:0016020]; membrane raft [GO:0045121]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; perinuclear region of cytoplasm [GO:0048471]; ruffle [GO:0001726]; sperm midpiece [GO:0097225]; stereocilium tip [GO:0032426]; vesicle [GO:0031982],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Apical cell membrane {ECO:0000250}. Endomembrane system; Peripheral membrane protein. Cell projection, filopodium. Cell projection, ruffle. Cell projection, microvillus. Note=Translocates from the cytoplasm to the apical cell membrane in a PODXL-dependent manner. Colocalizes with CFTR at the midpiece of sperm tail (By similarity). Colocalizes with actin in microvilli-rich apical regions of the syncytiotrophoblast. Found in microvilli, ruffling membrane and filopodia of HeLa cells. Present in lipid rafts of T-cells. {ECO:0000250}.",SLC9A3R1 NHERF NHERF1,
O14763,cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.,TNFRSF10B DR5 KILLER TRAILR2 TRICK2 ZTNFR9 UNQ160/PRO186,SIGNAL 1 55 {ECO:0000269|PubMed:9311998}.
O14773,extracellular exosome [GO:0070062]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; melanosome [GO:0042470],SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:19941651}. Melanosome {ECO:0000269|PubMed:12643545}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:12643545}.,TPP1 CLN2 GIG1 UNQ267/PRO304,SIGNAL 1 19 {ECO:0000269|PubMed:11054422}.
O14776,nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10908677, ECO:0000269|PubMed:15485897, ECO:0000269|PubMed:9315662}.",TCERG1 CA150 TAF2S,
O14792,Golgi lumen [GO:0005796],SUBCELLULAR LOCATION: Golgi apparatus lumen {ECO:0000305}.,HS3ST1 3OST 3OST1,SIGNAL 1 20 {ECO:0000250}.
O14818,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12181345}. Nucleus {ECO:0000269|PubMed:12181345}.,PSMA7 HSPC,
O14908,brush border [GO:0005903]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; endocytic vesicle [GO:0030139]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; Schaffer collateral - CA1 synapse [GO:0098685]; synaptic vesicle [GO:0008021]; vesicle membrane [GO:0012506],SUBCELLULAR LOCATION: Cytoplasm. Membrane; Peripheral membrane protein.,GIPC1 C19orf3 GIPC RGS19IP1,
O14929,"cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nuclear chromatin [GO:0000790]; nuclear chromosome, telomeric region [GO:0000784]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]","SUBCELLULAR LOCATION: Isoform A: Nucleus matrix.; SUBCELLULAR LOCATION: Isoform B: Cytoplasm. Nucleus. Nucleus matrix. Nucleus, nucleoplasm. Note=Localization is predominantly nuclear in normal cells. Treatment with hydrogen peroxide or ionizing radiation enhances nuclear localization through redistribution of existing protein.",HAT1 KAT1,
O14974,A band [GO:0031672]; actin cytoskeleton [GO:0015629]; centrosome [GO:0005813]; contractile fiber [GO:0043292]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]; PTW/PP1 phosphatase complex [GO:0072357]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12923170, ECO:0000269|PubMed:18477460}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:12923170}. Note=Also along actomyosin filaments. {ECO:0000269|PubMed:12923170}.",PPP1R12A MBS MYPT1,
