Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
P46063,chromosome [GO:0005694]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:7961977}.,RECQL RECQ1 RECQL1,
P47914,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020],,RPL29,
P54725,cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Nucleus.,RAD23A,
P58546,axon [GO:0030424]; cytosol [GO:0005829]; F-actin capping protein complex [GO:0008290]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Nucleus {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}.",MTPN,
P62081,cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; focal adhesion [GO:0005925]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; small-subunit processome [GO:0032040]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:20873783}. Note=Colocalizes with NEK6 in the centrosome. {ECO:0000269|PubMed:20873783}.",RPS7,
Q13263,chromatin [GO:0000785]; nuclear euchromatin [GO:0005719]; nuclear heterochromatin [GO:0005720]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10330177, ECO:0000269|PubMed:17178852, ECO:0000269|PubMed:20858735, ECO:0000269|PubMed:23665872, ECO:0000269|PubMed:24741090, ECO:0000269|PubMed:9016654}. Note=Associated with centromeric heterochromatin during cell differentiation through CBX1. {ECO:0000250}.",TRIM28 KAP1 RNF96 TIF1B,
Q13838,cytoplasm [GO:0005737]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; transcription export complex [GO:0000346],SUBCELLULAR LOCATION: Nucleus. Nucleus speckle. Cytoplasm. Note=Can translocate to the cytoplasm in the presence of MX1. TREX complex assembly seems to occur in regions surrounding nuclear speckles known as perispeckles.,DDX39B BAT1 UAP56,
Q14978,box C/D snoRNP complex [GO:0031428]; box H/ACA snoRNP complex [GO:0031429]; Cajal body [GO:0015030]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:7657714}. Cytoplasm {ECO:0000269|PubMed:7657714}. Note=Shuttles between the nucleolus and the cytoplasm. At telophase it begins to assemble into granular-like pre-nucleolar bodies which are subsequently relocated to nucleoli at the early G1-phase. {ECO:0000269|PubMed:7657714}.",NOLC1 KIAA0035 NS5ATP13,
Q5T200,nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; RNA N6-methyladenosine methyltransferase complex [GO:0036396],"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:24100041}. Nucleus, nucleoplasm {ECO:0000269|PubMed:24100041}.",ZC3H13 KIAA0853,
Q63HN8,cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:21799892}.",RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR,
Q6P1N9,nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,TATDN1 CDA11,
Q8IYB3,catalytic step 2 spliceosome [GO:0071013]; cytosol [GO:0005829]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000269|PubMed:12624182, ECO:0000269|PubMed:9531537}. Nucleus speckle {ECO:0000269|PubMed:11546874, ECO:0000269|PubMed:9531537}.",SRRM1 SRM160,
Q8WYA0,centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cilium [GO:0005929]; intraciliary transport particle B [GO:0030992]; motile cilium [GO:0031514]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228],"SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000305|PubMed:23990561}.",IFT81 CDV1,
Q99471,cytoplasm [GO:0005737]; nucleus [GO:0005634]; prefoldin complex [GO:0016272],SUBCELLULAR LOCATION: Isoform 1: Nucleus.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm.; SUBCELLULAR LOCATION: Isoform 3: Nucleus.,PFDN5 MM1 PFD5,
Q99598,cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Cytoplasm, perinuclear region. Golgi apparatus {ECO:0000250}. Nucleus. Note=Accumulate in the Golgi complex of mid-late pachytene spermatocytes (By similarity). Expressed in the cytoplasm in the presence of TSN. {ECO:0000250}.",TSNAX TRAX,
Q99729,cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; RNA polymerase II transcription factor complex [GO:0090575],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17289661}. Cytoplasm {ECO:0000269|PubMed:17289661}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs.,HNRNPAB ABBP1 HNRPAB,
Q9HC77,centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; gamma-tubulin small complex [GO:0008275]; microtubule [GO:0005874]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:11003675, ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:20531387}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:17681131, ECO:0000269|PubMed:20531387, ECO:0000269|PubMed:22020124}. Note=Localized within the center of microtubule asters (PubMed:11003675). During centriole biogenesis, it is concentrated within the proximal lumen of both parental centrioles and procentrioles (PubMed:17681131). {ECO:0000269|PubMed:11003675, ECO:0000269|PubMed:17681131}.",CENPJ CPAP LAP LIP1,
Q9UHD4,cytosol [GO:0005829]; lipid droplet [GO:0005811]; perinuclear region of cytoplasm [GO:0048471],,CIDEB,
Q9UHX1,cell junction [GO:0030054]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10668799, ECO:0000269|PubMed:17579712}. Note=Colocalizes partially with TROVE2.",PUF60 FIR ROBPI SIAHBP1,
Q9UPZ3,BLOC-2 complex [GO:0031084],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:15030569}.",HPS5 AIBP63 KIAA1017,
