Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
O15144,actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; muscle cell projection membrane [GO:0036195]; neuron projection [GO:0043005]; nucleus [GO:0005634]; site of double-strand break [GO:0035861],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9230079}. Cell projection {ECO:0000269|PubMed:9230079}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q9CVB6}. Nucleus {ECO:0000269|PubMed:29925947}.",ARPC2 ARC34 PRO2446,
O15145,actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filamentous actin [GO:0031941]; focal adhesion [GO:0005925]; growth cone leading edge [GO:0061850]; lamellipodium [GO:0030027]; membrane [GO:0016020]; nucleus [GO:0005634]; site of double-strand break [GO:0035861],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9230079, ECO:0000269|PubMed:9359840}. Cell projection {ECO:0000269|PubMed:9230079, ECO:0000269|PubMed:9359840}. Nucleus {ECO:0000269|PubMed:29925947}.",ARPC3 ARC21,
O15511,actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; focal adhesion [GO:0005925]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; site of double-strand break [GO:0035861],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9230079}. Cell projection {ECO:0000269|PubMed:9230079}. Nucleus {ECO:0000269|PubMed:29925947}.",ARPC5 ARC16,
O43242,"cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]",,PSMD3,
O43396,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome complex [GO:0000502],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19349277}. Nucleus {ECO:0000269|PubMed:19349277}. Note=At least 85% of the cellular TXNL1 is proteasome-associated.,TXNL1 TRP32 TXL TXNL,
O43399,cytoplasm [GO:0005737]; perinuclear region of cytoplasm [GO:0048471],,TPD52L2,
O43493,clathrin-coated vesicle membrane [GO:0030665]; endoplasmic reticulum lumen [GO:0005788]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; trans-Golgi network transport vesicle [GO:0030140]; transport vesicle [GO:0030133],"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Note=Primarily in trans-Golgi network. Cycles between the trans-Golgi network and the cell surface returning via endosomes.",TGOLN2 TGN46 TGN51,SIGNAL 1 21 {ECO:0000255}.
O43852,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; melanosome [GO:0042470]; membrane [GO:0016020]; sarcoplasmic reticulum lumen [GO:0033018],SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10222138}. Golgi apparatus {ECO:0000269|PubMed:10222138}. Secreted {ECO:0000305}. Melanosome {ECO:0000269|PubMed:12643545}. Sarcoplasmic reticulum lumen {ECO:0000305}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:12643545}.,CALU,SIGNAL 1 19 {ECO:0000269|PubMed:12665801}.
O60522,chromatoid body [GO:0033391]; cytoplasm [GO:0005737],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P61407}. Note=Present in chromatoid body (CB) of spermatids (mammalian counterpart of germplasm, pole plasm or polar granules in Drosophila germ cells), also named processing bodies (P-bodies) in somatic cells. Detected in the multilobular cytoplasmic CBs (also called intermitochondrial cementin) in pachytene spermatocytes and as a single perinuclear CB in haploid round spermatids. Colocalizes in CB with DDX4, PIWIL1, PIWIL2, TDRD1 and TDRD7 (By similarity). {ECO:0000250|UniProtKB:P61407}.",TDRD6,
O60565,collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,GREM1 CKTSF1B1 DAND2 DRM PIG2,SIGNAL 1 24 {ECO:0000269|PubMed:15340161}.
O60568,collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; rough endoplasmic reticulum [GO:0005791]; trans-Golgi network [GO:0005802],"SUBCELLULAR LOCATION: Rough endoplasmic reticulum {ECO:0000269|PubMed:10934207}. Endoplasmic reticulum lumen {ECO:0000269|PubMed:20470363}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9R0E1}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9R0E1}; Lumenal side {ECO:0000250|UniProtKB:Q9R0E1}. Secreted {ECO:0000269|PubMed:21465473}. Secreted, extracellular space {ECO:0000250|UniProtKB:Q9R0E1}. Note=The majority of the secreted protein is associated with the extracellular matrix. {ECO:0000250|UniProtKB:Q9R0E1}.",PLOD3,SIGNAL 1 24 {ECO:0000255}.
O60664,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; lipid droplet [GO:0005811]; membrane [GO:0016020]; transport vesicle [GO:0030133],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15545278, ECO:0000269|PubMed:26357594, ECO:0000269|PubMed:9590177}. Endosome membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Lipid droplet {ECO:0000305}. Note=Membrane associated on endosomes. Detected in the envelope and the core of lipid bodies and in lipid sails. {ECO:0000305}.",PLIN3 M6PRBP1 TIP47,
O60841,cytoplasm [GO:0005737]; cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q05D44}.,EIF5B IF2 KIAA0741,
O60888,extracellular exosome [GO:0070062]; membrane [GO:0016020],,CUTA ACHAP C6orf82,SIGNAL 1 32 {ECO:0000255}.
O75083,"actomyosin, actin portion [GO:0042643]; cell-cell junction [GO:0005911]; cell junction [GO:0030054]; cell projection [GO:0042995]; cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; podosome [GO:0002102]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q5RKI0}. Cell projection, podosome {ECO:0000269|PubMed:22721921}. Cell junction {ECO:0000269|PubMed:25792565}.",WDR1,
O75093,cell [GO:0005623]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,SLIT1 KIAA0813 MEGF4 SLIL1,SIGNAL 1 33 {ECO:0000255}.
O75128,actin filament [GO:0005884]; axon [GO:0030424]; axonal growth cone [GO:0044295]; cell cortex [GO:0005938]; dendrite [GO:0030425]; dendritic growth cone [GO:0044294]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ruffle [GO:0001726],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Cell projection, ruffle {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=Recruited to the cell membrane via interaction with PACSIN1. Colocalizes with the actin cytoskeleton. Detected throughout the neuron cell body, as well as in axons and dendrites (By similarity). {ECO:0000250}.",COBL KIAA0633,
O75326,anchored component of membrane [GO:0031225]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10201933, ECO:0000269|PubMed:17671519, ECO:0000269|PubMed:9712866}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:10201933, ECO:0000269|PubMed:17671519, ECO:0000269|PubMed:9712866}; Extracellular side {ECO:0000269|PubMed:10201933, ECO:0000269|PubMed:17671519, ECO:0000269|PubMed:9712866}. Note=Detected in a punctate pattern on the cell membrane of basal and supra-basal skin keratinocytes.",SEMA7A CD108 SEMAL,SIGNAL 1 44 {ECO:0000255}.
O75347,cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; nucleolus [GO:0005730],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",TBCA,
O75368,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; nucleus [GO:0005634],,SH3BGRL,
O75874,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; secretory granule lumen [GO:0034774]; tertiary granule lumen [GO:1904724],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:10521434}. Peroxisome {ECO:0000269|PubMed:10521434}.",IDH1 PICD,
O76024,dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of synaptic vesicle membrane [GO:0030285],SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.,WFS1,
O76061,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471],SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,STC2,SIGNAL 1 24 {ECO:0000255}.
O76074,cytosol [GO:0005829],,PDE5A PDE5,
O94760,cytosol [GO:0005829]; extracellular exosome [GO:0070062],,DDAH1 DDAH,
O94823,cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane. Note=Exit from the endoplasmic reticulum requires the presence of TMEM30A, but not TMEM30B.",ATP10B ATPVB KIAA0715,
O94973,AP-2 adaptor complex [GO:0030122]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated endocytic vesicle membrane [GO:0030669]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endolysosome membrane [GO:0036020]; ficolin-1-rich granule membrane [GO:0101003]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P17427}; Peripheral membrane protein {ECO:0000250|UniProtKB:P17427}; Cytoplasmic side {ECO:0000250|UniProtKB:P17427}. Membrane, coated pit {ECO:0000250|UniProtKB:P17427}; Peripheral membrane protein {ECO:0000250|UniProtKB:P17427}; Cytoplasmic side {ECO:0000250|UniProtKB:P17427}. Note=AP-2 appears to be excluded from internalizing CCVs and to disengage from sites of endocytosis seconds before internalization of the nascent CCV. {ECO:0000250|UniProtKB:P17427}.",AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899,
O94979,COPII-coated ER to Golgi transport vesicle [GO:0030134]; COPII vesicle coat [GO:0030127]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear region of cytoplasm [GO:0048471]; vesicle coat [GO:0030120],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000269|PubMed:10788476, ECO:0000269|PubMed:16957052, ECO:0000269|PubMed:22358839, ECO:0000269|PubMed:27716508}; Peripheral membrane protein; Cytoplasmic side. Endoplasmic reticulum membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cytoplasm, cytosol {ECO:0000269|PubMed:17428803}. Note=Associates with membranes in a GTP-dependent manner (By similarity). Localizes to endoplasmic reticulum exit sites (ERES), also known as transitional endoplasmic reticulum (tER) (PubMed:25201882, PubMed:28442536, PubMed:17428803). {ECO:0000250|UniProtKB:Q9Z2Q1, ECO:0000269|PubMed:17428803, ECO:0000269|PubMed:25201882, ECO:0000269|PubMed:28442536}.",SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334,
O94985,cell junction [GO:0030054]; cell surface [GO:0009986]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; Golgi membrane [GO:0000139]; integral component of postsynaptic density membrane [GO:0099061]; integral component of spine apparatus membrane [GO:0099065]; nucleus [GO:0005634]; postsynaptic endosome [GO:0098845]; postsynaptic membrane [GO:0045211],"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17332754}; Single-pass type I membrane protein {ECO:0000269|PubMed:17332754}. Golgi apparatus membrane {ECO:0000269|PubMed:17332754}. Cell projection {ECO:0000269|PubMed:17332754}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Nucleus {ECO:0000269|PubMed:17332754}. Note=Neurite tips. Localized in the postsynaptic membrane of both excitatory and inhibitory synapses (By similarity). The AlcICD fragment is translocated to the nucleus upon interaction with APBB1. {ECO:0000250}.",CLSTN1 CS1 KIAA0911,SIGNAL 1 28 {ECO:0000269|PubMed:15037614}.
O95147,,,DUSP14 MKP6,
O95180,integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; voltage-gated calcium channel complex [GO:0005891],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25907736, ECO:0000269|PubMed:27149520, ECO:0000269|PubMed:27729216, ECO:0000269|PubMed:9670923, ECO:0000269|PubMed:9930755}; Multi-pass membrane protein {ECO:0000305}. Note=Interaction with STAC increases expression at the cell membrane. {ECO:0000269|PubMed:27149520}.",CACNA1H,
O95302,endoplasmic reticulum [GO:0005783],SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000255|PROSITE-ProRule:PRU10138}.,FKBP9 FKBP60 FKBP63,SIGNAL 1 24 {ECO:0000255}.
O95336,cytosol [GO:0005829]; extracellular exosome [GO:0070062],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,PGLS,
O95394,cytosol [GO:0005829],,PGM3 AGM1,
O95497,anchored component of membrane [GO:0031225]; azurophil granule membrane [GO:0035577]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:11491533}; Lipid-anchor, GPI-anchor {ECO:0000305}.",VNN1,SIGNAL 1 21 {ECO:0000255}.
O95810,actin cytoskeleton [GO:0015629]; caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:10191091, ECO:0000269|PubMed:2390065}. Membrane, caveola {ECO:0000269|PubMed:19262564, ECO:0000269|PubMed:19525939}. Note=Localizes in the caveolae in a caveolin-dependent manner. {ECO:0000269|PubMed:19262564}.",CAVIN2 SDPR,
O95881,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788],SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:12761212}.,TXNDC12 TLP19 UNQ713/PRO1376,SIGNAL 1 26 {ECO:0000269|PubMed:15340161}.
P00167,cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741],SUBCELLULAR LOCATION: Isoform 1: Endoplasmic reticulum membrane; Single-pass membrane protein; Cytoplasmic side. Microsome membrane; Single-pass membrane protein; Cytoplasmic side.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm.,CYB5A CYB5,
P00338,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm.,LDHA PIG19,
P00352,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P48644}.",ALDH1A1 ALDC ALDH1 PUMB1,
P00367,cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],SUBCELLULAR LOCATION: Mitochondrion matrix.,GLUD1 GLUD,
P00441,axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; dense core granule [GO:0031045]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; peroxisome [GO:0005777]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19741096}. Mitochondrion {ECO:0000269|PubMed:19741096}. Nucleus {ECO:0000269|PubMed:22496122}. Note=Predominantly cytoplasmic; the pathogenic variants ALS1 Arg-86 and Ala-94 gradually aggregates and accumulates in mitochondria. {ECO:0000269|PubMed:19741096}.,SOD1,
P00491,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:22509282}.",PNP NP,
