Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
O00560,adherens junction [GO:0005912]; azurophil granule lumen [GO:0035578]; blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; focal adhesion [GO:0005925]; interleukin-5 receptor complex [GO:0005895]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; membrane [GO:0016020]; membrane raft [GO:0045121]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cell junction, focal adhesion {ECO:0000269|PubMed:11179419}. Cell junction, adherens junction {ECO:0000269|PubMed:11179419}. Cell membrane {ECO:0000269|PubMed:11179419, ECO:0000269|PubMed:25893292, ECO:0000269|PubMed:27386966}; Peripheral membrane protein {ECO:0000269|PubMed:11179419, ECO:0000269|PubMed:27386966}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:17081065}; Peripheral membrane protein {ECO:0000269|PubMed:17081065}. Nucleus {ECO:0000269|PubMed:11179419}. Melanosome {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Cytoplasm, cytosol {ECO:0000269|PubMed:11179419}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11179419}. Secreted, extracellular exosome {ECO:0000269|PubMed:22660413}. Membrane raft {ECO:0000269|PubMed:25893292}. Note=Mainly membrane-associated. Localized to adherens junctions, focal adhesions and endoplasmic reticulum. Colocalized with actin stress fibers. Also found in the nucleus. Identified by mass spectrometry in melanosome fractions from stage I to stage IV. Associated to the plasma membrane in the presence of FZD7 and phosphatidylinositol 4,5-bisphosphate (PIP2) (PubMed:27386966). {ECO:0000269|PubMed:11179419, ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:27386966}.",SDCBP MDA9 SYCL,
O00567,box C/D snoRNP complex [GO:0031428]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; pre-snoRNP complex [GO:0070761]; small nucleolar ribonucleoprotein complex [GO:0005732]; small-subunit processome [GO:0032040],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:12777385, ECO:0000269|PubMed:9372940}. Cytoplasm {ECO:0000250|UniProtKB:Q9D6Z1}. Nucleus, nucleoplasm {ECO:0000305|PubMed:15574333}.",NOP56 NOL5A,
O00584,azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764],SUBCELLULAR LOCATION: Secreted. Lysosome lumen. Endoplasmic reticulum lumen. Note=Subcellular fractionation of transfected ovarian cancer cells reveals full-length RNASET2 in the endoplasmic reticulum fraction and the 2 smaller RNASET2 proteolytic products in the lysosome fraction.,RNASET2 RNASE6PL,SIGNAL 1 24 {ECO:0000255}.
O00622,collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012],SUBCELLULAR LOCATION: Secreted.,CCN1 CYR61 GIG1 IGFBP10,SIGNAL 1 24 {ECO:0000255}.
O00625,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20089166, ECO:0000269|PubMed:9079676}. Cytoplasm {ECO:0000269|PubMed:20089166}. Note=Predominantly localized in dot-like subnuclear structures. Cytoplasmic localization of PIR seems to positively correlate with melanoma progression. {ECO:0000269|PubMed:20089166, ECO:0000269|PubMed:9079676}.",PIR,
O00629,cytosol [GO:0005829]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.,KPNA4 QIP1,
O00754,azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; vacuolar membrane [GO:0005774],SUBCELLULAR LOCATION: Lysosome.,MAN2B1 LAMAN MANB,SIGNAL 1 49
O00764,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; specific granule lumen [GO:0035580],SUBCELLULAR LOCATION: Cytoplasm.,PDXK C21orf124 C21orf97 PKH PNK PRED79,
O14513,microtubule plus-end [GO:0035371],,NCKAP5 ERIH NAP5,
O14523,cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:28209843}; Single-pass membrane protein {ECO:0000269|PubMed:28209843}. Cell membrane {ECO:0000269|PubMed:28209843}; Peripheral membrane protein {ECO:0000269|PubMed:28209843}. Note=Localizes to sites of contact between the endoplasmic reticulum and the cell membrane (PubMed:28209843). Embedded into the endoplamic reticulum membrane via its N-terminal transmembrane domain and associates with cell membrane via its C-terminus (PubMed:28209843). In response to elevation of cytosolic Ca(2+), it is phosphorylated at its C-terminus and dissociates from the cell membrane and localizes to the reticular endoplamic reticulum (PubMed:28209843). Reassociates with cell membrane upon dephosphorylation (PubMed:28209843). {ECO:0000269|PubMed:28209843}.",C2CD2L KIAA0285 TMEM24 DLNB23,
O14561,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:28892042}.",NDUFAB1,
O14562,,,UBFD1 UBPH,
O14602,,,EIF1AY,
O14672,cell surface [GO:0009986]; cytoplasm [GO:0005737]; dendritic spine [GO:0043197]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi-associated vesicle [GO:0005798]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]; pore complex [GO:0046930]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; specific granule membrane [GO:0035579]; synaptic membrane [GO:0097060]; synaptic vesicle [GO:0008021]; tertiary granule membrane [GO:0070821]; tetraspanin-enriched microdomain [GO:0097197]; trans-Golgi network [GO:0005802],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20624979, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:24990881, ECO:0000269|PubMed:26686862, ECO:0000269|PubMed:29430990, ECO:0000269|PubMed:30463011}; Single-pass type I membrane protein {ECO:0000305}. Golgi apparatus membrane {ECO:0000269|PubMed:12475894}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:12475894}. Cell projection, axon {ECO:0000250|UniProtKB:O35598}. Cell projection, dendrite {ECO:0000250|UniProtKB:O35598}. Cell junction, adherens junction {ECO:0000269|PubMed:30463011}. Cytoplasm {ECO:0000269|PubMed:30463011}. Note=Is localized in the plasma membrane but is also expressed in the Golgi apparatus and in clathrin-coated vesicles derived likely from the Golgi (PubMed:12475894). During long term depression, it is recruited to the cell membrane by DLG1 (PubMed:23676497). The immature form is mainly located near cytoplasmic fibrillar structures, while the mature form is predominantly located at zonula adherens and the cell membrane (PubMed:30463011). The localization and clustering of mature ADAM10 to zonula adherens is regulated by AFDN, TSPAN33, PLEKHA7 and PDZD11 (PubMed:30463011). {ECO:0000269|PubMed:12475894, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:30463011}.",ADAM10 KUZ MADM,SIGNAL 1 19 {ECO:0000255}.
O14737,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634],,PDCD5 TFAR19,
O14744,cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; histone methyltransferase complex [GO:0035097]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21081503, ECO:0000269|PubMed:21917714, ECO:0000269|PubMed:22269951}. Nucleus {ECO:0000269|PubMed:18404153, ECO:0000269|PubMed:21081503, ECO:0000269|PubMed:21917714, ECO:0000269|PubMed:22269951}. Golgi apparatus {ECO:0000269|PubMed:20421892}.",PRMT5 HRMT1L5 IBP72 JBP1 SKB1,
O14773,extracellular exosome [GO:0070062]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; melanosome [GO:0042470],SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:19941651}. Melanosome {ECO:0000269|PubMed:12643545}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:12643545}.,TPP1 CLN2 GIG1 UNQ267/PRO304,SIGNAL 1 19 {ECO:0000269|PubMed:11054422}.
O14817,focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; vesicle [GO:0031982],SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.,TSPAN4 NAG2 TM4SF7,
O14818,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12181345}. Nucleus {ECO:0000269|PubMed:12181345}.,PSMA7 HSPC,
O14936,actin cytoskeleton [GO:0015629]; basement membrane [GO:0005604]; basolateral plasma membrane [GO:0016323]; cell-cell junction [GO:0005911]; ciliary membrane [GO:0060170]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nuclear lamina [GO:0005652]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734]; Schaffer collateral - CA1 synapse [GO:0098685]; vesicle [GO:0031982],SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q62915}. Cytoplasm {ECO:0000250|UniProtKB:Q62915}. Cell membrane {ECO:0000250|UniProtKB:Q62915}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q62915}.,CASK LIN2,
O14950,cell cortex region [GO:0099738]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; myosin complex [GO:0016459],,MYL12B MRLC2 MYLC2B,
O14976,cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; presynapse [GO:0098793]; vesicle [GO:0031982],"SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:10625686}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:10625686}. Cell junction, focal adhesion {ECO:0000305|PubMed:10625686}. Note=Localizes to the perinuclear area and to the trans-Golgi network. Also seen on the plasma membrane, probably at focal adhesions.",GAK,
O14980,annulate lamellae [GO:0005642]; Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; host cell [GO:0043657]; intracellular membrane-bounded organelle [GO:0043231]; kinetochore [GO:0000776]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus, nucleoplasm. Nucleus, Cajal body. Nucleus, nucleolus. Note=Located in the nucleoplasm, Cajal bodies and nucleoli. Shuttles between the nucleus/nucleolus and the cytoplasm.",XPO1 CRM1,
O15018,cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9QZR8}. Cytoplasm {ECO:0000269|PubMed:11289102}. Endoplasmic reticulum {ECO:0000269|PubMed:11289102}. Note=At cell-cell contacts in lung epithelial cells. {ECO:0000250|UniProtKB:Q9QZR8}.; SUBCELLULAR LOCATION: Processed PDZ domain-containing protein 2: Secreted {ECO:0000250}.,PDZD2 AIPC KIAA0300 PDZK3,
O15020,apical plasma membrane [GO:0016324]; cell junction [GO:0030054]; cytosol [GO:0005829]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; parallel fiber to Purkinje cell synapse [GO:0098688]; postsynaptic spectrin-associated cytoskeleton [GO:0099189]; presynapse [GO:0098793]; spectrin [GO:0008091],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, cell cortex.",SPTBN2 KIAA0302 SCA5,
O15067,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,PFAS KIAA0361,
O15143,actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; nucleus [GO:0005634]; tubulobulbar complex [GO:0036284],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11741539, ECO:0000269|PubMed:9230079}. Nucleus {ECO:0000269|PubMed:29925947}.",ARPC1B ARC41,
O15144,actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; muscle cell projection membrane [GO:0036195]; neuron projection [GO:0043005]; nucleus [GO:0005634]; site of double-strand break [GO:0035861],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9230079}. Cell projection {ECO:0000269|PubMed:9230079}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q9CVB6}. Nucleus {ECO:0000269|PubMed:29925947}.",ARPC2 ARC34 PRO2446,
O15145,actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filamentous actin [GO:0031941]; focal adhesion [GO:0005925]; growth cone leading edge [GO:0061850]; lamellipodium [GO:0030027]; membrane [GO:0016020]; nucleus [GO:0005634]; site of double-strand break [GO:0035861],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9230079, ECO:0000269|PubMed:9359840}. Cell projection {ECO:0000269|PubMed:9230079, ECO:0000269|PubMed:9359840}. Nucleus {ECO:0000269|PubMed:29925947}.",ARPC3 ARC21,
O15212,cytoplasm [GO:0005737]; prefoldin complex [GO:0016272],,PFDN6 HKE2 PFD6,
