Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
P10412,nuclear chromatin [GO:0000790]; nuclear euchromatin [GO:0005719]; nuclear heterochromatin [GO:0005720]; nuclear nucleosome [GO:0000788]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Mainly localizes in heterochromatin. Dysplays a punctuate staining pattern in the nucleus.,HIST1H1E H1F4,
P13797,actin filament [GO:0005884]; actin filament bundle [GO:0032432]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Cytoplasm.,PLS3,
P14324,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm.,FDPS FPS KIAA1293,
P19623,cytosol [GO:0005829],,SRM SPS1 SRML1,
P20042,cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation initiation factor 2 complex [GO:0005850],,EIF2S2 EIF2B,
P20810,cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020],,CAST,
P20962,nucleus [GO:0005634],,PTMS,
P23588,cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]; polysome [GO:0005844],,EIF4B,
P24534,cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation elongation factor 1 complex [GO:0005853],,EEF1B2 EEF1B EF1B,
P26373,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634],,RPL13 BBC1 OK/SW-cl.46,
P27816,axon [GO:0030424]; axoneme [GO:0005930]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",MAP4,
P29218,cytoplasm [GO:0005737]; cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17068342}.,IMPA1 IMPA,
P31948,chaperone complex [GO:0101031]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q60864}. Nucleus {ECO:0000250|UniProtKB:Q60864}.,STIP1,
P43487,centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear envelope [GO:0005635]; nuclear pore [GO:0005643]; nucleus [GO:0005634],,RANBP1,
P46821,apical dendrite [GO:0097440]; axon [GO:0030424]; basal dendrite [GO:0097441]; cell junction [GO:0030054]; cell projection [GO:0042995]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; growth cone [GO:0030426]; hippocampal mossy fiber [GO:0097457]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; somatodendritic compartment [GO:0036477]; synapse [GO:0045202]; varicosity [GO:0043196],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:18195017}. Cytoplasm {ECO:0000269|PubMed:18195017}. Cell junction, synapse {ECO:0000250}. Cell projection, dendritic spine {ECO:0000250}. Note=Colocalizes with DAPK1 in the microtubules and cortical actin fibers. {ECO:0000250}.; SUBCELLULAR LOCATION: MAP1 light chain LC1: Cytoplasm {ECO:0000250|UniProtKB:P14873}.",MAP1B,
P48681,cytoplasm [GO:0005737]; intermediate filament [GO:0005882]; intermediate filament cytoskeleton [GO:0045111],,NES Nbla00170,
P48775,cytosol [GO:0005829],,TDO2 TDO,
P49454,"axoneme [GO:0005930]; centrosome [GO:0005813]; chromosome, centromeric region [GO:0000775]; ciliary basal body [GO:0036064]; ciliary transition fiber [GO:0097539]; condensed chromosome outer kinetochore [GO:0000940]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinetochore [GO:0000776]; midbody [GO:0030496]; nuclear envelope [GO:0005635]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; pronucleus [GO:0045120]; spindle [GO:0005819]; spindle pole [GO:0000922]","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region. Nucleus matrix. Chromosome, centromere, kinetochore. Cytoplasm, cytoskeleton, spindle. Note=Relocalizes to the kinetochore/centromere (coronal surface of the outer plate) and the spindle during mitosis. Observed in nucleus during interphase but not in the nucleolus. At metaphase becomes localized to areas including kinetochore and mitotic apparatus as well as cytoplasm. By telophase, is concentrated within the intracellular bridge at either side of the mid-body.",CENPF,
P51911,cytoskeleton [GO:0005856]; focal adhesion [GO:0005925],,CNN1,
P54727,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; XPC complex [GO:0071942],"SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=The intracellular distribution is cell cycle dependent. Localized to the nucleus and the cytoplasm during G1 phase. Nuclear levels decrease during S-phase; upon entering mitosis, relocalizes in the cytoplasm without association with chromatin.",RAD23B,
P55854,cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Nucleus, PML body {ECO:0000250}.",SUMO3 SMT3A SMT3H1,
P56278,protein-containing complex [GO:0032991],,MTCP1 C6.1B,
P58546,axon [GO:0030424]; cytosol [GO:0005829]; F-actin capping protein complex [GO:0008290]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Nucleus {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}.",MTPN,
P68036,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11278816, ECO:0000269|PubMed:17003263}. Cytoplasm {ECO:0000269|PubMed:11278816, ECO:0000269|PubMed:17003263}.",UBE2L3 UBCE7 UBCH7,
P78559,axon [GO:0030424]; axon cytoplasm [GO:1904115]; axon initial segment [GO:0043194]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic branch [GO:0044307]; dendritic microtubule [GO:1901588]; dendritic shaft [GO:0043198]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; primary dendrite [GO:0150001]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}.",MAP1A MAP1L,
P98175,nuclear speck [GO:0016607]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18315527}. Note=In the extranucleolar nucleoplasm constitutes hundreds of nuclear domains, which dynamically change their structures in a reversible manner. Upon globally reducing RNA polymerase II transcription, the nuclear bodies enlarge and decrease in number. They occur closely adjacent to nuclear speckles or IGCs (interchromatin granule clusters) but coincide with TIDRs (transcription-inactivation-dependent RNA domains).",RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122,
P98182,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,ZNF200 ZNFMF,
Q01995,cytoplasm [GO:0005737],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,TAGLN SM22 WS3-10,
Q04637,cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]; membrane [GO:0016020]; nucleus [GO:0005634]; polysome [GO:0005844],,EIF4G1 EIF4F EIF4G EIF4GI,
Q05682,actin cap [GO:0030478]; actin cytoskeleton [GO:0015629]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; myofibril [GO:0030016]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P13505}. Cytoplasm, myofibril {ECO:0000250|UniProtKB:P13505}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:P13505}. Note=On thin filaments in smooth muscle and on stress fibers in fibroblasts (nonmuscle). {ECO:0000250|UniProtKB:P13505}.",CALD1 CAD CDM,
Q12765,cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,SCRN1 KIAA0193,
Q12816,intrinsic component of plasma membrane [GO:0031226],,TRO KIAA1114 MAGED3,
Q12962,cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PCAF complex [GO:0000125]; perinuclear region of cytoplasm [GO:0048471]; STAGA complex [GO:0030914]; transcription factor TFIID complex [GO:0005669]; transcription factor TFTC complex [GO:0033276],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11564863, ECO:0000269|PubMed:25959397, ECO:0000269|PubMed:9674425}.",TAF10 TAF2A TAF2H TAFII30,
Q13117,cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11058556}. Nucleus {ECO:0000269|PubMed:11058556}. Note=Predominantly cytoplasmic. Nuclear at some stages of spermatozoide development. Localizes both to the nuclei and cytoplasm of spermatozoide differentiation. Nuclear in fetal gonocytes and in spermatogonial nuclei. It then relocates to the cytoplasm during male meiosis.,DAZ2,
Q13422,cytoplasm [GO:0005737]; nuclear pericentric heterochromatin [GO:0031618]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17135265, ECO:0000269|PubMed:21548011, ECO:0000269|PubMed:22106042, ECO:0000269|PubMed:23071339}. Note=In resting lymphocytes, distributed diffusely throughout the nucleus. Localizes to pericentromeric heterochromatin in proliferating cells. This localization requires DNA binding which is regulated by phosphorylation / dephosphorylation events. {ECO:0000269|PubMed:17135265, ECO:0000269|PubMed:22106042}.; SUBCELLULAR LOCATION: Isoform Ik2: Nucleus. Note=In resting lymphocytes, distributed diffusely throughout the nucleus. Localizes to pericentromeric heterochromatin in proliferating cells. This localization requires DNA binding which is regulated by phosphorylation / dephosphorylation events (By similarity). {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform Ik6: Cytoplasm {ECO:0000250}.",IKZF1 IK1 IKAROS LYF1 ZNFN1A1,
Q14847,cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925],"SUBCELLULAR LOCATION: Cytoplasm, cell cortex {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Associated with the F-actin rich cortical cytoskeleton. {ECO:0000250}.",LASP1 MLN50,
Q15121,cytosol [GO:0005829]; microtubule associated complex [GO:0005875]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm. Note=Associated with microtubules.,PEA15,
Q15185,"chaperone complex [GO:0101031]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; telomerase holoenzyme complex [GO:0005697]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q3ZBF7}.,PTGES3 P23 TEBP,
Q15417,actin cytoskeleton [GO:0015629]; cell-cell adherens junction [GO:0005913]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; focal adhesion [GO:0005925]; neuronal cell body [GO:0043025]; postsynaptic density [GO:0014069],,CNN3,
Q15631,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11801738}. Nucleus {ECO:0000269|PubMed:11801738}.,TSN,
Q16222,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasm. Note=In spermatozoa, localized to the principal piece of the tail, the neck region of the head and to a lesser extent, the midpiece of the tail.",UAP1 SPAG2,
Q1KMD3,membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q00PI9}.,HNRNPUL2 HNRPUL2,
Q32MZ4,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Nucleus. Cytoplasm.,LRRFIP1 GCF2 TRIP,
Q3L8U1,cytoplasm [GO:0005737]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16095617}. Nucleus {ECO:0000269|PubMed:16095617}.,CHD9 KIAA0308 KISH2 PRIC320 AD-013 x0008,
Q53FA7,cytosol [GO:0005829],,TP53I3 PIG3,
Q5RL73,nucleoplasm [GO:0005654],,RBM48 C7orf64 HSPC304,
Q5SW79,centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; cytosol [GO:0005829]; microtubule [GO:0005874]; plasma membrane [GO:0005886]; spindle [GO:0005819],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:15616186, ECO:0000269|PubMed:23386061}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:15616186}. Note=Associated with the mature mother centriole. Associated with spindle microtubules during mitosis. Localizes to the distal appendage region of the centriole. {ECO:0000269|PubMed:23386061}.",CEP170 FAM68A KAB KIAA0470,
Q5T5B0,cornified envelope [GO:0001533]; cytoplasm [GO:0005737],,LCE3E LEP17,
Q5T5X7,nuclear heterochromatin [GO:0005720]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21914818, ECO:0000269|PubMed:25600804}. Nucleus, nucleolus {ECO:0000269|PubMed:26100909}. Note=In the nucleus, observed in heterochromatic foci containing CBX1, CBX3, CBX5 and histone H3 trimethylated at 'Lys-9'. Released from chromatin during decondensation. Association with heterochromatin does not depend on sumoylation. {ECO:0000269|PubMed:21914818}.",BEND3 KIAA1553,
Q5T764,cytosol [GO:0005829],,IFIT1B IFIT1L,
Q5TAG4,cytoplasm [GO:0005737],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,NBPF12 COAS1 KIAA1245,
Q5VWN6,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],,TASOR2 C10orf18 FAM208B KIAA2006,
Q659C4,nucleus [GO:0005634],,LARP1B LARP2,
Q6P9B6,cytoplasm [GO:0005737]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:24223779}. Cytoplasm {ECO:0000269|PubMed:24223779}. Lysosome {ECO:0000269|PubMed:29750193}.,MEAK7 KIAA1609 TLDC1,
Q6PCE3,cytosol [GO:0005829],,PGM2L1 BM32A,
Q6WCQ1,actin cytoskeleton [GO:0015629]; cytosol [GO:0005829]; focal adhesion [GO:0005925],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:14506264, ECO:0000269|PubMed:16257966}. Note=Colocalizes with F-actin.",MPRIP KIAA0864 MRIP RHOIP3,
Q6Y7W6,cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; perikaryon [GO:0043204]; protein-containing complex [GO:0032991]; proximal dendrite [GO:1990635],,GIGYF2 KIAA0642 PERQ2 TNRC15,
Q6ZMW3,cytoplasm [GO:0005737]; microtubule [GO:0005874],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}.",EML6 EML5L,
Q6ZN18,ESC/E(Z) complex [GO:0035098]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,AEBP2,
Q711Q0,Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250|UniProtKB:M0RD54}.",CEFIP C10orf71,
Q7KZ85,nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcriptionally active chromatin [GO:0035327]; transcription elongation factor complex [GO:0008023],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,SUPT6H KIAA0162 SPT6H,
Q7Z392,cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; TRAPP complex [GO:0030008],"SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:27862579}. Golgi apparatus, cis-Golgi network {ECO:0000250}.",TRAPPC11 C4orf41,
Q7Z6K5,lamellipodium [GO:0030027],"SUBCELLULAR LOCATION: Cell projection, lamellipodium {ECO:0000250}. Note=Colocalized with the WAVE complex at lamelliupodium tip. {ECO:0000250}.",ARPIN C15orf38,
Q86VF2,nucleus [GO:0005634]; sarcomere [GO:0030017]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250}.",IGFN1 EEF1A2BP1 KYIP1,
Q8IVM0,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm. Note=Associated with microtubules of the cytoskeleton and mitotic apparatus. {ECO:0000250}.,CCDC50 C3orf6,
Q8IWI9,MLL1 complex [GO:0071339]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,MGA KIAA0518 MAD5,
Q8IYL3,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22361696}.,C1orf174,
Q8N3X1,nuclear speck [GO:0016607],,FNBP4 FBP30 KIAA1014,
Q8N9T8,90S preribosome [GO:0030686]; nucleolus [GO:0005730],,KRI1,
Q8NE71,cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; polysomal ribosome [GO:0042788]; ribosome [GO:0005840],"SUBCELLULAR LOCATION: Isoform 2: Cytoplasm {ECO:0000269|PubMed:19570978}. Nucleus, nucleoplasm {ECO:0000269|PubMed:19570978}. Nucleus envelope {ECO:0000269|PubMed:19570978}.",ABCF1 ABC50,
