Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
A0A087WVF3,plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q8IZP1}; Lipid-anchor {ECO:0000250|UniProtKB:Q8IZP1}. Note=Associated with lipid rafts. {ECO:0000250|UniProtKB:Q8IZP1}.,TBC1D3D,
A0A087WW87,extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGKV2-40,SIGNAL 1 19 {ECO:0000255}.
A0A0A0MS14,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV1-45,SIGNAL 1 19 {ECO:0000255}.
A0A0A0MS15,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV3-49,SIGNAL 1 19 {ECO:0000255}.
A0A0A0MT36,extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGKV6D-21,SIGNAL 1 19 {ECO:0000255}.
A0A0A0MT89,extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGKJ1,
A0A0A6YYK6,T cell receptor complex [GO:0042101],SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.,TRAV16,SIGNAL 1 20 {ECO:0000255}.
A0A0B4J1U3,extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGLV1-36,SIGNAL 1 19 {ECO:0000255}.
A0A0B4J1U7,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV6-1,SIGNAL 1 20 {ECO:0000255}.
A0A0B4J1V0,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV3-15,SIGNAL 1 19 {ECO:0000255}.
A0A0B4J1V2,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV2-26,SIGNAL 1 19 {ECO:0000255}.
A0A0B4J1V6,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV3-73,SIGNAL 1 19 {ECO:0000255}.
A0A0B4J1Y8,extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGLV9-49,SIGNAL 1 19 {ECO:0000255}.
A0A0B4J1Y9,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV3-72,SIGNAL 1 19 {ECO:0000255}.
A0A0B4J1Z2,extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGKV1D-43,SIGNAL 1 22 {ECO:0000255}.
A0A0B4J263,T cell receptor complex [GO:0042101],SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.,TRAV39,SIGNAL 1 18 {ECO:0000255}.
A0A0B4J275,T cell receptor complex [GO:0042101],SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.,TRAV17,SIGNAL 1 21 {ECO:0000255}.
A0A0B4J2D5,mitochondrion [GO:0005739],SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.,GATD3B HES1 KNPI,
A0A0B4J2D9,extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGKV1D-13,SIGNAL 1 22 {ECO:0000255}.
A0A0B4J2H0,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV1-69D,SIGNAL 1 19 {ECO:0000255}.
A0A0C4DH24,extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGKV6-21,SIGNAL 1 19 {ECO:0000255}.
A0A0C4DH25,extracellular region [GO:0005576]; extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGKV3D-20,SIGNAL 1 20 {ECO:0000255}.
A0A0C4DH29,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV1-3,SIGNAL 1 19 {ECO:0000255}.
A0A0C4DH31,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV1-18,SIGNAL 1 19 {ECO:0000255}.
A0A0C4DH33,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV1-24,SIGNAL 1 19 {ECO:0000255}.
A0A0C4DH34,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV4-28,SIGNAL 1 19 {ECO:0000255}.
A0A0C4DH38,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV5-51,SIGNAL 1 19 {ECO:0000255}.
A0A0C4DH43,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV2-70D,SIGNAL 1 19 {ECO:0000255}.
A0A0C4DH67,extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGKV1-8,SIGNAL 1 20 {ECO:0000255}.
A0A0C4DH68,extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGKV2-24,SIGNAL 1 19 {ECO:0000255}.
A0A0G2JS06,extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGLV5-39,SIGNAL 1 19 {ECO:0000255}.
A0A0J9YVY3,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV7-4-1,SIGNAL 1 19 {ECO:0000255}.
A0A0J9YWL9,,,TEX13C,
A0A0J9YX35,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV3-64D,SIGNAL 1 19 {ECO:0000255}.
A0A0J9YX94,,,PNMA6F PNMA6BL,
A0A0J9YXX1,"external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",IGHV5-10-1,SIGNAL 1 19 {ECO:0000255}.
A0A0K0K1C4,T cell receptor complex [GO:0042101],SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.,TRBV27,SIGNAL 1 21 {ECO:0000255}.
A0A0U1RRK4,,,LBHD2,
A0A183,,,LCE6A C1orf44,
A0A1B0GTQ4,endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q2Q5T5}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q2Q5T5}.,MYMX,
A0A1B0GUA9,,,C13orf46,
A0A1B0GWK0,troponin complex [GO:0005861],,PVALEF,
A0A1W2PR19,cytoplasm [GO:0005737],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,GSTT4 GSTTP1,
A0A286YF01,intermediate filament [GO:0005882],,SCYGR7 KRTAP28-7,
A0A539,T cell receptor complex [GO:0042101],SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.,TRBV4-2 TCRBV7S3A2 TCRBV7S3A2T,SIGNAL 1 21 {ECO:0000255}.
A0AUZ9,NSL complex [GO:0044545],,KANSL1L C2orf67,
A0AVI2,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Colocalizes with EHD1 and EHD2 at plasma membrane in myoblasts and myotubes. Localizes into foci at the plasma membrane (By similarity). {ECO:0000250}.,FER1L5,
A0AVT1,cytoplasm [GO:0005737]; cytosol [GO:0005829],,UBA6 MOP4 UBE1L2,
A0FGR8,endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; integral component of plasma membrane [GO:0005887]; intrinsic component of endoplasmic reticulum membrane [GO:0031227]; membrane [GO:0016020]; organelle membrane contact site [GO:0044232],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17360437, ECO:0000269|PubMed:20833364, ECO:0000269|PubMed:23791178, ECO:0000269|PubMed:29469807}; Peripheral membrane protein {ECO:0000269|PubMed:17360437}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23791178, ECO:0000269|PubMed:29469807}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to endoplasmic reticulum-plasma membrane contact sites (EPCS) (PubMed:29469807, PubMed:23791178, PubMed:30220461). Recruited to the cell membrane via the third C2 domain (PubMed:17360437). {ECO:0000269|PubMed:17360437, ECO:0000269|PubMed:23791178, ECO:0000269|PubMed:29469807, ECO:0000269|PubMed:30220461}.",ESYT2 FAM62B KIAA1228,
A0FGR9,endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; integral component of plasma membrane [GO:0005887]; intrinsic component of endoplasmic reticulum membrane [GO:0031227]; organelle membrane contact site [GO:0044232],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17360437, ECO:0000269|PubMed:29469807}; Peripheral membrane protein {ECO:0000269|PubMed:17360437}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:29469807}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to endoplasmic reticulum-plasma membrane contact sites (EPCS) (PubMed:29469807, PubMed:30220461). Recruited to the cell membrane via the third C2 domain. {ECO:0000269|PubMed:17360437, ECO:0000269|PubMed:29469807, ECO:0000269|PubMed:30220461}.",ESYT3 FAM62C,
A0MZ66,axon [GO:0030424]; axonal growth cone [GO:0044295]; cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule cytoskeleton [GO:0015630]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Perikaryon {ECO:0000250|UniProtKB:Q8K2Q9}. Cell projection, axon {ECO:0000250|UniProtKB:Q8K2Q9}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q8K2Q9}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q8K2Q9}. Cell projection, filopodium {ECO:0000250|UniProtKB:A0MZ67}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:A0MZ67}. Note=Localizes in multiple growth cones at neurite tips before the neuronal symmetry-breaking step. Accumulates in growth cones of a single nascent axon in a neurite length-dependent manner during the neuronal symmetry-breaking step; when absent from the nascent axon's siblings, probably due to competitive transport, prevents the formation of surplus axons. Transported anterogradely from the soma to the axon growth cone in an actin and myosin-dependent manner and passively diffuses back to the cell bodies. Colocalized with L1CAM in close apposition with actin filaments in filopodia and lamellipodia of axonal growth cones in hippocampal neurons. Exhibits retrograde movements in filopodia and lamellopodia of axonal growth cones. Colocalized with KIF20B along microtubules to the tip of the growing cone in primary hippocampal neurons. Recruted to the growth cone of developing axon in a KIF20B- and microtubule-dependent manner. {ECO:0000250|UniProtKB:A0MZ67, ECO:0000250|UniProtKB:Q8K2Q9}.",SHTN1 KIAA1598,
A0PJZ3,integral component of membrane [GO:0016021],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.,GXYLT2 GLT8D4,
A1A4G5,,,LNP1 NP3,
A1L3X4,cytoplasm [GO:0005737]; nucleus [GO:0005634],,MT1DP MTM,
A1L4H1,collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted {ECO:0000250}. Cytoplasm {ECO:0000250}.,SSC5D,SIGNAL 1 16 {ECO:0000255}.
A1X283,cell junction [GO:0030054]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; podosome [GO:0002102],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell projection, podosome {ECO:0000250}. Note=Cytoplasmic in normal cells and localizes to podosomes in SRC-transformed cells. {ECO:0000250}.",SH3PXD2B FAD49 KIAA1295 TKS4,
A1XBS5,centriole [GO:0005814]; ciliary basal body [GO:0036064]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:27528616}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:27528616}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:27528616, ECO:0000269|PubMed:30395363}. Note=Weak punctate vesicular distribution throughout the cytoplasm (PubMed:27528616). Localizes at the distal end of mother centrioles (PubMed:27528616). Extensive colocalization with CBY1 at mother centrioles (PubMed:27528616). {ECO:0000269|PubMed:27528616}.; SUBCELLULAR LOCATION: Isoform 3: Nucleus {ECO:0000269|PubMed:17646714}.",FAM92A FAM92A1,
A1Z1Q3,centrosome [GO:0005813]; nucleolus [GO:0005730]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23474712}. Note=Recruited to DNA lesions, probably via mono-APD-ribosylated proteins. {ECO:0000269|PubMed:23474712}.",MACROD2 C20orf133,
A2A3N6,cytoplasm [GO:0005737],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17623810}.,PIPSL PSMD4P2,
A2PYH4,,,HFM1 SEC3D1,
A2RRH5,nucleoplasm [GO:0005654],,WDR27,
A2RRP1,cytosol [GO:0005829]; Dsl1/NZR complex [GO:0070939]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:20577004}. Endoplasmic reticulum {ECO:0000269|PubMed:19369418}. Endoplasmic reticulum membrane; Peripheral membrane protein {ECO:0000305}.,NBAS NAG,
A2RUB6,centriolar satellite [GO:0034451]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; microtubule [GO:0005874]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:28235840}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000269|PubMed:28235840}. Cell projection, cilium {ECO:0000269|PubMed:28235840}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:28235840}. Photoreceptor inner segment {ECO:0000269|PubMed:19777273}. Cell projection, cilium, photoreceptor outer segment {ECO:0000269|PubMed:19777273}. Note=Restricted to the centrosomes and the spindle microtubules during mitosis (PubMed:28235840). Enriched in the inner segment of the photoreceptor (PubMed:19777273). {ECO:0000269|PubMed:19777273, ECO:0000269|PubMed:28235840}.",CCDC66,
A2RUC4,cytoplasm [GO:0005737],,TYW5 C2orf60,
A2RUH7,,,MYBPHL,
A2RUR9,,,CCDC144A KIAA0565,
A2RUS2,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:A2RT67}. Note=Transiently recruited to membranes to activate RAB12. {ECO:0000250|UniProtKB:A2RT67}.,DENND3 KIAA0870,
A2VDJ0,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23690469}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:23690469}. Note=During intrathymic development, resides in punctate cytoplasmic structures in DN1 and DN2 cells. In DN3 cells, found in large crescent-shaped membrane structures, which preferentially localize in cell-to-cell contact zones. {ECO:0000269|PubMed:23690469}.; SUBCELLULAR LOCATION: Isoform 1: Endoplasmic reticulum {ECO:0000269|PubMed:23690469}. Note=Transmembrane localization is essential for Wnt signaling inhibition. {ECO:0000269|PubMed:23690469}.; SUBCELLULAR LOCATION: Isoform 5: Cytoplasm {ECO:0000269|PubMed:23690469}. Note=Scattered throughout the cytoplasm in small-sized punctate structures. {ECO:0000269|PubMed:23690469}.",TMEM131L KIAA0922,SIGNAL 1 40 {ECO:0000255}.
A2VEC9,extracellular space [GO:0005615],"SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000250}.",SSPO KIAA2036,SIGNAL 1 17 {ECO:0000255}.
