Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
O00422,ASAP complex [GO:0061574]; cytosol [GO:0005829]; histone deacetylase complex [GO:0000118]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16314458}. Cytoplasm {ECO:0000269|PubMed:16314458}. Nucleus speckle {ECO:0000269|PubMed:20966198}. Note=Shuttles between the nucleus and the cytoplasm (PubMed:16314458). Colocalizes with ACIN1 and SRSF2 in nuclear speckles (PubMed:20966198). {ECO:0000269|PubMed:16314458, ECO:0000269|PubMed:20966198}.",SAP18 GIG38,
O00471,cytoplasm [GO:0005737]; cytosol [GO:0005829]; exocyst [GO:0000145]; midbody [GO:0030496],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9119050}. Midbody {ECO:0000269|PubMed:18756269}. Note=Localization at the midbody requires the presence of RALA, EXOC2 and EXOC3. {ECO:0000269|PubMed:18756269}.",EXOC5 SEC10 SEC10L1,
O00505,cytosol [GO:0005829]; host cell [GO:0043657]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.,KPNA3 QIP2,
O00507,cytoplasm [GO:0005737],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,USP9Y DFFRY,
O00567,box C/D snoRNP complex [GO:0031428]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; pre-snoRNP complex [GO:0070761]; small nucleolar ribonucleoprotein complex [GO:0005732]; small-subunit processome [GO:0032040],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:12777385, ECO:0000269|PubMed:9372940}. Cytoplasm {ECO:0000250|UniProtKB:Q9D6Z1}. Nucleus, nucleoplasm {ECO:0000305|PubMed:15574333}.",NOP56 NOL5A,
O14497,brahma complex [GO:0035060]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514],"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355, ECO:0000269|PubMed:11318604, ECO:0000269|PubMed:26614907}.",ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,
O14578,actin cytoskeleton [GO:0015629]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; Golgi cisterna [GO:0031985]; membrane [GO:0016020]; midbody [GO:0030496]; neuronal cell body [GO:0043025]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,CIT CRIK KIAA0949 STK21,
O14686,histone methyltransferase complex [GO:0035097]; MLL3/4 complex [GO:0044666]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,KMT2D ALR MLL2 MLL4,
O14744,cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; histone methyltransferase complex [GO:0035097]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21081503, ECO:0000269|PubMed:21917714, ECO:0000269|PubMed:22269951}. Nucleus {ECO:0000269|PubMed:18404153, ECO:0000269|PubMed:21081503, ECO:0000269|PubMed:21917714, ECO:0000269|PubMed:22269951}. Golgi apparatus {ECO:0000269|PubMed:20421892}.",PRMT5 HRMT1L5 IBP72 JBP1 SKB1,
O14841,cytosol [GO:0005829],,OPLAH,
O14929,"cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nuclear chromatin [GO:0000790]; nuclear chromosome, telomeric region [GO:0000784]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]","SUBCELLULAR LOCATION: Isoform A: Nucleus matrix.; SUBCELLULAR LOCATION: Isoform B: Cytoplasm. Nucleus. Nucleus matrix. Nucleus, nucleoplasm. Note=Localization is predominantly nuclear in normal cells. Treatment with hydrogen peroxide or ionizing radiation enhances nuclear localization through redistribution of existing protein.",HAT1 KAT1,
O14974,A band [GO:0031672]; actin cytoskeleton [GO:0015629]; centrosome [GO:0005813]; contractile fiber [GO:0043292]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]; PTW/PP1 phosphatase complex [GO:0072357]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12923170, ECO:0000269|PubMed:18477460}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:12923170}. Note=Also along actomyosin filaments. {ECO:0000269|PubMed:12923170}.",PPP1R12A MBS MYPT1,
O14979,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11705999, ECO:0000269|PubMed:12406575}. Cytoplasm {ECO:0000269|PubMed:11705999, ECO:0000269|PubMed:12406575}. Note=Shuttles between the nucleus and the cytoplasm in a TNPO1-dependent manner. {ECO:0000269|PubMed:11705999, ECO:0000269|PubMed:12406575}.",HNRNPDL HNRPDL JKTBP,
O14980,annulate lamellae [GO:0005642]; Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; host cell [GO:0043657]; intracellular membrane-bounded organelle [GO:0043231]; kinetochore [GO:0000776]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus, nucleoplasm. Nucleus, Cajal body. Nucleus, nucleolus. Note=Located in the nucleoplasm, Cajal bodies and nucleoli. Shuttles between the nucleus/nucleolus and the cytoplasm.",XPO1 CRM1,
O15013,centrosome [GO:0005813]; cytosol [GO:0005829],,ARHGEF10 KIAA0294,
O15015,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,ZNF646 KIAA0296,
O15033,cytoplasm [GO:0005737]; cytosol [GO:0005829],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:23479728}.",AREL1 KIAA0317,
O15083,cell junction [GO:0030054]; cytoskeleton [GO:0005856]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; presynaptic active zone [GO:0048786]; presynaptic active zone cytoplasmic component [GO:0098831]; presynaptic membrane [GO:0042734],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12923177}. Cell junction, synapse {ECO:0000269|PubMed:12923177}. Cell junction, synapse, synaptosome {ECO:0000269|PubMed:12923177}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:12923177}. Note=In neurons, localized to synapses, and colocalizes with PCLO. Localized to the active zone of presynaptic density (By similarity). {ECO:0000250}.",ERC2 KIAA0378,
O15116,axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; Lsm1-7-Pat1 complex [GO:1990726]; messenger ribonucleoprotein complex [GO:1990124]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; P-body [GO:0000932],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:18172165}. Cytoplasm, P-body {ECO:0000305|PubMed:18172165}.",LSM1 CASM,
O15131,cytosol [GO:0005829]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm.,KPNA5,
O15212,cytoplasm [GO:0005737]; prefoldin complex [GO:0016272],,PFDN6 HKE2 PFD6,
O15355,cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.,PPM1G PPM1C,
O15371,"cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; membrane [GO:0016020]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03003}.,EIF3D EIF3S7,
O15405,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,TOX3 CAGF9 TNRC9,
O43143,nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U12-type spliceosomal complex [GO:0005689],"SUBCELLULAR LOCATION: Nucleus. Nucleus, nucleolus.",DHX15 DBP1 DDX15,
O43148,fibrillar center [GO:0001650]; mRNA cap binding complex [GO:0005845]; mRNA cap methyltransferase complex [GO:0031533]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; receptor complex [GO:0043235],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11114884, ECO:0000269|PubMed:15767670}.",RNMT KIAA0398,
O43237,centrosome [GO:0005813]; cytoplasmic dynein complex [GO:0005868]; cytosol [GO:0005829]; kinetochore [GO:0000776]; late endosome [GO:0005770]; lysosome [GO:0005764]; membrane [GO:0016020]; microtubule [GO:0005874],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.",DYNC1LI2 DNCLI2 LIC2,
O43251,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus. Cytoplasm {ECO:0000250}.,RBFOX2 FOX2 HRNBP2 RBM9 RTA,
O43252,cytosol [GO:0005829],,PAPSS1 ATPSK1 PAPSS,
O43290,Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11350945, ECO:0000269|PubMed:9449708}. Note=Found in the nucleus of mitogen-activated peripheral blood mononuclear cells (PBMCs), tumor cells, or normal cell lines, but not in normal tissues except testis and fetal liver or in unstimulated PBMCs, suggesting preferential expression in proliferating cells.",SART1,
O43324,aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15680327}. Cytoplasm, cytosol {ECO:0000269|PubMed:19289464}. Nucleus {ECO:0000269|PubMed:15680327}. Note=Cytoplasmic under growth arrest conditions. Translocated into the nucleus when growth resumes (S phase) and following DNA damage.",EEF1E1 AIMP3 P18,
O43399,cytoplasm [GO:0005737]; perinuclear region of cytoplasm [GO:0048471],,TPD52L2,
O43447,cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; U4/U6 snRNP [GO:0071001]; U4/U6 x U5 tri-snRNP complex [GO:0046540],SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:9570313}. Cytoplasm {ECO:0000269|PubMed:9570313}. Note=Colocalizes with spliceosomal snRNPs. A small proportion may also be cytoplasmic.,PPIH CYP20 CYPH,
O43504,cytosol [GO:0005829]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; Ragulator complex [GO:0071986],SUBCELLULAR LOCATION: Cytoplasm. Lysosome.,LAMTOR5 HBXIP XIP,
O43617,cis-Golgi network membrane [GO:0033106]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; TRAPP complex [GO:0030008],"SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}.",TRAPPC3 BET3 CDABP0066,
O43670,condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; microtubule [GO:0005874]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle matrix [GO:1990047],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24462186, ECO:0000269|PubMed:24462187}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:24462186, ECO:0000269|PubMed:24462187}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:26388440}. Note=Localizes primarily to the nucleus in interphase, concentrates at kinetochores prior to nuclear envelope breakdown and during early prometaphase, and disappears from kinetochores upon microtubule-binding. {ECO:0000269|PubMed:24462186, ECO:0000269|PubMed:24462187}.",ZNF207 BUGZ,
O43684,bub1-bub3 complex [GO:1990298]; condensed chromosome kinetochore [GO:0000777]; cytosol [GO:0005829]; kinetochore [GO:0000776]; mitotic checkpoint complex [GO:0033597]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus. Chromosome, centromere, kinetochore {ECO:0000250}. Note=Starts to localize at kinetochores in prometaphase I (Pro-MI) stage and maintains the localization until the metaphase I-anaphase I (MI-AI) transition. {ECO:0000250}.",BUB3,
O43768,cytoplasm [GO:0005737]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,ENSA,
O60256,cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189],,PRPSAP2,
O60341,"DNA repair complex [GO:1990391]; nuclear chromatin [GO:0000790]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11102443, ECO:0000269|PubMed:16079795, ECO:0000269|PubMed:20389281}.",KDM1A AOF2 KDM1 KIAA0601 LSD1,
O60506,catalytic step 2 spliceosome [GO:0071013]; CRD-mediated mRNA stability complex [GO:0070937]; endoplasmic reticulum [GO:0005783]; GAIT complex [GO:0097452]; histone pre-mRNA 3'end processing complex [GO:0071204]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11574476, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:19029303}. Microsome {ECO:0000250|UniProtKB:Q7TMK9}. Endoplasmic reticulum {ECO:0000250}. Nucleus {ECO:0000250|UniProtKB:Q7TMK9}. Note=The tyrosine phosphorylated form bound to RNA is found in microsomes (By similarity). Localized in cytoplasmic mRNP granules containing untranslated mRNAs (By similarity). {ECO:0000250|UniProtKB:O43390, ECO:0000250|UniProtKB:Q7TMK9}.; SUBCELLULAR LOCATION: Isoform 1: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q7TMK9}. Note=Expressed predominantly in the nucleoplasm. {ECO:0000250|UniProtKB:Q7TMK9}.; SUBCELLULAR LOCATION: Isoform 2: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q7TMK9}. Note=Expressed predominantly in the nucleoplasm. {ECO:0000250|UniProtKB:Q7TMK9}.; SUBCELLULAR LOCATION: Isoform 3: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q7TMK9}. Note=Expressed predominantly in the nucleoplasm. {ECO:0000250|UniProtKB:Q7TMK9}.",SYNCRIP HNRPQ NSAP1,
O60508,catalytic step 2 spliceosome [GO:0071013]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type catalytic step 2 spliceosome [GO:0071007],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:29301961, ECO:0000269|PubMed:29360106, ECO:0000269|PubMed:29361316, ECO:0000269|PubMed:30705154}. Nucleus speckle {ECO:0000269|PubMed:9830021}.",CDC40 EHB3 PRP17 PRPF17,
O60729,centrosome [GO:0005813]; cytoplasm [GO:0005737]; mitotic spindle [GO:0072686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Nucleus, nucleolus. Nucleus, nucleoplasm. Note=Following DNA damage, translocates from the nucleolus to the nucleoplasm and interacts with FZR1/CDH1.",CDC14B,
O60762,dolichol-phosphate-mannose synthase complex [GO:0033185]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Endoplasmic reticulum.,DPM1,
O60828,cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10198427, ECO:0000269|PubMed:10332029, ECO:0000269|PubMed:12062018, ECO:0000269|PubMed:23512658}. Nucleus speckle {ECO:0000250|UniProtKB:Q91VJ5}. Cytoplasmic granule {ECO:0000269|PubMed:21933836}. Note=Colocalizes with SRSF2 in nuclear speckles (By similarity). Colocalized with POU3F2 (PubMed:10332029). Colocalized with ATXN1 in nuclear inclusion bodies (PubMed:12062018). Localizes to cytoplasmic stress granules (PubMed:21933836). {ECO:0000250|UniProtKB:Q91VJ5, ECO:0000269|PubMed:10332029, ECO:0000269|PubMed:12062018, ECO:0000269|PubMed:21933836}.",PQBP1 NPW38 JM26,
O60832,box H/ACA scaRNP complex [GO:0072589]; box H/ACA snoRNP complex [GO:0031429]; box H/ACA telomerase RNP complex [GO:0090661]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; telomerase holoenzyme complex [GO:0005697],"SUBCELLULAR LOCATION: Isoform 1: Nucleus, nucleolus {ECO:0000269|PubMed:10556300, ECO:0000269|PubMed:10591218, ECO:0000269|PubMed:12429849}. Nucleus, Cajal body {ECO:0000250|UniProtKB:P40615}. Note=Also localized to Cajal bodies (coiled bodies). {ECO:0000250|UniProtKB:P40615}.; SUBCELLULAR LOCATION: Isoform 3: Cytoplasm {ECO:0000269|PubMed:21820037}.",DKC1 NOLA4,
O60841,cytoplasm [GO:0005737]; cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q05D44}.,EIF5B IF2 KIAA0741,
O60869,cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular [GO:0005622]; nucleolus [GO:0005730]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Also nuclear upon binding to NR5A1 and treatment of cells with TPA or forskolin.,EDF1,
O60879,cytosol [GO:0005829]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730],"SUBCELLULAR LOCATION: Isoform 3: Cytoplasm, cytosol. Early endosome. Note=Isoform 3 is cytosolic but when coexpressed with RHOD, the 2 proteins colocalize to early endosomes.",DIAPH2 DIA,
O60925,prefoldin complex [GO:0016272],,PFDN1 PFD1,
O75152,nucleoplasm [GO:0005654],,ZC3H11A KIAA0663 ZC3HDC11A,
O75175,CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytosol [GO:0005829]; nucleus [GO:0005634]; P-body [GO:0000932],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Nucleus {ECO:0000305}. Cytoplasm, P-body {ECO:0000250}. Note=NANOS2 promotes its localization to P-body. {ECO:0000250}.",CNOT3 KIAA0691 LENG2 NOT3,
O75312,axon [GO:0030424]; Cajal body [GO:0015030]; cytoplasm [GO:0005737]; Gemini of coiled bodies [GO:0097504]; growth cone [GO:0030426]; neuronal cell body [GO:0043025]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Nucleus. Nucleus, nucleolus. Nucleus, gem. Nucleus, Cajal body. Cytoplasm, perinuclear region. Cytoplasm. Cell projection, axon {ECO:0000250}. Cell projection, growth cone {ECO:0000250}. Note=Colocalized with SMN1 in Gemini of coiled bodies (gems), Cajal bodies, axon and growth cones of neurons (By similarity). Localized predominantly in the cytoplasm in serum-starved cells growth arrested in G0 of the mitotic cell cycle. Localized both in the nucleus and cytoplasm at the G1 phase of the mitotic cell cycle. Accumulates in the subnuclear bodies during progression into the S phase of the mitotic cell cycle. Diffusely localized throughout the cell during mitosis. Colocalized with NPAT and SMN1 in nuclear bodies including gems (Gemini of coiled bodies) and Cajal bodies in a cell cycle-dependent manner. Translocates together with EEF1A1 from the cytoplasm to the nucleolus after treatment with mitogens. Colocalized with EGFR in the cytoplasm of quiescent cells. Translocates from the cytoplasm to the nucleus in a epidermal growth factor (EGF)-dependent manner. {ECO:0000250}.",ZPR1 ZNF259,
O75347,cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; nucleolus [GO:0005730],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",TBCA,
O75400,cytosol [GO:0005829]; membrane [GO:0016020]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004],SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}. Nucleus matrix {ECO:0000269|PubMed:16391387}. Note=Colocalizes with AKAP8L in the nuclear matrix. {ECO:0000250}.,PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225,
