Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
O15031,cell surface [GO:0009986]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; semaphorin receptor complex [GO:0002116],SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12533544}; Single-pass type I membrane protein {ECO:0000255}.,PLXNB2 KIAA0315,SIGNAL 1 19 {ECO:0000255}.
O15144,actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; muscle cell projection membrane [GO:0036195]; neuron projection [GO:0043005]; nucleus [GO:0005634]; site of double-strand break [GO:0035861],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9230079}. Cell projection {ECO:0000269|PubMed:9230079}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q9CVB6}. Nucleus {ECO:0000269|PubMed:29925947}.",ARPC2 ARC34 PRO2446,
O15212,cytoplasm [GO:0005737]; prefoldin complex [GO:0016272],,PFDN6 HKE2 PFD6,
O15230,basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; laminin-10 complex [GO:0043259]; laminin-11 complex [GO:0043260]; laminin-5 complex [GO:0005610]; neuromuscular junction [GO:0031594]; nucleus [GO:0005634]; synaptic cleft [GO:0043083],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane. Note=Major component.",LAMA5 KIAA0533 KIAA1907,SIGNAL 1 35 {ECO:0000255}.
O15355,cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.,PPM1G PPM1C,
O43156,ASTRA complex [GO:0070209]; cytoplasm [GO:0005737]; TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23263282}.,TTI1 KIAA0406 SMG10,
O43175,cytosol [GO:0005829]; extracellular exosome [GO:0070062],,PHGDH PGDH3,
O43290,Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11350945, ECO:0000269|PubMed:9449708}. Note=Found in the nucleus of mitogen-activated peripheral blood mononuclear cells (PBMCs), tumor cells, or normal cell lines, but not in normal tissues except testis and fetal liver or in unstimulated PBMCs, suggesting preferential expression in proliferating cells.",SART1,
O43399,cytoplasm [GO:0005737]; perinuclear region of cytoplasm [GO:0048471],,TPD52L2,
O43505,extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173],"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:19587235, ECO:0000269|PubMed:23359570, ECO:0000269|PubMed:25279699}; Single-pass type II membrane protein {ECO:0000269|PubMed:23359570}. Note=Localizes near the trans-Golgi apparatus. {ECO:0000269|PubMed:25279699}.",B4GAT1 B3GNT1 B3GNT6,
O43736,Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.,ITM2A UNQ603/PRO1189,
O60220,mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739],SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11489896}; Peripheral membrane protein {ECO:0000269|PubMed:11489896}; Intermembrane side {ECO:0000269|PubMed:11489896}.,TIMM8A DDP DDP1 TIM8A,
O60568,collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; rough endoplasmic reticulum [GO:0005791]; trans-Golgi network [GO:0005802],"SUBCELLULAR LOCATION: Rough endoplasmic reticulum {ECO:0000269|PubMed:10934207}. Endoplasmic reticulum lumen {ECO:0000269|PubMed:20470363}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9R0E1}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9R0E1}; Lumenal side {ECO:0000250|UniProtKB:Q9R0E1}. Secreted {ECO:0000269|PubMed:21465473}. Secreted, extracellular space {ECO:0000250|UniProtKB:Q9R0E1}. Note=The majority of the secreted protein is associated with the extracellular matrix. {ECO:0000250|UniProtKB:Q9R0E1}.",PLOD3,SIGNAL 1 24 {ECO:0000255}.
O60763,cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; ER to Golgi transport vesicle membrane [GO:0012507]; fibrillar center [GO:0001650]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; transport vesicle [GO:0030133],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:19454686, ECO:0000269|PubMed:9478999}. Golgi apparatus membrane {ECO:0000269|PubMed:19454686, ECO:0000269|PubMed:9478999}; Peripheral membrane protein {ECO:0000269|PubMed:19454686, ECO:0000269|PubMed:9478999}. Note=Recycles between the cytosol and the Golgi apparatus during interphase. During interphase, the phosphorylated form is found exclusively in cytosol; the unphosphorylated form is associated with Golgi apparatus membranes. {ECO:0000269|PubMed:19454686, ECO:0000269|PubMed:9478999}.",USO1 VDP,
O60841,cytoplasm [GO:0005737]; cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q05D44}.,EIF5B IF2 KIAA0741,
O60925,prefoldin complex [GO:0016272],,PFDN1 PFD1,
O75165,azurophil granule membrane [GO:0035577]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667],SUBCELLULAR LOCATION: Early endosome {ECO:0000269|PubMed:18256511}. Early endosome membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000269|PubMed:18256511}. Endosome membrane {ECO:0000269|PubMed:24643499}.,DNAJC13 KIAA0678 RME8,
O75396,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; melanosome [GO:0042470]; phagocytic vesicle membrane [GO:0030670]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]; transport vesicle [GO:0030133],"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q4KM74}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q4KM74}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:Q4KM74}. Golgi apparatus, cis-Golgi network membrane {ECO:0000250|UniProtKB:Q4KM74}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q4KM74}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Concentrated most in the intermediate compartment/cis-Golgi network and the cis-Golgi cisternae 1 and 2. Greatly reduced in concentration at the trans end of the Golgi apparatus (By similarity). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). {ECO:0000250|UniProtKB:Q4KM74, ECO:0000269|PubMed:17081065}.",SEC22B SEC22L1,
O75594,extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; phagocytic vesicle lumen [GO:0097013]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724],SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:16354652}. Cytoplasmic granule {ECO:0000250}.,PGLYRP1 PGLYRP PGRP TNFSF3L SBBI68 UNQ639/PRO1269,SIGNAL 1 21 {ECO:0000255}.
O76061,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471],SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,STC2,SIGNAL 1 24 {ECO:0000255}.
O76096,cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; lysosome [GO:0005764]; multivesicular body [GO:0005771],SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:12423348}. Cytoplasm {ECO:0000269|PubMed:12423348}.,CST7,"SIGNAL 1 19 {ECO:0000244|PubMed:25944712, ECO:0000255}."
O94985,cell junction [GO:0030054]; cell surface [GO:0009986]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; Golgi membrane [GO:0000139]; integral component of postsynaptic density membrane [GO:0099061]; integral component of spine apparatus membrane [GO:0099065]; nucleus [GO:0005634]; postsynaptic endosome [GO:0098845]; postsynaptic membrane [GO:0045211],"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17332754}; Single-pass type I membrane protein {ECO:0000269|PubMed:17332754}. Golgi apparatus membrane {ECO:0000269|PubMed:17332754}. Cell projection {ECO:0000269|PubMed:17332754}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Nucleus {ECO:0000269|PubMed:17332754}. Note=Neurite tips. Localized in the postsynaptic membrane of both excitatory and inhibitory synapses (By similarity). The AlcICD fragment is translocated to the nucleus upon interaction with APBB1. {ECO:0000250}.",CLSTN1 CS1 KIAA0911,SIGNAL 1 28 {ECO:0000269|PubMed:15037614}.
O95206,cell junction [GO:0030054]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Cell projection, dendrite {ECO:0000250}. Cell junction, synapse, presynaptic cell membrane. Cell junction, synapse, postsynaptic cell membrane. Note=Also expressed in neuronal cell bodies. Localized to excitatory, but not with inhibitory, synapses. {ECO:0000250}.",PCDH8,SIGNAL 1 29 {ECO:0000255}.
O95399,extracellular region [GO:0005576]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,UTS2 UNQ525/PRO1068,SIGNAL 1 20
O95477,endocytic vesicle [GO:0030139]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:19258317, ECO:0000269|PubMed:19556522}; Multi-pass membrane protein {ECO:0000269|PubMed:19258317, ECO:0000269|PubMed:19556522}. Cell membrane {ECO:0000269|PubMed:24097981}. Endosome {ECO:0000269|PubMed:24097981}.",ABCA1 ABC1 CERP,
O95613,centriolar satellite [GO:0034451]; centriole [GO:0005814]; centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule organizing center [GO:0005815],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:10823944, ECO:0000269|PubMed:11171385, ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:18955030, ECO:0000269|PubMed:22797915, ECO:0000269|PubMed:27137183}. Note=Centrosomal at all stages of the cell cycle. Remains associated with centrosomes following microtubule depolymerization. Colocalized with DISC1 at the centrosome.",PCNT KIAA0402 PCNT2,
O95897,AMPA glutamate receptor complex [GO:0032281]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extrinsic component of synaptic membrane [GO:0099243]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:21228389}. Cell junction, synapse {ECO:0000250|UniProtKB:Q8BM13}. Membrane {ECO:0000250|UniProtKB:Q8BM13}. Nucleus {ECO:0000269|PubMed:25298399}. Cytoplasm {ECO:0000269|PubMed:25298399}. Note=Nuclear localization is induced by TGF-beta. {ECO:0000269|PubMed:25298399}.",OLFM2 NOE2,SIGNAL 1 20 {ECO:0000255}.
P00441,axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; dense core granule [GO:0031045]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; peroxisome [GO:0005777]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19741096}. Mitochondrion {ECO:0000269|PubMed:19741096}. Nucleus {ECO:0000269|PubMed:22496122}. Note=Predominantly cytoplasmic; the pathogenic variants ALS1 Arg-86 and Ala-94 gradually aggregates and accumulates in mitochondria. {ECO:0000269|PubMed:19741096}.,SOD1,
P00736,blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:27745832}.,C1R,SIGNAL 1 17 {ECO:0000269|PubMed:3036070}.
P00742,endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; intrinsic component of external side of plasma membrane [GO:0031233]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Secreted.,F10,SIGNAL 1 31 {ECO:0000255}.
P01024,azurophil granule lumen [GO:0035578]; blood microparticle [GO:0072562]; cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; secretory granule lumen [GO:0034774],SUBCELLULAR LOCATION: Secreted.,C3 CPAMD1,SIGNAL 1 22 {ECO:0000269|PubMed:8376604}.
P01031,extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane attack complex [GO:0005579],SUBCELLULAR LOCATION: Secreted.,C5 CPAMD4,SIGNAL 1 18 {ECO:0000255}.
P01034,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; tertiary granule lumen [GO:1904724],SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:20189825}.,CST3,"SIGNAL 1 26 {ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:6283552, ECO:0000269|PubMed:6365094, ECO:0000269|PubMed:6662498}."
P01137,axon [GO:0030424]; blood microparticle [GO:0072562]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; platelet alpha granule lumen [GO:0031093],"SUBCELLULAR LOCATION: Latency-associated peptide: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:17827158}.; SUBCELLULAR LOCATION: Transforming growth factor beta-1: Secreted {ECO:0000269|PubMed:17827158, ECO:0000269|PubMed:29483653}.",TGFB1 TGFB,SIGNAL 1 29 {ECO:0000269|PubMed:3162913}.
P01210,axon terminus [GO:0043679]; cell body fiber [GO:0070852]; dendrite [GO:0030425]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; neuronal cell body [GO:0043025]; neuronal dense core vesicle lumen [GO:0099013]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; symmetric synapse [GO:0032280]; synaptic vesicle lumen [GO:0034592],SUBCELLULAR LOCATION: Secreted.,PENK,SIGNAL 1 24 {ECO:0000255}.
P01308,endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum lumen [GO:0005788]; endosome lumen [GO:0031904]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; Golgi membrane [GO:0000139]; secretory granule lumen [GO:0034774]; transport vesicle [GO:0030133],SUBCELLULAR LOCATION: Secreted.,INS,SIGNAL 1 24 {ECO:0000269|PubMed:14426955}.
P02042,blood microparticle [GO:0072562]; cytosol [GO:0005829]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833],,HBD,
P02649,blood microparticle [GO:0072562]; chylomicron [GO:0042627]; clathrin-coated endocytic vesicle membrane [GO:0030669]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; discoidal high-density lipoprotein particle [GO:0034365]; early endosome [GO:0005769]; endocytic vesicle lumen [GO:0071682]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; high-density lipoprotein particle [GO:0034364]; intermediate-density lipoprotein particle [GO:0034363]; lipoprotein particle [GO:1990777]; low-density lipoprotein particle [GO:0034362]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synaptic cleft [GO:0043083]; very-low-density lipoprotein particle [GO:0034361],"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:2498325}. Secreted, extracellular space {ECO:0000269|PubMed:8340399}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:9488694}. Note=In the plasma, APOE is associated with chylomicrons, chylomicrons remnants, VLDL, LDL and HDL lipoproteins (PubMed:1911868, PubMed:8340399). Lipid poor oligomeric APOE is associated with the extracellular matrix in a calcium- and heparan-sulfate proteoglycans-dependent manner (PubMed:9488694). Lipidation induces the release from the extracellular matrix (PubMed:9488694). {ECO:0000269|PubMed:1911868, ECO:0000269|PubMed:8340399, ECO:0000269|PubMed:9488694}.",APOE,SIGNAL 1 18 {ECO:0000269|PubMed:7068630}.
P02656,chylomicron [GO:0042627]; collagen-containing extracellular matrix [GO:0062023]; early endosome [GO:0005769]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intermediate-density lipoprotein particle [GO:0034363]; spherical high-density lipoprotein particle [GO:0034366]; very-low-density lipoprotein particle [GO:0034361],"SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:18201179, ECO:0000303|PubMed:22510806}.",APOC3,"SIGNAL 1 20 {ECO:0000269|PubMed:3949020, ECO:0000269|PubMed:4846755}."
P02748,blood microparticle [GO:0072562]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane attack complex [GO:0005579]; other organism cell membrane [GO:0044218]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:22832194, ECO:0000269|PubMed:26841934, ECO:0000269|PubMed:8603752, ECO:0000269|PubMed:9212048, ECO:0000269|PubMed:9634479}. Target cell membrane {ECO:0000269|PubMed:26841934, ECO:0000269|PubMed:30111885, ECO:0000269|PubMed:9212048}; Multi-pass membrane protein {ECO:0000269|PubMed:26841934}. Note=Secreted as soluble monomer. Oligomerizes at target membranes, forming a pre-pore. A conformation change then leads to the formation of a 100 Angstrom diameter pore. {ECO:0000269|PubMed:26841934, ECO:0000269|PubMed:30111885, ECO:0000269|PubMed:4055801, ECO:0000269|PubMed:9634479}.",C9,SIGNAL 1 21 {ECO:0000269|PubMed:6095282}.
P02749,cell surface [GO:0009986]; chylomicron [GO:0042627]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; high-density lipoprotein particle [GO:0034364]; platelet dense granule lumen [GO:0031089]; very-low-density lipoprotein particle [GO:0034361],SUBCELLULAR LOCATION: Secreted.,APOH B2G1,"SIGNAL 1 19 {ECO:0000269|PubMed:11250549, ECO:0000269|PubMed:1602135, ECO:0000269|PubMed:2349221, ECO:0000269|PubMed:6587378}."
P02765,blood microparticle [GO:0072562]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; platelet alpha granule lumen [GO:0031093]; secretory granule lumen [GO:0034774],SUBCELLULAR LOCATION: Secreted.,AHSG FETUA PRO2743,"SIGNAL 1 18 {ECO:0000269|PubMed:12665801, ECO:0000269|PubMed:3944104}."
P02774,blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202],SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:2423133}.,GC,"SIGNAL 1 16 {ECO:0000269|PubMed:218624, ECO:0000269|PubMed:2423133}."
