Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
O60264,chromatin silencing complex [GO:0005677]; condensed chromosome [GO:0000793]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NURF complex [GO:0016589]; RSF complex [GO:0031213],"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00624, ECO:0000269|PubMed:12434153}.",SMARCA5 SNF2H WCRF135,
O60506,catalytic step 2 spliceosome [GO:0071013]; CRD-mediated mRNA stability complex [GO:0070937]; endoplasmic reticulum [GO:0005783]; GAIT complex [GO:0097452]; histone pre-mRNA 3'end processing complex [GO:0071204]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11574476, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:19029303}. Microsome {ECO:0000250|UniProtKB:Q7TMK9}. Endoplasmic reticulum {ECO:0000250}. Nucleus {ECO:0000250|UniProtKB:Q7TMK9}. Note=The tyrosine phosphorylated form bound to RNA is found in microsomes (By similarity). Localized in cytoplasmic mRNP granules containing untranslated mRNAs (By similarity). {ECO:0000250|UniProtKB:O43390, ECO:0000250|UniProtKB:Q7TMK9}.; SUBCELLULAR LOCATION: Isoform 1: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q7TMK9}. Note=Expressed predominantly in the nucleoplasm. {ECO:0000250|UniProtKB:Q7TMK9}.; SUBCELLULAR LOCATION: Isoform 2: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q7TMK9}. Note=Expressed predominantly in the nucleoplasm. {ECO:0000250|UniProtKB:Q7TMK9}.; SUBCELLULAR LOCATION: Isoform 3: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q7TMK9}. Note=Expressed predominantly in the nucleoplasm. {ECO:0000250|UniProtKB:Q7TMK9}.",SYNCRIP HNRPQ NSAP1,
O60841,cytoplasm [GO:0005737]; cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q05D44}.,EIF5B IF2 KIAA0741,
O60942,nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.,RNGTT CAP1A,
O75312,axon [GO:0030424]; Cajal body [GO:0015030]; cytoplasm [GO:0005737]; Gemini of coiled bodies [GO:0097504]; growth cone [GO:0030426]; neuronal cell body [GO:0043025]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Nucleus. Nucleus, nucleolus. Nucleus, gem. Nucleus, Cajal body. Cytoplasm, perinuclear region. Cytoplasm. Cell projection, axon {ECO:0000250}. Cell projection, growth cone {ECO:0000250}. Note=Colocalized with SMN1 in Gemini of coiled bodies (gems), Cajal bodies, axon and growth cones of neurons (By similarity). Localized predominantly in the cytoplasm in serum-starved cells growth arrested in G0 of the mitotic cell cycle. Localized both in the nucleus and cytoplasm at the G1 phase of the mitotic cell cycle. Accumulates in the subnuclear bodies during progression into the S phase of the mitotic cell cycle. Diffusely localized throughout the cell during mitosis. Colocalized with NPAT and SMN1 in nuclear bodies including gems (Gemini of coiled bodies) and Cajal bodies in a cell cycle-dependent manner. Translocates together with EEF1A1 from the cytoplasm to the nucleolus after treatment with mitogens. Colocalized with EGFR in the cytoplasm of quiescent cells. Translocates from the cytoplasm to the nucleus in a epidermal growth factor (EGF)-dependent manner. {ECO:0000250}.",ZPR1 ZNF259,
O75347,cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; nucleolus [GO:0005730],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",TBCA,
O75533,catalytic step 2 spliceosome [GO:0071013]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U11/U12 snRNP [GO:0034693]; U12-type spliceosomal complex [GO:0005689]; U2 snRNP [GO:0005686]; U2-type precatalytic spliceosome [GO:0071005]; U2-type prespliceosome [GO:0071004],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:27720643, ECO:0000269|PubMed:28541300}. Nucleus speckle. Note=During mitosis, transiently dispersed from the nuclear speckles to the cytoplasm.",SF3B1 SAP155,
O75643,catalytic step 2 spliceosome [GO:0071013]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; post-mRNA release spliceosomal complex [GO:0071014]; spliceosomal complex [GO:0005681]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:28781166, ECO:0000269|PubMed:29301961, ECO:0000269|PubMed:29360106, ECO:0000269|PubMed:29361316, ECO:0000269|PubMed:30315277, ECO:0000269|PubMed:30705154, ECO:0000269|PubMed:30728453, ECO:0000269|PubMed:9539711}.",SNRNP200 ASCC3L1 HELIC2 KIAA0788,
O75663,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17944932}.,TIPRL,
O75717,cytoplasm [GO:0005737]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; replication fork protection complex [GO:0031298],"SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000250}.",WDHD1 AND1,
O75821,cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03006}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03006, ECO:0000269|PubMed:17094969}. Cytoplasm, perinuclear region {ECO:0000255|HAMAP-Rule:MF_03006, ECO:0000269|PubMed:17094969}. Note=Colocalizes with AIFM1 in the nucleus and perinuclear region.",EIF3G EIF3S4,
O76003,cell cortex [GO:0005938]; cytosol [GO:0005829]; dendrite [GO:0030425]; nucleus [GO:0005634]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000305|PubMed:27519415}. Cytoplasm, cell cortex {ECO:0000269|PubMed:10636891}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250|UniProtKB:Q9CQM9}. Note=Under the plasma membrane (By similarity). After PMA stimulation, GLRX3 and PRKCQ/PKC-theta translocate to a more extended submembrane area (By similarity). In the Z line, found associated with CSRP3 (By similarity). {ECO:0000250|UniProtKB:Q9CQM9}.",GLRX3 PICOT TXNL2 HUSSY-22,
O76021,90S preribosome [GO:0030686]; membrane [GO:0016020]; nucleolus [GO:0005730],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:11790298, ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:18678645, ECO:0000269|PubMed:22419112}. Note=Colocalizes with ING1 in the nucleolus after UV stress. {ECO:0000269|PubMed:22419112}.",RSL1D1 CATX11 CSIG PBK1 L12,
O94808,cytosol [GO:0005829],,GFPT2,
O94874,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; neuron projection [GO:0043005]; protein-containing complex [GO:0032991],"SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:20018847, ECO:0000269|PubMed:20164180, ECO:0000269|PubMed:20228063}. Cytoplasm, cytosol {ECO:0000269|PubMed:20228063}.",UFL1 KIAA0776 MAXER NLBP RCAD,
O94903,cytoplasm [GO:0005737]; intracellular [GO:0005622],,PLPBP PROSC,
O95232,nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004],"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:10631324, ECO:0000269|PubMed:12565863}. Note=The subnuclear localization is affected by cisplatin.",LUC7L3 CREAP1 CROP O48,
O95373,cytosol [GO:0005829]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm. Nucleus.,IPO7 RANBP7,
O95379,cytoplasm [GO:0005737]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14724590}.,TNFAIP8,
O95416,nuclear chromatin [GO:0000790]; nuclear transcription factor complex [GO:0044798]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00267}.,SOX14 SOX28,
O95447,axoneme [GO:0005930],,LCA5L C21orf13,
O95777,Lsm2-8 complex [GO:0120115]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10523320, ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28781166}.",LSM8,
O95816,axon [GO:0030424]; chaperone complex [GO:0101031]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic microtubule [GO:1901588],,BAG2,
O95834,cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; spindle [GO:0005819],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11694528}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:11694528}. Note=Colocalizes with the microtubule cytoskeleton. Colocalizes with the mitotic spindle.",EML2 EMAP2 EMAPL2,
O95861,cytosol [GO:0005829],,BPNT1,
O95989,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,NUDT3 DIPP DIPP1,
O96019,Ino80 complex [GO:0031011]; npBAF complex [GO:0071564]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; SWI/SNF complex [GO:0016514],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18026119}.,ACTL6A BAF53 BAF53A INO80K,
P02042,blood microparticle [GO:0072562]; cytosol [GO:0005829]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833],,HBD,
P02545,cytosol [GO:0005829]; intermediate filament [GO:0005882]; lamin filament [GO:0005638]; nuclear envelope [GO:0005635]; nuclear lamina [GO:0005652]; nuclear membrane [GO:0031965]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15372542}. Nucleus envelope {ECO:0000269|PubMed:29599122}. Nucleus lamina. Nucleus, nucleoplasm. Note=Farnesylation of prelamin-A/C facilitates nuclear envelope targeting and subsequent cleaveage by ZMPSTE24/FACE1 to remove the farnesyl group produces mature lamin-A/C, which can then be inserted into the nuclear lamina. EMD is required for proper localization of non-farnesylated prelamin-A/C.; SUBCELLULAR LOCATION: Isoform C: Nucleus speckle {ECO:0000269|PubMed:16061563}.",LMNA LMN1,
P04183,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm.,TK1,
P05386,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; focal adhesion [GO:0005925],,RPLP1 RRP1,
P05455,"cytoplasm [GO:0005737]; nuclear chromosome, telomeric region [GO:0000784]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]",SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,SSB,
P06132,cytosol [GO:0005829]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm.,UROD,
P06748,centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; ribonucleoprotein complex [GO:1990904]; spindle pole centrosome [GO:0031616],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:19208757, ECO:0000269|PubMed:22528486, ECO:0000269|PubMed:25818168, ECO:0000269|PubMed:25956029}. Nucleus, nucleoplasm {ECO:0000269|PubMed:25818168}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}. Note=Generally nucleolar, but is translocated to the nucleoplasm in case of serum starvation or treatment with anticancer drugs. Has been found in the cytoplasm in patients with primary acute myelogenous leukemia (AML), but not with secondary AML. Can shuttle between cytoplasm and nucleus. Co- localizes with the methylated form of RPS10 in the granular component (GC) region of the nucleolus. Colocalized with nucleolin and APEX1 in nucleoli. Isoform 1 of NEK2 is required for its localization to the centrosome during mitosis.",NPM1 NPM,
P08243,cytosol [GO:0005829],,ASNS TS11,
