Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
O00154,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Isoform 4: Cytoplasm, cytosol {ECO:0000305|PubMed:12435388}.; SUBCELLULAR LOCATION: Isoform 6: Cytoplasm, cytosol {ECO:0000305|PubMed:12435388}.; SUBCELLULAR LOCATION: Isoform 1: Mitochondrion {ECO:0000269|PubMed:12435388}.; SUBCELLULAR LOCATION: Isoform 5: Mitochondrion {ECO:0000269|PubMed:12435388}.",ACOT7 BACH,
O00231,"cytosol [GO:0005829]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, cytosol {ECO:0000250}.",PSMD11,
O00232,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nuclear proteasome complex [GO:0031595]; nucleoplasm [GO:0005654]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]",,PSMD12,
O00233,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, base subcomplex [GO:0008540]",,PSMD9,
O00267,DSIF complex [GO:0032044]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10075709}.,SUPT5H SPT5 SPT5H,
O00273,cytosol [GO:0005829]; lipid droplet [GO:0005811]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Cytoplasm.,DFFA DFF1 DFF45 H13,
O00299,blood microparticle [GO:0072562]; brush border [GO:0005903]; chloride channel complex [GO:0034707]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; vesicle [GO:0031982],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:9139710}. Nucleus membrane {ECO:0000269|PubMed:9139710}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:10793131, ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:9139710, ECO:0000305|PubMed:11978800, ECO:0000305|PubMed:14613939}. Cell membrane {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:11940526, ECO:0000269|PubMed:14613939, ECO:0000305|PubMed:11978800}; Single-pass membrane protein {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:14613939}. Note=Mostly in the nucleus including in the nuclear membrane (PubMed:9139710, PubMed:12681486). Small amount in the cytoplasm and the plasma membrane (PubMed:9139710). Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain (PubMed:11940526, PubMed:11551966, PubMed:14613939). {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:11940526, ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:14613939, ECO:0000269|PubMed:9139710}.",CLIC1 G6 NCC27,
O00303,"cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; membrane [GO:0016020]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03005}.,EIF3F EIF3S5,
O00339,basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,MATN2 UNQ193/PRO219,SIGNAL 1 23 {ECO:0000255}.
O00391,endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173]; intercellular bridge [GO:0045171]; intracellular membrane-bounded organelle [GO:0043231]; platelet alpha granule lumen [GO:0031093]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724],"SUBCELLULAR LOCATION: Isoform 1: Golgi apparatus membrane {ECO:0000269|PubMed:17331072, ECO:0000269|PubMed:23704371}; Single-pass membrane protein {ECO:0000305|PubMed:17331072}. Secreted {ECO:0000269|PubMed:29757379}. Note=A small proportion is secreted, probably via a proteolytic cleavage that removes the membrane anchor. {ECO:0000305|PubMed:29757379}.; SUBCELLULAR LOCATION: Isoform 2: Secreted {ECO:0000269|PubMed:10708601}. Note=Found in the extracellular medium of quiescent cells but is not found in proliferating cells. {ECO:0000269|PubMed:10708601}.",QSOX1 QSCN6 UNQ2520/PRO6013,SIGNAL 1 29 {ECO:0000255}.
O00410,cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear pore [GO:0005643]; nucleolus [GO:0005730]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Nucleus, nucleolus. Note=Nucleus; nuclear rim. Found particularly in the nuclear rim and nucleolus.",IPO5 KPNB3 RANBP5,
O00468,basement membrane [GO:0005604]; cell junction [GO:0030054]; collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Isoform 1: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:20551380}. Note=Synaptic basal lamina at the neuromuscular junction. {ECO:0000250|UniProtKB:P31696}.; SUBCELLULAR LOCATION: Isoform 2: Cell junction, synapse {ECO:0000250|UniProtKB:A2ASQ1}. Cell membrane {ECO:0000250|UniProtKB:A2ASQ1}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:A2ASQ1}.",AGRN AGRIN,SIGNAL 1 29 {ECO:0000255}.
O00469,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; rough endoplasmic reticulum membrane [GO:0030867],SUBCELLULAR LOCATION: Rough endoplasmic reticulum membrane; Peripheral membrane protein; Lumenal side.,PLOD2,SIGNAL 1 25 {ECO:0000255}.
O00471,cytoplasm [GO:0005737]; cytosol [GO:0005829]; exocyst [GO:0000145]; midbody [GO:0030496],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9119050}. Midbody {ECO:0000269|PubMed:18756269}. Note=Localization at the midbody requires the presence of RALA, EXOC2 and EXOC3. {ECO:0000269|PubMed:18756269}.",EXOC5 SEC10 SEC10L1,
O00487,"cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]",,PSMD14 POH1,
O00560,adherens junction [GO:0005912]; azurophil granule lumen [GO:0035578]; blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; focal adhesion [GO:0005925]; interleukin-5 receptor complex [GO:0005895]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; membrane [GO:0016020]; membrane raft [GO:0045121]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cell junction, focal adhesion {ECO:0000269|PubMed:11179419}. Cell junction, adherens junction {ECO:0000269|PubMed:11179419}. Cell membrane {ECO:0000269|PubMed:11179419, ECO:0000269|PubMed:25893292, ECO:0000269|PubMed:27386966}; Peripheral membrane protein {ECO:0000269|PubMed:11179419, ECO:0000269|PubMed:27386966}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:17081065}; Peripheral membrane protein {ECO:0000269|PubMed:17081065}. Nucleus {ECO:0000269|PubMed:11179419}. Melanosome {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Cytoplasm, cytosol {ECO:0000269|PubMed:11179419}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11179419}. Secreted, extracellular exosome {ECO:0000269|PubMed:22660413}. Membrane raft {ECO:0000269|PubMed:25893292}. Note=Mainly membrane-associated. Localized to adherens junctions, focal adhesions and endoplasmic reticulum. Colocalized with actin stress fibers. Also found in the nucleus. Identified by mass spectrometry in melanosome fractions from stage I to stage IV. Associated to the plasma membrane in the presence of FZD7 and phosphatidylinositol 4,5-bisphosphate (PIP2) (PubMed:27386966). {ECO:0000269|PubMed:11179419, ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:27386966}.",SDCBP MDA9 SYCL,
O00571,cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; mitochondrial outer membrane [GO:0005741]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; P granule [GO:0043186]; secretory granule lumen [GO:0034774],"SUBCELLULAR LOCATION: Nucleus speckle. Cytoplasm. Mitochondrion outer membrane. Note=Located predominantly in nuclear speckles and, at low levels, throughout the cytoplasm. Located to the outer side of nuclear pore complexes (NPC). Shuttles between the nucleus and the cytoplasm in a XPO1 and may be also in a NFX1-dependent manner. Associated with polyadenylated mRNAs in the cytoplasm and the nucleus. Predominantly located in nucleus during G(0) phase and in the cytoplasm during G1/S phase.",DDX3X DBX DDX3,
O00584,azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764],SUBCELLULAR LOCATION: Secreted. Lysosome lumen. Endoplasmic reticulum lumen. Note=Subcellular fractionation of transfected ovarian cancer cells reveals full-length RNASET2 in the endoplasmic reticulum fraction and the 2 smaller RNASET2 proteolytic products in the lysosome fraction.,RNASET2 RNASE6PL,SIGNAL 1 24 {ECO:0000255}.
O00592,apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; filopodium [GO:0030175]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; lamellipodium [GO:0030027]; membrane raft [GO:0045121]; microtubule organizing center [GO:0005815]; microvillus membrane [GO:0031528]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; slit diaphragm [GO:0036057],"SUBCELLULAR LOCATION: Apical cell membrane. Cell projection, lamellipodium. Cell projection, filopodium. Cell projection, ruffle. Cell projection, microvillus {ECO:0000250}. Membrane raft {ECO:0000250}. Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=In single attached epithelial cells is restricted to a preapical pole on the free plasma membrane whereas other apical and basolateral proteins are not yet polarized. Colocalizes with SLC9A3R2 at the apical plasma membrane during epithelial polarization. Colocalizes with SLC9A3R1 at the trans-Golgi network (transiently) and at the apical plasma membrane. Its association with the membrane raft is transient. Colocalizes with actin filaments, EZR and SLC9A3R1 in a punctate pattern at the apical cell surface where microvilli form. Colocalizes with EZR and SLC9A3R2 at the apical cell membrane of glomerular epithelium cells (By similarity). Forms granular, punctuated pattern, forming patches, preferentially adopting a polar distribution, located on the migrating poles of the cell or forming clusters along the terminal ends of filipodia establishing contact with the endothelial cells. Colocalizes with the submembrane actin of lamellipodia, particularly associated with ruffles. Colocalizes with vinculin at protrusions of cells. Colocalizes with ITGB1. Colocalizes with PARD3, PRKCI, EXOC5, OCLN, RAB11A and RAB8A in apical membrane initiation sites (AMIS) during the generation of apical surface and luminogenesis (By similarity). {ECO:0000250}.",PODXL PCLP PCLP1,SIGNAL 1 22 {ECO:0000255}.
O00622,collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012],SUBCELLULAR LOCATION: Secreted.,CCN1 CYR61 GIG1 IGFBP10,SIGNAL 1 24 {ECO:0000255}.
O00754,azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; vacuolar membrane [GO:0005774],SUBCELLULAR LOCATION: Lysosome.,MAN2B1 LAMAN MANB,SIGNAL 1 49
O14498,extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; platelet alpha granule lumen [GO:0031093],SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,ISLR UNQ189/PRO215,SIGNAL 1 18 {ECO:0000255}.
O14579,COPI vesicle coat [GO:0030126]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]; transport vesicle [GO:0030133],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it. {ECO:0000250}.",COPE,
O14657,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965],SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:15147511}. Nucleus membrane {ECO:0000269|PubMed:15147511}.,TOR1B DQ1 FKSG18,SIGNAL 1 24 {ECO:0000255}.
O14672,cell surface [GO:0009986]; cytoplasm [GO:0005737]; dendritic spine [GO:0043197]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi-associated vesicle [GO:0005798]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]; pore complex [GO:0046930]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; specific granule membrane [GO:0035579]; synaptic membrane [GO:0097060]; synaptic vesicle [GO:0008021]; tertiary granule membrane [GO:0070821]; tetraspanin-enriched microdomain [GO:0097197]; trans-Golgi network [GO:0005802],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20624979, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:24990881, ECO:0000269|PubMed:26686862, ECO:0000269|PubMed:29430990, ECO:0000269|PubMed:30463011}; Single-pass type I membrane protein {ECO:0000305}. Golgi apparatus membrane {ECO:0000269|PubMed:12475894}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:12475894}. Cell projection, axon {ECO:0000250|UniProtKB:O35598}. Cell projection, dendrite {ECO:0000250|UniProtKB:O35598}. Cell junction, adherens junction {ECO:0000269|PubMed:30463011}. Cytoplasm {ECO:0000269|PubMed:30463011}. Note=Is localized in the plasma membrane but is also expressed in the Golgi apparatus and in clathrin-coated vesicles derived likely from the Golgi (PubMed:12475894). During long term depression, it is recruited to the cell membrane by DLG1 (PubMed:23676497). The immature form is mainly located near cytoplasmic fibrillar structures, while the mature form is predominantly located at zonula adherens and the cell membrane (PubMed:30463011). The localization and clustering of mature ADAM10 to zonula adherens is regulated by AFDN, TSPAN33, PLEKHA7 and PDZD11 (PubMed:30463011). {ECO:0000269|PubMed:12475894, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:30463011}.",ADAM10 KUZ MADM,SIGNAL 1 19 {ECO:0000255}.
O14737,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634],,PDCD5 TFAR19,
O14745,actin cytoskeleton [GO:0015629]; apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; membrane [GO:0016020]; membrane raft [GO:0045121]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; perinuclear region of cytoplasm [GO:0048471]; ruffle [GO:0001726]; sperm midpiece [GO:0097225]; stereocilium tip [GO:0032426]; vesicle [GO:0031982],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Apical cell membrane {ECO:0000250}. Endomembrane system; Peripheral membrane protein. Cell projection, filopodium. Cell projection, ruffle. Cell projection, microvillus. Note=Translocates from the cytoplasm to the apical cell membrane in a PODXL-dependent manner. Colocalizes with CFTR at the midpiece of sperm tail (By similarity). Colocalizes with actin in microvilli-rich apical regions of the syncytiotrophoblast. Found in microvilli, ruffling membrane and filopodia of HeLa cells. Present in lipid rafts of T-cells. {ECO:0000250}.",SLC9A3R1 NHERF NHERF1,
O14773,extracellular exosome [GO:0070062]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; melanosome [GO:0042470],SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:19941651}. Melanosome {ECO:0000269|PubMed:12643545}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:12643545}.,TPP1 CLN2 GIG1 UNQ267/PRO304,SIGNAL 1 19 {ECO:0000269|PubMed:11054422}.
O14786,axon [GO:0030424]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; early endosome [GO:0005769]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; integral component of postsynaptic membrane [GO:0099055]; neurofilament [GO:0005883]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; semaphorin receptor complex [GO:0002116]; sorting endosome [GO:0097443],SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: Isoform 2: Secreted.,NRP1 NRP VEGF165R,"SIGNAL 1 21 {ECO:0000269|PubMed:10688880, ECO:0000269|PubMed:9529250}."
O14818,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12181345}. Nucleus {ECO:0000269|PubMed:12181345}.,PSMA7 HSPC,
O14950,cell cortex region [GO:0099738]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; myosin complex [GO:0016459],,MYL12B MRLC2 MYLC2B,
O14974,A band [GO:0031672]; actin cytoskeleton [GO:0015629]; centrosome [GO:0005813]; contractile fiber [GO:0043292]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]; PTW/PP1 phosphatase complex [GO:0072357]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12923170, ECO:0000269|PubMed:18477460}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:12923170}. Note=Also along actomyosin filaments. {ECO:0000269|PubMed:12923170}.",PPP1R12A MBS MYPT1,
O15031,cell surface [GO:0009986]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; semaphorin receptor complex [GO:0002116],SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12533544}; Single-pass type I membrane protein {ECO:0000255}.,PLXNB2 KIAA0315,SIGNAL 1 19 {ECO:0000255}.
O15055,cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Isoform 1: Nucleus. Cytoplasm {ECO:0000250|UniProtKB:O54943}. Cytoplasm, perinuclear region {ECO:0000250}. Note=Nucleocytoplasmic shuttling is effected by interaction with other circadian core oscillator proteins and/or by phosphorylation. Translocate to the nucleus after phosphorylation by CSNK1D or CSNK1E. Also translocated to the nucleus by CRY1 or CRY2. PML regulates its nuclear localization.; SUBCELLULAR LOCATION: Isoform 2: Nucleus, nucleolus {ECO:0000269|PubMed:24202686}.",PER2 KIAA0347,
O15067,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,PFAS KIAA0361,
O15078,centriolar satellite [GO:0034451]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary transition zone [GO:0035869]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; membrane [GO:0016020]; MKS complex [GO:0036038]; nucleus [GO:0005634]; photoreceptor connecting cilium [GO:0032391]; protein-containing complex [GO:0032991]; specific granule lumen [GO:0035580],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:16682973, ECO:0000269|PubMed:21493627, ECO:0000269|PubMed:21565611, ECO:0000269|PubMed:22797915}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000269|PubMed:17705300, ECO:0000269|PubMed:21493627, ECO:0000269|PubMed:22797915, ECO:0000269|PubMed:23943788, ECO:0000269|PubMed:24121310}. Nucleus {ECO:0000250|UniProtKB:Q6A078}. Cell projection, cilium {ECO:0000269|PubMed:23943788}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q6A078}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:22797915}. Cytoplasmic vesicle {ECO:0000303|PubMed:24051377}. Note=Displaced from centriolar satellites in response to cellular stress, such as ultraviolet light (UV) radiation or heat shock (PubMed:24121310). Found in the connecting cilium of photoreceptor cells, base of cilium in kidney intramedullary collecting duct cells (By similarity). Localizes at the transition zone, a region between the basal body and the ciliary axoneme (PubMed:23943788). Localization at the ciliary transition zone as well as at centriolar satellites is BBsome-dependent (PubMed:23943788). {ECO:0000250|UniProtKB:Q6A078, ECO:0000269|PubMed:23943788, ECO:0000269|PubMed:24121310}.",CEP290 BBS14 KIAA0373 NPHP6,
O15143,actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; nucleus [GO:0005634]; tubulobulbar complex [GO:0036284],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11741539, ECO:0000269|PubMed:9230079}. Nucleus {ECO:0000269|PubMed:29925947}.",ARPC1B ARC41,
O15144,actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; muscle cell projection membrane [GO:0036195]; neuron projection [GO:0043005]; nucleus [GO:0005634]; site of double-strand break [GO:0035861],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9230079}. Cell projection {ECO:0000269|PubMed:9230079}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q9CVB6}. Nucleus {ECO:0000269|PubMed:29925947}.",ARPC2 ARC34 PRO2446,
