Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
A2RUS2,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:A2RT67}. Note=Transiently recruited to membranes to activate RAB12. {ECO:0000250|UniProtKB:A2RT67}.,DENND3 KIAA0870,
A3KN83,nucleus [GO:0005634],,SBNO1 MOP3,
A4UGR9,cell junction [GO:0030054]; Z disc [GO:0030018],SUBCELLULAR LOCATION: Cell junction {ECO:0000269|PubMed:15454575}. Note=Colocalizes with actin stress fibers. {ECO:0000250}.,XIRP2 CMYA3,
A6H8Y1,nucleoplasm [GO:0005654]; transcription factor TFIIIB complex [GO:0000126],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11161782}.,BDP1 KIAA1241 KIAA1689 TFNR,
A6ND36,cytosol [GO:0005829]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:24554596}. Nucleus {ECO:0000269|PubMed:24554596}. Note=Detected predominantly in cytosolic. Upon BMP stimulation, a small portion of PAWS1 is detected in the nucleus. {ECO:0000269|PubMed:24554596}.",FAM83G PAWS1,
A6NDG6,cytoplasm [GO:0005737],,PGP,
A6NDK9,cis-Golgi network [GO:0005801]; Golgi apparatus [GO:0005794]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580],,GOLGA6C,
A6NFN3,cytoplasm [GO:0005737]; nucleus [GO:0005634]; perikaryon [GO:0043204],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24215932}. Cytoplasm {ECO:0000269|PubMed:24215932}. Note=Largely restricted to neuronal nuclei. However, significant cytoplasmic localization in neurons from brains from HIV-infected individuals with cognitive impairment. {ECO:0000269|PubMed:24215932}.",RBFOX3,
A6NHR9,Barr body [GO:0001740]; site of double-strand break [GO:0035861],"SUBCELLULAR LOCATION: Chromosome {ECO:0000269|PubMed:24790221, ECO:0000269|PubMed:25294876}. Note=Recruited to inactivated chromosome X in females by Xist RNA (By similarity). Localizes at sites of DNA damage at double-strand breaks (DSBs) (PubMed:25294876, PubMed:24790221). {ECO:0000250|UniProtKB:Q6P5D8, ECO:0000269|PubMed:24790221, ECO:0000269|PubMed:25294876}.",SMCHD1 KIAA0650,
A6NIH7,ciliary transition zone [GO:0035869]; cilium [GO:0005929]; cytosol [GO:0005829],"SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000269|PubMed:22085962}. Note=Enriched at the transition zone and extended into the proximal end of the cilium.",UNC119B,
A6NJZ7,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q3V0F0}.",RIMBP3C,
A8K8P3,centriole [GO:0005814]; centrosome [GO:0005813]; cytosol [GO:0005829],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:14504268, ECO:0000269|PubMed:16956364}. Note=Localized close to the centriole.",SFI1 KIAA0542,
A8MPX8,cytosol [GO:0005829]; nucleus [GO:0005634],,PP2D1 C3orf48,
A8MX34,cytosol [GO:0005829]; keratin filament [GO:0045095],,KRTAP29-1 KAP29.2,
A8MXV4,cytosol [GO:0005829]; peroxisomal matrix [GO:0005782],SUBCELLULAR LOCATION: Peroxisome {ECO:0000250}.,NUDT19,
E9PAV3,nascent polypeptide-associated complex [GO:0005854]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P70670}. Nucleus {ECO:0000250|UniProtKB:P70670}.,NACA,
L0R819,cytoplasm [GO:0005737],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23160002}.,ASDURF,
O00139,centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; membrane [GO:0016020]; microtubule [GO:0005874]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleus [GO:0005634]; sperm principal piece [GO:0097228]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle pole. Cytoplasm, cytoskeleton, spindle. Note=Localized to the spindle microtubules and spindle poles from prophase to metaphase. Efficient targeting to spindle microtubules and spindle poles requires the kinase activity of PLK1. Recruited to mitotic spindles by interaction with PSRC1.",KIF2A KIF2 KNS2,
O00151,cell-cell adherens junction [GO:0005913]; filamentous actin [GO:0031941]; focal adhesion [GO:0005925]; stress fiber [GO:0001725]; transcription factor complex [GO:0005667]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10861853, ECO:0000269|PubMed:11110697}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10861853, ECO:0000269|PubMed:11110697}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:10861853}. Note=Associates with actin stress fibers. {ECO:0000269|PubMed:11110697}.",PDLIM1 CLIM1 CLP36,
O00170,aryl hydrocarbon receptor complex [GO:0034751]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm.,AIP XAP2,
O00233,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, base subcomplex [GO:0008540]",,PSMD9,
O00244,cytosol [GO:0005829],,ATOX1 HAH1,
O00255,"chromatin [GO:0000785]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum lumen [GO:0005788]; histone methyltransferase complex [GO:0035097]; nuclear chromatin [GO:0000790]; nuclear chromosome, telomeric region [GO:0000784]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]",SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12874027}. Note=Concentrated in nuclear body-like structures. Relocates to the nuclear matrix upon gamma irradiation.,MEN1 SCG2,
O00267,DSIF complex [GO:0032044]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10075709}.,SUPT5H SPT5 SPT5H,
O00268,cytosol [GO:0005829]; MLL1 complex [GO:0071339]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]; transcription factor TFIID complex [GO:0005669]; transcription factor TFTC complex [GO:0033276],SUBCELLULAR LOCATION: Nucleus.,TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135,
O00273,cytosol [GO:0005829]; lipid droplet [GO:0005811]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Cytoplasm.,DFFA DFF1 DFF45 H13,
O00303,"cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; membrane [GO:0016020]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03005}.,EIF3F EIF3S5,
O00329,cytoplasm [GO:0005737]; cytosol [GO:0005829]; mast cell granule [GO:0042629]; membrane [GO:0016020]; phosphatidylinositol 3-kinase complex [GO:0005942]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22020336}.,PIK3CD,
O00399,centrosome [GO:0005813]; condensed chromosome kinetochore [GO:0000777]; cytosol [GO:0005829]; dynactin complex [GO:0005869],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:23455152}.",DCTN6 WS3,
O00410,cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear pore [GO:0005643]; nucleolus [GO:0005730]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Nucleus, nucleolus. Note=Nucleus; nuclear rim. Found particularly in the nuclear rim and nucleolus.",IPO5 KPNB3 RANBP5,
O00422,ASAP complex [GO:0061574]; cytosol [GO:0005829]; histone deacetylase complex [GO:0000118]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16314458}. Cytoplasm {ECO:0000269|PubMed:16314458}. Nucleus speckle {ECO:0000269|PubMed:20966198}. Note=Shuttles between the nucleus and the cytoplasm (PubMed:16314458). Colocalizes with ACIN1 and SRSF2 in nuclear speckles (PubMed:20966198). {ECO:0000269|PubMed:16314458, ECO:0000269|PubMed:20966198}.",SAP18 GIG38,
O00423,cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; mitotic spindle midzone [GO:1990023]; mitotic spindle pole [GO:0097431]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q05BC3}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q05BC3}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:24859200}. Note=Detected in cytoplasmic punctae. Co-localizes with microtubules (PubMed:24859200). Enriched in perinuclear regions during interphase and in the region of spindle microtubules during metaphase. Enriched at the midzone during telophase and cytokinesis. Detected at growth cones in neurons (By similarity). {ECO:0000250|UniProtKB:Q05BC3, ECO:0000269|PubMed:24859200}.",EML1 EMAP1 EMAPL EMAPL1,
O00425,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=Found in lamellipodia of the leading edge, in the perinuclear region, and beneath the plasma membrane. The subcytoplasmic localization is cell specific and regulated by cell contact and growth. Localized at the connecting piece and the tail of the spermatozoa. Colocalized with CD44 mRNA in RNP granules. In response to cellular stress, such as oxidative stress, recruited to stress granules.",IGF2BP3 IMP3 KOC1 VICKZ3,
O00442,nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus, nucleoplasm.",RTCA RPC RPC1 RTC1 RTCD1,
O00458,cytoplasm [GO:0005737]; nucleus [GO:0005634],,IFRD1,
O00459,cytosol [GO:0005829]; nucleus [GO:0005634]; phosphatidylinositol 3-kinase complex [GO:0005942],,PIK3R2,
O00470,nuclear chromatin [GO:0000790]; transcription factor complex [GO:0005667],SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}.,MEIS1,
O00471,cytoplasm [GO:0005737]; cytosol [GO:0005829]; exocyst [GO:0000145]; midbody [GO:0030496],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9119050}. Midbody {ECO:0000269|PubMed:18756269}. Note=Localization at the midbody requires the presence of RALA, EXOC2 and EXOC3. {ECO:0000269|PubMed:18756269}.",EXOC5 SEC10 SEC10L1,
O00472,nucleoplasm [GO:0005654]; transcription elongation factor complex [GO:0008023],SUBCELLULAR LOCATION: Nucleus.,ELL2,
O00479,chromatin [GO:0000785]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.,HMGN4 HMG17L3 NHC,
O00505,cytosol [GO:0005829]; host cell [GO:0043657]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.,KPNA3 QIP2,
O00534,nucleoplasm [GO:0005654]; nucleus [GO:0005634],,VWA5A BCSC1 LOH11CR2A,
O00541,"condensed chromosome [GO:0000793]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PeBoW complex [GO:0070545]; preribosome, large subunit precursor [GO:0030687]","SUBCELLULAR LOCATION: Nucleus, nucleolus. Nucleus, nucleoplasm. Chromosome. Note=Appears to localize to the periphery of metaphase chromosomes during mitosis and to the prenucleolar bodies that form in mitotic cells prior to the actual nucleoli. {ECO:0000255|HAMAP-Rule:MF_03028}.",PES1,
O00567,box C/D snoRNP complex [GO:0031428]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; pre-snoRNP complex [GO:0070761]; small nucleolar ribonucleoprotein complex [GO:0005732]; small-subunit processome [GO:0032040],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:12777385, ECO:0000269|PubMed:9372940}. Cytoplasm {ECO:0000250|UniProtKB:Q9D6Z1}. Nucleus, nucleoplasm {ECO:0000305|PubMed:15574333}.",NOP56 NOL5A,
O00625,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20089166, ECO:0000269|PubMed:9079676}. Cytoplasm {ECO:0000269|PubMed:20089166}. Note=Predominantly localized in dot-like subnuclear structures. Cytoplasmic localization of PIR seems to positively correlate with melanoma progression. {ECO:0000269|PubMed:20089166, ECO:0000269|PubMed:9079676}.",PIR,
O00629,cytosol [GO:0005829]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.,KPNA4 QIP1,
O00635,cytosol [GO:0005829],,TRIM38 RNF15 RORET,
O14497,brahma complex [GO:0035060]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514],"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355, ECO:0000269|PubMed:11318604, ECO:0000269|PubMed:26614907}.",ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,
O14513,microtubule plus-end [GO:0035371],,NCKAP5 ERIH NAP5,
O14519,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],,CDK2AP1 CDKAP1 DOC1,
O14530,centrosome [GO:0005813]; cytosol [GO:0005829]; midbody [GO:0030496]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9CQ79}. Nucleus {ECO:0000250|UniProtKB:Q9CQ79}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q9CQ79}. Midbody {ECO:0000250|UniProtKB:Q9CQ79}. Note=Co-localizes with beta-tubulin in the centrosome. {ECO:0000250|UniProtKB:Q9CQ79}.",TXNDC9 APACD,
O14531,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,DPYSL4 CRMP3 ULIP4,
O14578,actin cytoskeleton [GO:0015629]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; Golgi cisterna [GO:0031985]; membrane [GO:0016020]; midbody [GO:0030496]; neuronal cell body [GO:0043025]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,CIT CRIK KIAA0949 STK21,
O14593,cytosol [GO:0005829]; intercellular bridge [GO:0045171]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Z205}. Nucleus {ECO:0000250|UniProtKB:Q9Z205}.,RFXANK ANKRA1 RFXB,
O14618,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9726962}.,CCS,
O14639,actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; lamellipodium [GO:0030027]; stress fiber [GO:0001725],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Associated with the cytoskeleton. {ECO:0000250}.",ABLIM1 ABLIM KIAA0059 LIMAB1,
O14647,intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Note=Binds to myogenic gene promoters. {ECO:0000250}.,CHD2,
O14686,histone methyltransferase complex [GO:0035097]; MLL3/4 complex [GO:0044666]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,KMT2D ALR MLL2 MLL4,
O14732,cytoplasm [GO:0005737]; cytosol [GO:0005829],,IMPA2 IMP.18P,
O14733,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus. Cytoplasm {ECO:0000250}.,MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4,
O14744,cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; histone methyltransferase complex [GO:0035097]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21081503, ECO:0000269|PubMed:21917714, ECO:0000269|PubMed:22269951}. Nucleus {ECO:0000269|PubMed:18404153, ECO:0000269|PubMed:21081503, ECO:0000269|PubMed:21917714, ECO:0000269|PubMed:22269951}. Golgi apparatus {ECO:0000269|PubMed:20421892}.",PRMT5 HRMT1L5 IBP72 JBP1 SKB1,
O14777,"centrosome [GO:0005813]; chromosome, centromeric region [GO:0000775]; condensed chromosome kinetochore [GO:0000777]; condensed nuclear chromosome kinetochore [GO:0000778]; condensed nuclear chromosome outer kinetochore [GO:0000942]; cytosol [GO:0005829]; kinetochore [GO:0000776]; membrane [GO:0016020]; Ndc80 complex [GO:0031262]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","SUBCELLULAR LOCATION: Nucleus. Chromosome, centromere, kinetochore. Note=Localizes to kinetochores from late prophase to anaphase. Localizes specifically to the outer plate of the kinetochore.",NDC80 HEC HEC1 KNTC2,
O14802,cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; RNA polymerase III complex [GO:0005666],SUBCELLULAR LOCATION: Nucleus.,POLR3A,
O14841,cytosol [GO:0005829],,OPLAH,
O14924,cell junction [GO:0030054]; condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10869340}. Cytoplasm {ECO:0000250|UniProtKB:O08774}. Cell projection, dendrite {ECO:0000250|UniProtKB:O08774}. Cell junction, synapse {ECO:0000250|UniProtKB:O08774}.; SUBCELLULAR LOCATION: Isoform 5: Nucleus matrix {ECO:0000269|PubMed:12024043}. Note=Also localized to discrete nuclear foci that are distinct from sites of RNA processing, PML nuclear bodies, and PcG domains. {ECO:0000269|PubMed:12024043}.",RGS12,
O14929,"cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nuclear chromatin [GO:0000790]; nuclear chromosome, telomeric region [GO:0000784]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]","SUBCELLULAR LOCATION: Isoform A: Nucleus matrix.; SUBCELLULAR LOCATION: Isoform B: Cytoplasm. Nucleus. Nucleus matrix. Nucleus, nucleoplasm. Note=Localization is predominantly nuclear in normal cells. Treatment with hydrogen peroxide or ionizing radiation enhances nuclear localization through redistribution of existing protein.",HAT1 KAT1,
O14933,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; ubiquitin ligase complex [GO:0000151],,UBE2L6 UBCH8,
O14974,A band [GO:0031672]; actin cytoskeleton [GO:0015629]; centrosome [GO:0005813]; contractile fiber [GO:0043292]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]; PTW/PP1 phosphatase complex [GO:0072357]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12923170, ECO:0000269|PubMed:18477460}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:12923170}. Note=Also along actomyosin filaments. {ECO:0000269|PubMed:12923170}.",PPP1R12A MBS MYPT1,
O14979,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11705999, ECO:0000269|PubMed:12406575}. Cytoplasm {ECO:0000269|PubMed:11705999, ECO:0000269|PubMed:12406575}. Note=Shuttles between the nucleus and the cytoplasm in a TNPO1-dependent manner. {ECO:0000269|PubMed:11705999, ECO:0000269|PubMed:12406575}.",HNRNPDL HNRPDL JKTBP,
O14980,annulate lamellae [GO:0005642]; Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; host cell [GO:0043657]; intracellular membrane-bounded organelle [GO:0043231]; kinetochore [GO:0000776]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus, nucleoplasm. Nucleus, Cajal body. Nucleus, nucleolus. Note=Located in the nucleoplasm, Cajal bodies and nucleoli. Shuttles between the nucleus/nucleolus and the cytoplasm.",XPO1 CRM1,
O15042,nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20858735}.,U2SURP KIAA0332 SR140,
O15054,MLL3/4 complex [GO:0044666]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305|PubMed:17825402}.,KDM6B JMJD3 KIAA0346,
O15055,cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Isoform 1: Nucleus. Cytoplasm {ECO:0000250|UniProtKB:O54943}. Cytoplasm, perinuclear region {ECO:0000250}. Note=Nucleocytoplasmic shuttling is effected by interaction with other circadian core oscillator proteins and/or by phosphorylation. Translocate to the nucleus after phosphorylation by CSNK1D or CSNK1E. Also translocated to the nucleus by CRY1 or CRY2. PML regulates its nuclear localization.; SUBCELLULAR LOCATION: Isoform 2: Nucleus, nucleolus {ECO:0000269|PubMed:24202686}.",PER2 KIAA0347,
O15061,adherens junction [GO:0005912]; costamere [GO:0043034]; intermediate filament [GO:0005882]; neurofilament cytoskeleton [GO:0060053]; sarcolemma [GO:0042383],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cell junction, adherens junction. Note=There are at least two distinct SYNM subpopulations, one in which SYMN interacts with DES within the Z-lines, and another in which it interacts with both DTNA and DES at the costamere.",SYNM DMN KIAA0353 SYN,
O15084,cytosol [GO:0005829]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:16564677}. Note=Seems to be excluded from nucleoli.",ANKRD28 KIAA0379,
