Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
B4DYI2,integral component of membrane [GO:0016021],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.,SPATA31C2 FAM75C2,
B9A064,"external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; immunoglobulin complex, circulating [GO:0042571]",SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,IGLL5,SIGNAL 1 35 {ECO:0000255}.
C9JRZ8,cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],"SUBCELLULAR LOCATION: Isoform 1: Mitochondrion {ECO:0000269|PubMed:25577493}.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm, cytosol {ECO:0000269|PubMed:25577493}.",AKR1B15,
E9PAV3,nascent polypeptide-associated complex [GO:0005854]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P70670}. Nucleus {ECO:0000250|UniProtKB:P70670}.,NACA,
L0R8F8,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],"SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:28892042, ECO:0000269|PubMed:29083303, ECO:0000269|PubMed:30215512}.",MIEF1,
O00139,centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; membrane [GO:0016020]; microtubule [GO:0005874]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleus [GO:0005634]; sperm principal piece [GO:0097228]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle pole. Cytoplasm, cytoskeleton, spindle. Note=Localized to the spindle microtubules and spindle poles from prophase to metaphase. Efficient targeting to spindle microtubules and spindle poles requires the kinase activity of PLK1. Recruited to mitotic spindles by interaction with PSRC1.",KIF2A KIF2 KNS2,
O00154,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Isoform 4: Cytoplasm, cytosol {ECO:0000305|PubMed:12435388}.; SUBCELLULAR LOCATION: Isoform 6: Cytoplasm, cytosol {ECO:0000305|PubMed:12435388}.; SUBCELLULAR LOCATION: Isoform 1: Mitochondrion {ECO:0000269|PubMed:12435388}.; SUBCELLULAR LOCATION: Isoform 5: Mitochondrion {ECO:0000269|PubMed:12435388}.",ACOT7 BACH,
O00159,basal plasma membrane [GO:0009925]; brush border [GO:0005903]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filamentous actin [GO:0031941]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; membrane raft [GO:0045121]; microvillus [GO:0005902]; nuclear body [GO:0016604]; nuclear pore [GO:0005643]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587]; stereocilium membrane [GO:0060171]; unconventional myosin complex [GO:0016461],"SUBCELLULAR LOCATION: Isoform 1: Cytoplasm {ECO:0000269|PubMed:22736583}. Nucleus {ECO:0000269|PubMed:22736583}. Note=Colocalizes with RNA polymerase II. Absent from nucleoli and does not colocalize with RNA polymerase I. Translocates to nuclear speckles upon exposure to inhibitors of RNA polymerase II transcription.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cell projection, stereocilium membrane {ECO:0000250}. Cell projection, ruffle {ECO:0000250}. Cytoplasmic vesicle {ECO:0000250}. Note=Colocalizes with CABP1 and CIB1 at cell margin, membrane ruffles and punctate regions on the cell membrane. Colocalizes in adipocytes with GLUT4 at actin-based membranes. Colocalizes with GLUT4 at insulin-induced ruffles at the cell membrane. Localizes transiently at cell membrane to region known to be enriched in PIP2. Activation of phospholipase C results in its redistribution to the cytoplasm (By similarity). {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform 3: Nucleus, nucleoplasm. Nucleus, nucleolus. Nucleus, nuclear pore complex. Note=Colocalizes with RNA polymerase II in the nucleus. Colocalizes with RNA polymerase I in nucleoli (By similarity). In the nucleolus, is localized predominantly in dense fibrillar component (DFC) and in granular component (GC). Accumulates strongly in DFC and GC during activation of transcription. Colocalizes with transcription sites. Colocalizes in the granular cortex at the periphery of the nucleolus with RPS6. Colocalizes in nucleoplasm with RPS6 and actin that are in contact with RNP particles. Colocalizes with RPS6 at the nuclear pore level. {ECO:0000250}.",MYO1C,
O00170,aryl hydrocarbon receptor complex [GO:0034751]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm.,AIP XAP2,
O00193,,,SMAP C11orf58,
O00203,AP-3 adaptor complex [GO:0030123]; axon cytoplasm [GO:1904115]; clathrin adaptor complex [GO:0030131]; clathrin-coated vesicle membrane [GO:0030665]; Golgi apparatus [GO:0005794]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Golgi apparatus {ECO:0000250}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex. {ECO:0000250}.",AP3B1 ADTB3A,
O00217,mitochondrial matrix [GO:0005759]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739],SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.,NDUFS8,
O00231,"cytosol [GO:0005829]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, cytosol {ECO:0000250}.",PSMD11,
O00232,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nuclear proteasome complex [GO:0031595]; nucleoplasm [GO:0005654]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]",,PSMD12,
O00244,cytosol [GO:0005829],,ATOX1 HAH1,
O00264,cell body [GO:0044297]; endoplasmic reticulum [GO:0005783]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum membrane [GO:0030868]; specific granule membrane [GO:0035579]; synapse [GO:0045202],SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250|UniProtKB:Q95250}; Single-pass membrane protein {ECO:0000255}. Smooth endoplasmic reticulum membrane {ECO:0000303|PubMed:28396637}; Single-pass membrane protein {ECO:0000255}.,PGRMC1 HPR6.6 PGRMC,
O00267,DSIF complex [GO:0032044]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10075709}.,SUPT5H SPT5 SPT5H,
O00291,actin cortical patch [GO:0030479]; clathrin-coated vesicle [GO:0030136]; clathrin-coated vesicle membrane [GO:0030665]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; extrinsic component of postsynaptic membrane [GO:0098890]; extrinsic component of presynaptic membrane [GO:0098888]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleus [GO:0005634]; postsynapse [GO:0098794]; presynapse [GO:0098793],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Endomembrane system. Cytoplasmic vesicle, clathrin-coated vesicle membrane. Note=Shuttles between cytoplasm and nucleus. Nuclear translocation can be induced by AR.",HIP1,
O00299,blood microparticle [GO:0072562]; brush border [GO:0005903]; chloride channel complex [GO:0034707]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; vesicle [GO:0031982],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:9139710}. Nucleus membrane {ECO:0000269|PubMed:9139710}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:10793131, ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:9139710, ECO:0000305|PubMed:11978800, ECO:0000305|PubMed:14613939}. Cell membrane {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:11940526, ECO:0000269|PubMed:14613939, ECO:0000305|PubMed:11978800}; Single-pass membrane protein {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:14613939}. Note=Mostly in the nucleus including in the nuclear membrane (PubMed:9139710, PubMed:12681486). Small amount in the cytoplasm and the plasma membrane (PubMed:9139710). Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain (PubMed:11940526, PubMed:11551966, PubMed:14613939). {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:11940526, ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:14613939, ECO:0000269|PubMed:9139710}.",CLIC1 G6 NCC27,
O00303,"cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; membrane [GO:0016020]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03005}.,EIF3F EIF3S5,
O00339,basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,MATN2 UNQ193/PRO219,SIGNAL 1 23 {ECO:0000255}.
O00391,endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173]; intercellular bridge [GO:0045171]; intracellular membrane-bounded organelle [GO:0043231]; platelet alpha granule lumen [GO:0031093]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724],"SUBCELLULAR LOCATION: Isoform 1: Golgi apparatus membrane {ECO:0000269|PubMed:17331072, ECO:0000269|PubMed:23704371}; Single-pass membrane protein {ECO:0000305|PubMed:17331072}. Secreted {ECO:0000269|PubMed:29757379}. Note=A small proportion is secreted, probably via a proteolytic cleavage that removes the membrane anchor. {ECO:0000305|PubMed:29757379}.; SUBCELLULAR LOCATION: Isoform 2: Secreted {ECO:0000269|PubMed:10708601}. Note=Found in the extracellular medium of quiescent cells but is not found in proliferating cells. {ECO:0000269|PubMed:10708601}.",QSOX1 QSCN6 UNQ2520/PRO6013,SIGNAL 1 29 {ECO:0000255}.
O00410,cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear pore [GO:0005643]; nucleolus [GO:0005730]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Nucleus, nucleolus. Note=Nucleus; nuclear rim. Found particularly in the nuclear rim and nucleolus.",IPO5 KPNB3 RANBP5,
O00422,ASAP complex [GO:0061574]; cytosol [GO:0005829]; histone deacetylase complex [GO:0000118]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16314458}. Cytoplasm {ECO:0000269|PubMed:16314458}. Nucleus speckle {ECO:0000269|PubMed:20966198}. Note=Shuttles between the nucleus and the cytoplasm (PubMed:16314458). Colocalizes with ACIN1 and SRSF2 in nuclear speckles (PubMed:20966198). {ECO:0000269|PubMed:16314458, ECO:0000269|PubMed:20966198}.",SAP18 GIG38,
O00429,brush border [GO:0005903]; cell junction [GO:0030054]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; microtubule [GO:0005874]; mitochondrial membrane [GO:0031966]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; perinuclear region of cytoplasm [GO:0048471]; peroxisome [GO:0005777]; presynaptic endocytic zone membrane [GO:0098835]; protein-containing complex [GO:0032991]; synaptic vesicle membrane [GO:0030672],"SUBCELLULAR LOCATION: Cytoplasm, cytosol. Golgi apparatus. Endomembrane system; Peripheral membrane protein. Mitochondrion outer membrane {ECO:0000269|PubMed:26122121, ECO:0000269|PubMed:27145208, ECO:0000269|PubMed:28969390}; Peripheral membrane protein. Peroxisome. Membrane, clathrin-coated pit {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250}. Note=Mainly cytosolic. Translocated to the mitochondrial membrane through O-GlcNAcylation and interaction with FIS1. Recruited to the mitochondrial outer membrane by interaction with MIEF1. Colocalized with MARCH5 at mitochondrial membrane. Localizes to mitochondria at sites of division. Localizes to mitochondria following necrosis induction. Associated with peroxisomal membranes, partly recruited there by PEX11B. May also be associated with endoplasmic reticulum tubules and cytoplasmic vesicles and found to be perinuclear. In some cell types, localizes to the Golgi complex. Binds to phospholipid membranes.",DNM1L DLP1 DRP1,
O00451,anchored component of membrane [GO:0031225]; external side of plasma membrane [GO:0009897]; extrinsic component of membrane [GO:0019898]; plasma membrane [GO:0005886]; receptor complex [GO:0043235],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}.",GFRA2 GDNFRB RETL2 TRNR2,SIGNAL 1 21 {ECO:0000255}.
O00468,basement membrane [GO:0005604]; cell junction [GO:0030054]; collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Isoform 1: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:20551380}. Note=Synaptic basal lamina at the neuromuscular junction. {ECO:0000250|UniProtKB:P31696}.; SUBCELLULAR LOCATION: Isoform 2: Cell junction, synapse {ECO:0000250|UniProtKB:A2ASQ1}. Cell membrane {ECO:0000250|UniProtKB:A2ASQ1}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:A2ASQ1}.",AGRN AGRIN,SIGNAL 1 29 {ECO:0000255}.
O00471,cytoplasm [GO:0005737]; cytosol [GO:0005829]; exocyst [GO:0000145]; midbody [GO:0030496],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9119050}. Midbody {ECO:0000269|PubMed:18756269}. Note=Localization at the midbody requires the presence of RALA, EXOC2 and EXOC3. {ECO:0000269|PubMed:18756269}.",EXOC5 SEC10 SEC10L1,
O00483,mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739],SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:23746447}; Peripheral membrane protein {ECO:0000269|PubMed:23746447}; Matrix side {ECO:0000269|PubMed:23746447}.,NDUFA4,
O00487,"cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]",,PSMD14 POH1,
O00505,cytosol [GO:0005829]; host cell [GO:0043657]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.,KPNA3 QIP2,
O00507,cytoplasm [GO:0005737],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,USP9Y DFFRY,
O00567,box C/D snoRNP complex [GO:0031428]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; pre-snoRNP complex [GO:0070761]; small nucleolar ribonucleoprotein complex [GO:0005732]; small-subunit processome [GO:0032040],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:12777385, ECO:0000269|PubMed:9372940}. Cytoplasm {ECO:0000250|UniProtKB:Q9D6Z1}. Nucleus, nucleoplasm {ECO:0000305|PubMed:15574333}.",NOP56 NOL5A,
O00571,cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; mitochondrial outer membrane [GO:0005741]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; P granule [GO:0043186]; secretory granule lumen [GO:0034774],"SUBCELLULAR LOCATION: Nucleus speckle. Cytoplasm. Mitochondrion outer membrane. Note=Located predominantly in nuclear speckles and, at low levels, throughout the cytoplasm. Located to the outer side of nuclear pore complexes (NPC). Shuttles between the nucleus and the cytoplasm in a XPO1 and may be also in a NFX1-dependent manner. Associated with polyadenylated mRNAs in the cytoplasm and the nucleus. Predominantly located in nucleus during G(0) phase and in the cytoplasm during G1/S phase.",DDX3X DBX DDX3,
O00584,azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764],SUBCELLULAR LOCATION: Secreted. Lysosome lumen. Endoplasmic reticulum lumen. Note=Subcellular fractionation of transfected ovarian cancer cells reveals full-length RNASET2 in the endoplasmic reticulum fraction and the 2 smaller RNASET2 proteolytic products in the lysosome fraction.,RNASET2 RNASE6PL,SIGNAL 1 24 {ECO:0000255}.
O00622,collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012],SUBCELLULAR LOCATION: Secreted.,CCN1 CYR61 GIG1 IGFBP10,SIGNAL 1 24 {ECO:0000255}.
O00743,cytosol [GO:0005829]; Golgi membrane [GO:0000139]; mitochondrion [GO:0005739],"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:29053956}. Cytoplasm {ECO:0000269|PubMed:16769727, ECO:0000269|PubMed:17568194}.",PPP6C PPP6,
O00754,azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; vacuolar membrane [GO:0005774],SUBCELLULAR LOCATION: Lysosome.,MAN2B1 LAMAN MANB,SIGNAL 1 49
O14497,brahma complex [GO:0035060]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514],"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355, ECO:0000269|PubMed:11318604, ECO:0000269|PubMed:26614907}.",ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,
O14561,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:28892042}.",NDUFAB1,
O14562,,,UBFD1 UBPH,
O14578,actin cytoskeleton [GO:0015629]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; Golgi cisterna [GO:0031985]; membrane [GO:0016020]; midbody [GO:0030496]; neuronal cell body [GO:0043025]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,CIT CRIK KIAA0949 STK21,
O14579,COPI vesicle coat [GO:0030126]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]; transport vesicle [GO:0030133],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it. {ECO:0000250}.",COPE,
