protein,breast_MDAMB231,colon_HCT116,ewingsarcoma_CHLA10,ewingsarcoma_TC32,melanoma_A375,melanoma_HS895T,melanoma_SH4,ovary_patientsample,prostate_PC3
O14733,0,0,0,0,0,0,0,1,0
O14802,0,0,0,0,0,0,0,1,0
O14924,0,0,0,0,0,0,0,1,0
O14933,0,0,0,0,0,0,0,1,0
O15054,0,0,0,0,0,0,0,1,0
O15061,0,0,0,0,0,0,0,1,0
O15084,0,0,0,0,0,0,0,1,0
O15119,0,0,0,0,0,0,0,1,0
O15151,0,0,0,0,0,0,0,1,0
O15160,0,0,0,0,0,0,0,1,0
O15164,0,0,0,0,0,0,0,1,0
O15213,0,0,0,0,0,0,0,1,0
O15254,0,0,0,0,0,0,0,1,0
O15259,0,0,0,0,0,0,0,1,0
O15344,0,0,0,0,0,0,0,1,0
O15360,0,0,0,0,0,0,0,1,0
O15381,0,0,0,0,0,0,0,1,0
O15392,0,0,0,0,0,0,0,1,0
O15397,0,0,0,0,0,0,0,1,0
O15550,0,0,0,0,0,0,0,1,0
O43159,0,0,0,0,0,0,0,1,0
O43172,0,0,0,0,0,0,0,1,0
O43196,0,0,0,0,0,0,0,1,0
O43281,0,0,0,0,0,0,0,1,0
O43422,0,0,0,0,0,0,0,1,0
O43593,0,0,0,0,0,0,0,1,0
O43665,0,0,0,0,0,0,0,1,0
O43719,0,0,0,0,0,0,0,1,0
O43741,0,0,0,0,0,0,0,1,0
O43805,0,0,0,0,0,0,0,1,0
O43824,0,0,0,0,0,0,0,1,0
O60231,0,0,0,0,0,0,0,1,0
O60237,0,0,0,0,0,0,0,1,0
O60244,0,0,0,0,0,0,0,1,0
O60281,0,0,0,0,0,0,0,1,0
O60294,0,0,0,0,0,0,0,1,0
O60315,0,0,0,0,0,0,0,1,0
O60318,0,0,0,0,0,0,0,1,0
O60502,0,0,0,0,0,0,0,1,0
O60524,0,0,0,0,0,0,0,1,0
O60566,0,0,0,0,0,0,0,1,0
O60573,0,0,0,0,0,0,0,1,0
O60663,0,0,0,0,0,0,0,1,0
O60671,0,0,0,0,0,0,0,1,0
O60810,0,0,0,0,0,0,0,1,0
O60825,0,0,0,0,0,0,0,1,0
O60826,0,0,0,0,0,0,0,1,0
O60870,0,0,0,0,0,0,0,1,0
O60885,0,0,0,0,0,0,0,1,0
O60907,0,0,0,0,0,0,0,1,0
O60927,0,0,0,0,0,0,0,1,0
O75140,0,0,0,0,0,0,0,1,0
O75150,0,0,0,0,0,0,0,1,0
O75170,0,0,0,0,0,0,0,1,0
O75179,0,0,0,0,0,0,0,1,0
O75182,0,0,0,0,0,0,0,1,0
O75190,0,0,0,0,0,0,0,1,0
O75191,0,0,0,0,0,0,0,1,0
O75342,0,0,0,0,0,0,0,1,0
O75391,0,0,0,0,0,0,0,1,0
O75420,0,0,0,0,0,0,0,1,0
O75448,0,0,0,0,0,0,0,1,0
O75449,0,0,0,0,0,0,0,1,0
O75475,0,0,0,0,0,0,0,1,0
O75494,0,0,0,0,0,0,0,1,0
O75529,0,0,0,0,0,0,0,1,0
O75530,0,0,0,0,0,0,0,1,0
O75569,0,0,0,0,0,0,0,1,0
O75602,0,0,0,0,0,0,0,1,0
O75607,0,0,0,0,0,0,0,1,0
O75688,0,0,0,0,0,0,0,1,0
O75689,0,0,0,0,0,0,0,1,0
O75808,0,0,0,0,0,0,0,1,0
O75817,0,0,0,0,0,0,0,1,0
O75818,0,0,0,0,0,0,0,1,0
O75832,0,0,0,0,0,0,0,1,0
O75884,0,0,0,0,0,0,0,1,0
O75909,0,0,0,0,0,0,0,1,0
O75962,0,0,0,0,0,0,0,1,0
O76071,0,0,0,0,0,0,0,1,0
O76075,0,0,0,0,0,0,0,1,0
O77932,0,0,0,0,0,0,0,1,0
O94829,0,0,0,0,0,0,0,1,0
O94844,0,0,0,0,0,0,0,1,0
O94952,0,0,0,0,0,0,0,1,0
O94988,0,0,0,0,0,0,0,1,0
O95059,0,0,0,0,0,0,0,1,0
O95071,0,0,0,0,0,0,0,1,0
O95081,0,0,0,0,0,0,0,1,0
O95149,0,0,0,0,0,0,0,1,0
O95163,0,0,0,0,0,0,0,1,0
O95239,0,0,0,0,0,0,0,1,0
O95248,0,0,0,0,0,0,0,1,0
O95251,0,0,0,0,0,0,0,1,0
O95273,0,0,0,0,0,0,0,1,0
O95294,0,0,0,0,0,0,0,1,0
O95319,0,0,0,0,0,0,0,1,0
O95361,0,0,0,0,0,0,0,1,0
O95376,0,0,0,0,0,0,0,1,0
O95400,0,0,0,0,0,0,0,1,0
O95402,0,0,0,0,0,0,0,1,0
O95456,0,0,0,0,0,0,0,1,0
O95551,0,0,0,0,0,0,0,1,0
O95619,0,0,0,0,0,0,0,1,0
O95639,0,0,0,0,0,0,0,1,0
O95671,0,0,0,0,0,0,0,1,0
O95714,0,0,0,0,0,0,0,1,0
O95749,0,0,0,0,0,0,0,1,0
O95817,0,0,0,0,0,0,0,1,0
O95819,0,0,0,0,0,0,0,1,0
O95825,0,0,0,0,0,0,0,1,0
O95848,0,0,0,0,0,0,0,1,0
O95873,0,0,0,0,0,0,0,1,0
O95985,0,0,0,0,0,0,0,1,0
O95999,0,0,0,0,0,0,0,1,0
O96006,0,0,0,0,0,0,0,1,0
O96013,0,0,0,0,0,0,0,1,0
O96017,0,0,0,0,0,0,0,1,0
O96018,0,0,0,0,0,0,0,1,0
O96028,0,0,0,0,0,0,0,1,0
P04198,0,0,0,0,0,0,0,1,0
P04731,0,0,0,0,0,0,0,1,0
P04733,0,0,0,0,0,0,0,1,0
P05423,0,0,0,0,0,0,0,1,0
P07438,0,0,0,0,0,0,0,1,0
P07902,0,0,0,0,0,0,0,1,0
P09132,0,0,0,0,0,0,0,1,0
P0C7P3,0,0,0,0,0,0,0,1,0
P0DMM9,0,0,0,0,0,0,0,1,0
P10071,0,0,0,0,0,0,0,1,0
P10074,0,0,0,0,0,0,0,1,0
P10243,0,0,0,0,0,0,0,1,0
P10244,0,0,0,0,0,0,0,1,0
P10911,0,0,0,0,0,0,0,1,0
P11172,0,0,0,0,0,0,0,1,0
P11441,0,0,0,0,0,0,0,1,0
P11926,0,0,0,0,0,0,0,1,0
P12755,0,0,0,0,0,0,0,1,0
P13640,0,0,0,0,0,0,0,1,0
P13984,0,0,0,0,0,0,0,1,0
P15408,0,0,0,0,0,0,0,1,0
P15882,0,0,0,0,0,0,0,1,0
P16402,0,0,0,0,0,0,0,1,0
P16455,0,0,0,0,0,0,0,1,0
P17010,0,0,0,0,0,0,0,1,0
P18615,0,0,0,0,0,0,0,1,0
P18846,0,0,0,0,0,0,0,1,0
P18887,0,0,0,0,0,0,0,1,0
P19387,0,0,0,0,0,0,0,1,0
P19484,0,0,0,0,0,0,0,1,0
P19525,0,0,0,0,0,0,0,1,0
P20248,0,0,0,0,0,0,0,1,0
P22528,0,0,0,0,0,0,0,1,0
P22531,0,0,0,0,0,0,0,1,0
P22670,0,0,0,0,0,0,0,1,0
P23258,0,0,0,0,0,0,0,1,0
P23490,0,0,0,0,0,0,0,1,0
P24386,0,0,0,0,0,0,0,1,0
P24863,0,0,0,0,0,0,0,1,0
P25440,0,0,0,0,0,0,0,1,0
P25490,0,0,0,0,0,0,0,1,0
P27707,0,0,0,0,0,0,0,1,0
P27986,0,0,0,0,0,0,0,1,0
P28289,0,0,0,0,0,0,0,1,0
P28347,0,0,0,0,0,0,0,1,0
P28358,0,0,0,0,0,0,0,1,0
P28702,0,0,0,0,0,0,0,1,0
P29558,0,0,0,0,0,0,0,1,0
P30260,0,0,0,0,0,0,0,1,0
P31268,0,0,0,0,0,0,0,1,0
P31629,0,0,0,0,0,0,0,1,0
P32314,0,0,0,0,0,0,0,1,0
P35219,0,0,0,0,0,0,0,1,0
P35227,0,0,0,0,0,0,0,1,0
P35250,0,0,0,0,0,0,0,1,0
P35663,0,0,0,0,0,0,0,1,0
P35712,0,0,0,0,0,0,0,1,0
P36402,0,0,0,0,0,0,0,1,0
P36954,0,0,0,0,0,0,0,1,0
P37198,0,0,0,0,0,0,0,1,0
P37275,0,0,0,0,0,0,0,1,0
P38432,0,0,0,0,0,0,0,1,0
P39880,0,0,0,0,0,0,0,1,0
P40261,0,0,0,0,0,0,0,1,0
P40306,0,0,0,0,0,0,0,1,0
P40424,0,0,0,0,0,0,0,1,0
P40855,0,0,0,0,0,0,0,1,0
P41212,0,0,0,0,0,0,0,1,0
P41226,0,0,0,0,0,0,0,1,0
P41229,0,0,0,0,0,0,0,1,0
P42331,0,0,0,0,0,0,0,1,0
P42338,0,0,0,0,0,0,0,1,0
P42357,0,0,0,0,0,0,0,1,0
P42696,0,0,0,0,0,0,0,1,0
P42771,0,0,0,0,0,0,0,1,0
P42898,0,0,0,0,0,0,0,1,0
P45381,0,0,0,0,0,0,0,1,0
P48382,0,0,0,0,0,0,0,1,0
P48553,0,0,0,0,0,0,0,1,0
P48729,0,0,0,0,0,0,0,1,0
P49005,0,0,0,0,0,0,0,1,0
P49356,0,0,0,0,0,0,0,1,0
P49441,0,0,0,0,0,0,0,1,0
P49450,0,0,0,0,0,0,0,1,0
P49711,0,0,0,0,0,0,0,1,0
P49917,0,0,0,0,0,0,0,1,0
P50548,0,0,0,0,0,0,0,1,0
P50613,0,0,0,0,0,0,0,1,0
P51580,0,0,0,0,0,0,0,1,0
P51617,0,0,0,0,0,0,0,1,0
P51812,0,0,0,0,0,0,0,1,0
P51826,0,0,0,0,0,0,0,1,0
P51854,0,0,0,0,0,0,0,1,0
P51946,0,0,0,0,0,0,0,1,0
P51948,0,0,0,0,0,0,0,1,0
P52179,0,0,0,0,0,0,0,1,0
P52294,0,0,0,0,0,0,0,1,0
P52298,0,0,0,0,0,0,0,1,0
P52657,0,0,0,0,0,0,0,1,0
P52735,0,0,0,0,0,0,0,1,0
P52926,0,0,0,0,0,0,0,1,0
P53365,0,0,0,0,0,0,0,1,0
P53367,0,0,0,0,0,0,0,1,0
P53384,0,0,0,0,0,0,0,1,0
P53609,0,0,0,0,0,0,0,1,0
P53611,0,0,0,0,0,0,0,1,0
P54132,0,0,0,0,0,0,0,1,0
P54284,0,0,0,0,0,0,0,1,0
P55201,0,0,0,0,0,0,0,1,0
P56270,0,0,0,0,0,0,0,1,0
P56945,0,0,0,0,0,0,0,1,0
P57076,0,0,0,0,0,0,0,1,0
P57081,0,0,0,0,0,0,0,1,0
P57772,0,0,0,0,0,0,0,1,0
P59046,0,0,0,0,0,0,0,1,0
P60323,0,0,0,0,0,0,0,1,0
P60370,0,0,0,0,0,0,0,1,0
P60891,0,0,0,0,0,0,0,1,0
P61011,0,0,0,0,0,0,0,1,0
P61599,0,0,0,0,0,0,0,1,0
P61962,0,0,0,0,0,0,0,1,0
P61964,0,0,0,0,0,0,0,1,0
P62256,0,0,0,0,0,0,0,1,0
P62308,0,0,0,0,0,0,0,1,0
P62487,0,0,0,0,0,0,0,1,0
P62877,0,0,0,0,0,0,0,1,0
P63302,0,0,0,0,0,0,0,1,0
P78345,0,0,0,0,0,0,0,1,0
P78362,0,0,0,0,0,0,0,1,0
P78415,0,0,0,0,0,0,0,1,0
P78563,0,0,0,0,0,0,0,1,0
P80217,0,0,0,0,0,0,0,1,0
P82094,0,0,0,0,0,0,0,1,0
P83876,0,0,0,0,0,0,0,1,0
P84101,0,0,0,0,0,0,0,1,0
Q00653,0,0,0,0,0,0,0,1,0
Q01064,0,0,0,0,0,0,0,1,0
Q01804,0,0,0,0,0,0,0,1,0
Q02078,0,0,0,0,0,0,0,1,0
Q02447,0,0,0,0,0,0,0,1,0
Q03111,0,0,0,0,0,0,0,1,0
Q03112,0,0,0,0,0,0,0,1,0
Q03468,0,0,0,0,0,0,0,1,0
Q04323,0,0,0,0,0,0,0,1,0
Q04724,0,0,0,0,0,0,0,1,0
Q04864,0,0,0,0,0,0,0,1,0
Q06190,0,0,0,0,0,0,0,1,0
Q06455,0,0,0,0,0,0,0,1,0
Q06710,0,0,0,0,0,0,0,1,0
Q07889,0,0,0,0,0,0,0,1,0
Q08426,0,0,0,0,0,0,0,1,0
Q08623,0,0,0,0,0,0,0,1,0
Q08AD1,0,0,0,0,0,0,0,1,0
Q08AM6,0,0,0,0,0,0,0,1,0
Q09019,0,0,0,0,0,0,0,1,0
Q0VDD8,0,0,0,0,0,0,0,1,0
Q0VDF9,0,0,0,0,0,0,0,1,0
Q0VGL1,0,0,0,0,0,0,0,1,0
Q12768,0,0,0,0,0,0,0,1,0
Q12774,0,0,0,0,0,0,0,1,0
Q12788,0,0,0,0,0,0,0,1,0
Q12824,0,0,0,0,0,0,0,1,0
Q12872,0,0,0,0,0,0,0,1,0
Q12972,0,0,0,0,0,0,0,1,0
Q12986,0,0,0,0,0,0,0,1,0
Q13023,0,0,0,0,0,0,0,1,0
Q13085,0,0,0,0,0,0,0,1,0
Q13105,0,0,0,0,0,0,0,1,0
Q13129,0,0,0,0,0,0,0,1,0
Q13131,0,0,0,0,0,0,0,1,0
Q13136,0,0,0,0,0,0,0,1,0
Q13144,0,0,0,0,0,0,0,1,0
Q13243,0,0,0,0,0,0,0,1,0
Q13287,0,0,0,0,0,0,0,1,0
Q13402,0,0,0,0,0,0,0,1,0
Q13459,0,0,0,0,0,0,0,1,0
Q13485,0,0,0,0,0,0,0,1,0
Q13610,0,0,0,0,0,0,0,1,0
Q13643,0,0,0,0,0,0,0,1,0
Q13769,0,0,0,0,0,0,0,1,0
Q13795,0,0,0,0,0,0,0,1,0
Q13835,0,0,0,0,0,0,0,1,0
Q13952,0,0,0,0,0,0,0,1,0
Q14123,0,0,0,0,0,0,0,1,0
Q14134,0,0,0,0,0,0,0,1,0
Q14145,0,0,0,0,0,0,0,1,0
Q14146,0,0,0,0,0,0,0,1,0
Q14155,0,0,0,0,0,0,0,1,0
Q14161,0,0,0,0,0,0,0,1,0
Q14181,0,0,0,0,0,0,0,1,0
Q14185,0,0,0,0,0,0,0,1,0
Q14192,0,0,0,0,0,0,0,1,0
Q14202,0,0,0,0,0,0,0,1,0
Q14331,0,0,0,0,0,0,0,1,0
Q14653,0,0,0,0,0,0,0,1,0
Q14657,0,0,0,0,0,0,0,1,0
Q14669,0,0,0,0,0,0,0,1,0
Q14684,0,0,0,0,0,0,0,1,0
Q14692,0,0,0,0,0,0,0,1,0
Q14694,0,0,0,0,0,0,0,1,0
Q14872,0,0,0,0,0,0,0,1,0
Q14896,0,0,0,0,0,0,0,1,0
Q149M9,0,0,0,0,0,0,0,1,0
Q149N8,0,0,0,0,0,0,0,1,0
Q15003,0,0,0,0,0,0,0,1,0
Q15014,0,0,0,0,0,0,0,1,0
Q15018,0,0,0,0,0,0,0,1,0
Q15047,0,0,0,0,0,0,0,1,0
Q15061,0,0,0,0,0,0,0,1,0
Q15067,0,0,0,0,0,0,0,1,0
Q15111,0,0,0,0,0,0,0,1,0
Q15172,0,0,0,0,0,0,0,1,0
Q15208,0,0,0,0,0,0,0,1,0
Q15291,0,0,0,0,0,0,0,1,0
Q15326,0,0,0,0,0,0,0,1,0
Q15334,0,0,0,0,0,0,0,1,0
Q15477,0,0,0,0,0,0,0,1,0
Q15528,0,0,0,0,0,0,0,1,0
Q15573,0,0,0,0,0,0,0,1,0
Q15645,0,0,0,0,0,0,0,1,0
Q15648,0,0,0,0,0,0,0,1,0
Q15652,0,0,0,0,0,0,0,1,0
Q15653,0,0,0,0,0,0,0,1,0
Q15750,0,0,0,0,0,0,0,1,0
Q15813,0,0,0,0,0,0,0,1,0
Q16513,0,0,0,0,0,0,0,1,0
Q16527,0,0,0,0,0,0,0,1,0
Q16537,0,0,0,0,0,0,0,1,0
Q16560,0,0,0,0,0,0,0,1,0
Q16637,0,0,0,0,0,0,0,1,0
Q16649,0,0,0,0,0,0,0,1,0
Q16875,0,0,0,0,0,0,0,1,0
Q16890,0,0,0,0,0,0,0,1,0
Q17R89,0,0,0,0,0,0,0,1,0
Q17R98,0,0,0,0,0,0,0,1,0
Q17RC7,0,0,0,0,0,0,0,1,0
Q19AV6,0,0,0,0,0,0,0,1,0
Q1ED39,0,0,0,0,0,0,0,1,0
Q27J81,0,0,0,0,0,0,0,1,0
Q2KHM9,0,0,0,0,0,0,0,1,0
Q2KJY2,0,0,0,0,0,0,0,1,0
Q2M1K9,0,0,0,0,0,0,0,1,0
Q2TAL8,0,0,0,0,0,0,0,1,0
Q2TB10,0,0,0,0,0,0,0,1,0
Q2TBE0,0,0,0,0,0,0,0,1,0
Q2YD98,0,0,0,0,0,0,0,1,0
Q32M88,0,0,0,0,0,0,0,1,0
Q32P44,0,0,0,0,0,0,0,1,0
Q3KQU3,0,0,0,0,0,0,0,1,0
Q3SY00,0,0,0,0,0,0,0,1,0
Q3T8J9,0,0,0,0,0,0,0,1,0
Q3ZCW2,0,0,0,0,0,0,0,1,0
Q460N5,0,0,0,0,0,0,0,1,0
Q49A26,0,0,0,0,0,0,0,1,0
Q4G0J3,0,0,0,0,0,0,0,1,0
Q4KMP7,0,0,0,0,0,0,0,1,0
Q4KWH8,0,0,0,0,0,0,0,1,0
Q4LE39,0,0,0,0,0,0,0,1,0
Q52LW3,0,0,0,0,0,0,0,1,0
Q53EV4,0,0,0,0,0,0,0,1,0
Q53GL7,0,0,0,0,0,0,0,1,0
Q53GT1,0,0,0,0,0,0,0,1,0
Q53TQ3,0,0,0,0,0,0,0,1,0
Q567U6,0,0,0,0,0,0,0,1,0
Q56NI9,0,0,0,0,0,0,0,1,0
Q58F21,0,0,0,0,0,0,0,1,0
Q58WW2,0,0,0,0,0,0,0,1,0
Q5BN46,0,0,0,0,0,0,0,1,0
Q5F1R6,0,0,0,0,0,0,0,1,0
Q5FWF4,0,0,0,0,0,0,0,1,0
Q5GLZ8,0,0,0,0,0,0,0,1,0
Q5H9R7,0,0,0,0,0,0,0,1,0
Q5JQC9,0,0,0,0,0,0,0,1,0
Q5JSH3,0,0,0,0,0,0,0,1,0
Q5JSJ4,0,0,0,0,0,0,0,1,0
Q5M775,0,0,0,0,0,0,0,1,0
Q5MNZ6,0,0,0,0,0,0,0,1,0
Q5QGS0,0,0,0,0,0,0,0,1,0
Q5SVZ6,0,0,0,0,0,0,0,1,0
Q5SY16,0,0,0,0,0,0,0,1,0
Q5T1M5,0,0,0,0,0,0,0,1,0
Q5T1R4,0,0,0,0,0,0,0,1,0
Q5T447,0,0,0,0,0,0,0,1,0
Q5T5P2,0,0,0,0,0,0,0,1,0
Q5T5Y3,0,0,0,0,0,0,0,1,0
Q5T750,0,0,0,0,0,0,0,1,0
Q5T753,0,0,0,0,0,0,0,1,0
Q5T7N2,0,0,0,0,0,0,0,1,0
Q5T8A7,0,0,0,0,0,0,0,1,0
Q5TB80,0,0,0,0,0,0,0,1,0
Q5TBA9,0,0,0,0,0,0,0,1,0
Q5VT52,0,0,0,0,0,0,0,1,0
Q5VT97,0,0,0,0,0,0,0,1,0
Q5VTL8,0,0,0,0,0,0,0,1,0
Q5VU43,0,0,0,0,0,0,0,1,0
Q5VUA4,0,0,0,0,0,0,0,1,0
Q5VV41,0,0,0,0,0,0,0,1,0
Q5VWG9,0,0,0,0,0,0,0,1,0
Q5VXU9,0,0,0,0,0,0,0,1,0
Q5VY09,0,0,0,0,0,0,0,1,0
Q5VYS8,0,0,0,0,0,0,0,1,0
Q5VZM2,0,0,0,0,0,0,0,1,0
Q5XPI4,0,0,0,0,0,0,0,1,0
Q63HK5,0,0,0,0,0,0,0,1,0
Q66PJ3,0,0,0,0,0,0,0,1,0
Q684P5,0,0,0,0,0,0,0,1,0
Q68D10,0,0,0,0,0,0,0,1,0
Q68DK2,0,0,0,0,0,0,0,1,0
Q68DQ2,0,0,0,0,0,0,0,1,0
Q68E01,0,0,0,0,0,0,0,1,0
Q6BCY4,0,0,0,0,0,0,0,1,0
Q6DKI1,0,0,0,0,0,0,0,1,0
Q6EMB2,0,0,0,0,0,0,0,1,0
Q6FIF0,0,0,0,0,0,0,0,1,0
Q6GYQ0,0,0,0,0,0,0,0,1,0
Q6H8Q1,0,0,0,0,0,0,0,1,0
Q6I9Y2,0,0,0,0,0,0,0,1,0
Q6ICL3,0,0,0,0,0,0,0,1,0
Q6IE81,0,0,0,0,0,0,0,1,0
Q6L8H4,0,0,0,0,0,0,0,1,0
Q6MZP7,0,0,0,0,0,0,0,1,0
Q6N021,0,0,0,0,0,0,0,1,0
Q6NWY9,0,0,0,0,0,0,0,1,0
Q6NXE6,0,0,0,0,0,0,0,1,0
Q6NXG1,0,0,0,0,0,0,0,1,0
Q6NXR4,0,0,0,0,0,0,0,1,0
Q6NZY4,0,0,0,0,0,0,0,1,0
Q6P1K2,0,0,0,0,0,0,0,1,0
Q6P1M3,0,0,0,0,0,0,0,1,0
Q6P2E9,0,0,0,0,0,0,0,1,0
Q6P4F7,0,0,0,0,0,0,0,1,0
Q6P4I2,0,0,0,0,0,0,0,1,0
Q6P996,0,0,0,0,0,0,0,1,0
Q6PGP7,0,0,0,0,0,0,0,1,0
Q6PI26,0,0,0,0,0,0,0,1,0
Q6PJG2,0,0,0,0,0,0,0,1,0
Q6PJI9,0,0,0,0,0,0,0,1,0
Q6RI45,0,0,0,0,0,0,0,1,0
Q6STE5,0,0,0,0,0,0,0,1,0
Q6UB98,0,0,0,0,0,0,0,1,0
Q6UVJ0,0,0,0,0,0,0,0,1,0
Q6UWE0,0,0,0,0,0,0,0,1,0
Q6UWZ7,0,0,0,0,0,0,0,1,0
Q6V1X1,0,0,0,0,0,0,0,1,0
Q6VUC0,0,0,0,0,0,0,0,1,0
Q6WBX8,0,0,0,0,0,0,0,1,0
Q6ZMK1,0,0,0,0,0,0,0,1,0
Q6ZN30,0,0,0,0,0,0,0,1,0
Q6ZNJ1,0,0,0,0,0,0,0,1,0
Q6ZNW5,0,0,0,0,0,0,0,1,0
Q6ZP82,0,0,0,0,0,0,0,1,0
Q6ZRS2,0,0,0,0,0,0,0,1,0
Q6ZRV2,0,0,0,0,0,0,0,1,0
Q70CQ4,0,0,0,0,0,0,0,1,0
Q70Z35,0,0,0,0,0,0,0,1,0
Q712K3,0,0,0,0,0,0,0,1,0
Q76NI1,0,0,0,0,0,0,0,1,0
Q7L266,0,0,0,0,0,0,0,1,0
Q7L775,0,0,0,0,0,0,0,1,0
Q7LBC6,0,0,0,0,0,0,0,1,0
Q7RTP6,0,0,0,0,0,0,0,1,0
Q7Z2Y5,0,0,0,0,0,0,0,1,0
Q7Z333,0,0,0,0,0,0,0,1,0
Q7Z353,0,0,0,0,0,0,0,1,0
Q7Z3K6,0,0,0,0,0,0,0,1,0
Q7Z3Z4,0,0,0,0,0,0,0,1,0
Q7Z401,0,0,0,0,0,0,0,1,0
Q7Z478,0,0,0,0,0,0,0,1,0
Q7Z4H7,0,0,0,0,0,0,0,1,0
Q7Z4Q2,0,0,0,0,0,0,0,1,0
Q7Z4V0,0,0,0,0,0,0,0,1,0
Q7Z4W3,0,0,0,0,0,0,0,1,0
Q7Z569,0,0,0,0,0,0,0,1,0
Q7Z6B7,0,0,0,0,0,0,0,1,0
Q7Z6J0,0,0,0,0,0,0,0,1,0
Q7Z7E8,0,0,0,0,0,0,0,1,0
Q86SZ2,0,0,0,0,0,0,0,1,0
Q86TB9,0,0,0,0,0,0,0,1,0
Q86TI2,0,0,0,0,0,0,0,1,0
Q86TP1,0,0,0,0,0,0,0,1,0
Q86TU7,0,0,0,0,0,0,0,1,0
Q86U44,0,0,0,0,0,0,0,1,0
Q86U70,0,0,0,0,0,0,0,1,0
Q86UA1,0,0,0,0,0,0,0,1,0
Q86UP3,0,0,0,0,0,0,0,1,0
Q86V97,0,0,0,0,0,0,0,1,0
Q86VM9,0,0,0,0,0,0,0,1,0
Q86VS8,0,0,0,0,0,0,0,1,0
Q86VV8,0,0,0,0,0,0,0,1,0
Q86W28,0,0,0,0,0,0,0,1,0
Q86W42,0,0,0,0,0,0,0,1,0
Q86WB0,0,0,0,0,0,0,0,1,0
Q86X83,0,0,0,0,0,0,0,1,0
Q86XK2,0,0,0,0,0,0,0,1,0
Q86XW9,0,0,0,0,0,0,0,1,0
Q86Y13,0,0,0,0,0,0,0,1,0
Q86Y56,0,0,0,0,0,0,0,1,0
Q86YV5,0,0,0,0,0,0,0,1,0
Q86Z20,0,0,0,0,0,0,0,1,0
Q8IUC4,0,0,0,0,0,0,0,1,0
Q8IUF8,0,0,0,0,0,0,0,1,0
Q8IUI8,0,0,0,0,0,0,0,1,0
Q8IUR0,0,0,0,0,0,0,0,1,0
Q8IVD9,0,0,0,0,0,0,0,1,0
Q8IVL0,0,0,0,0,0,0,0,1,0
Q8IVV2,0,0,0,0,0,0,0,1,0
Q8IWA0,0,0,0,0,0,0,0,1,0
Q8IWE2,0,0,0,0,0,0,0,1,0
Q8IWR0,0,0,0,0,0,0,0,1,0
Q8IWV7,0,0,0,0,0,0,0,1,0
Q8IWZ3,0,0,0,0,0,0,0,1,0
Q8IX01,0,0,0,0,0,0,0,1,0
Q8IY21,0,0,0,0,0,0,0,1,0
Q8IY81,0,0,0,0,0,0,0,1,0
Q8IYI6,0,0,0,0,0,0,0,1,0
Q8IYR0,0,0,0,0,0,0,0,1,0
Q8IYS1,0,0,0,0,0,0,0,1,0
Q8IZC4,0,0,0,0,0,0,0,1,0
Q8IZQ5,0,0,0,0,0,0,0,1,0
Q8IZX4,0,0,0,0,0,0,0,1,0
Q8N0W3,0,0,0,0,0,0,0,1,0
Q8N103,0,0,0,0,0,0,0,1,0
Q8N108,0,0,0,0,0,0,0,1,0
Q8N157,0,0,0,0,0,0,0,1,0
Q8N1G0,0,0,0,0,0,0,0,1,0
Q8N257,0,0,0,0,0,0,0,1,0
